rank	address	module	name	workstream	gap	score	calling_convention	return_type	parameter_types	checker_verdict	compile_blocker	retail_parity	signature_issues	missing_dependencies
1	004b1670	CGameScriptInterface	CGameScriptInterface::AddQuestCardEntry	candidate-cluster	signature-audit	2480295	unknown	undefined		PASS	static assertion failed		explicit-parameter-count-mismatch	
2	00681cd0	CGameScriptInterface	CGameScriptInterface::SetOpinionReactionMask	candidate-cluster	signature-audit	2480295	unknown	undefined		PASS	invalid use of incomplete type 'class CGameScriptInterface'		explicit-parameter-count-mismatch	class CGameScriptInterface
3	006e7740	CGameScriptInterface	CGameScriptInterface	candidate-cluster	signature-audit	2480295	__thiscall	undefined	CGameScriptInterface *,CMainGameComponent *,CGameDefinitionManager *,CWorld *,CPlayerManager *,CDisplayEngine *	PASS	invalid use of incomplete type 'class CGameScriptInterface'		owner-mismatch	class CGameScriptInterface
4	00896120	CGameScriptInterface	CGameScriptInterface::TryToRespawnDefNamed	candidate-cluster	signature-audit	2480295	__thiscall	CScriptThing	CGameScriptInterface *,CScriptThing const &,CCharString const &,C3DVector const &	PASS	field 'interfaces_44' has incomplete type 'CVectorMap<ETCInterfaceType, CTCBase*, CKeyPairCompareLess<ETCInterfaceType, CTCBase*> >'		return-shape-mismatch	class CGameScriptInterface
5	008961b0	CGameScriptInterface	CGameScriptInterface::ClearHeroEnemyOfGuards	candidate-cluster	signature-audit	2480295	__thiscall	void	CGameScriptInterface *,CScriptThing const &	PASS	macro 'offsetof' passed 3 arguments, but takes just 2		definition-not-parsed	offsetof
6	0089c510	CGameScriptInterface	CGameScriptInterface::OpinionSourceSetAsAttentionGrabbing	candidate-cluster	signature-audit	2480295	__thiscall	void	CGameScriptInterface *,CScriptThing const &,bool	PASS			definition-not-parsed	
7	0089f300	CGameScriptInterface	CGameScriptInterface::CreateCreatureNearby	candidate-cluster	signature-audit	2480295	__thiscall	CScriptThing	CGameScriptInterface *,CCharString const &,C3DVector const &,float,CCharString const &,bool	PASS	macro 'offsetof' passed 3 arguments, but takes just 2		explicit-parameter-count-mismatch;return-shape-mismatch	offsetof
8	0089faa0	CGameScriptInterface	CGameScriptInterface::CreateLight	candidate-cluster	signature-audit	2480295	__thiscall	CScriptThing	CGameScriptInterface *,C3DVector const &,CRGBColour const &,CCharString const &,float,float,bool	PASS	invalid use of incomplete type 'class CGameScriptInterface'		explicit-parameter-count-mismatch;return-shape-mismatch	class CGameScriptInterface
9	0089fbb0	CGameScriptInterface	CGameScriptInterface::CreateExperienceOrb	candidate-cluster	signature-audit	2480295	__thiscall	CScriptThing	CGameScriptInterface *,C3DVector const &,long	PASS	invalid use of incomplete type 'class CGameScriptInterface'		explicit-parameter-count-mismatch;return-shape-mismatch	class CGameScriptInterface
10	0089fc80	CGameScriptInterface	CGameScriptInterface::CreateExplosion	candidate-cluster	signature-audit	2480295	__thiscall	CScriptThing	CGameScriptInterface *,CCharString const &,C3DVector const &,C3DVector const *,CCharString	PASS	invalid use of incomplete type 'class CGameScriptInterface'		explicit-parameter-count-mismatch;return-shape-mismatch	class CGameScriptInterface
11	0089fd20	CGameScriptInterface	CGameScriptInterface::CreatePhysicalBarrier	candidate-cluster	signature-audit	2480295	__thiscall	CScriptThing	CGameScriptInterface *,float,C3DVector const &,C3DVector const *,CCharString	PASS	invalid use of incomplete type 'class CGameScriptInterface'		explicit-parameter-count-mismatch;return-shape-mismatch	class CGameScriptInterface
12	0089fda0	CGameScriptInterface	CGameScriptInterface::CreateRumble	candidate-cluster	signature-audit	2480295	__thiscall	CScriptThing	CGameScriptInterface *,C3DVector const &,float,float,CCharString	PASS	invalid use of incomplete type 'class CGameScriptInterface'		explicit-parameter-count-mismatch;return-shape-mismatch	class CGameScriptInterface
13	008a9100	CGameScriptInterface	CGameScriptInterface::CreateCreature	candidate-cluster	signature-audit	2480295	__thiscall	CScriptThing	CGameScriptInterface *,CCharString const &,C3DVector const &,CCharString const &,bool	FAIL	'EHeroMorphType' was not declared in this scope		explicit-parameter-count-mismatch;return-shape-mismatch	CCharString;CDefinitionManager;CParticleMorphs;CScriptThing;EHeroMorphType;std
14	008ae890	CGameScriptInterface	CGameScriptInterface::_AddGossipVillages_impl	candidate-cluster	signature-audit	2480295	unknown	undefined		PASS	static assertion failed		explicit-parameter-count-mismatch	
15	008aeac0	CGameScriptInterface	CGameScriptInterface::_AddGossipFactions_impl	candidate-cluster	signature-audit	2480295	unknown	undefined		PASS	static assertion failed		explicit-parameter-count-mismatch	
16	008a9fc0	CGameScriptInterface	CGameScriptInterface::GetGossipSize	candidate-cluster	compiled-needs-parity	2380295	__thiscall	int	CGameScriptInterface *,CCharString	PASS		DIFFER		
17	008aa480	CGameScriptInterface	CGameScriptInterface::GetGossipFactionsSize	candidate-cluster	compiled-needs-parity	2380295	__thiscall	int	CGameScriptInterface *,CCharString	PASS		DIFFER		
18	006e7690	CGameScriptInterface	CGameScriptInterface::DeregisterTimer	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,long	PASS				
19	006e7820	CGameScriptInterface	CGameScriptInterface::WaitForCameraMessage	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CCharString const &	PASS				
20	006e7920	CGameScriptInterface	CGameScriptInterface::CheckForCameraMessage	candidate-cluster	candidate-compile	2280295	__thiscall	bool	CGameScriptInterface *,CCharString const &	PASS				
21	006e79e0	CGameScriptInterface	CGameScriptInterface::RegisterTimer	candidate-cluster	candidate-compile	2280295	__thiscall	long	CGameScriptInterface *	PASS				
22	0088de10	CGameScriptInterface	CGameScriptInterface::GiveThingItemInHand	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CScriptThing const &,CCharString const &,bool	PASS				
23	0088df60	CGameScriptInterface	CGameScriptInterface::GetWaterHeightAtPosition	candidate-cluster	candidate-compile	2280295	__thiscall	float	CGameScriptInterface *,C3DVector const &	PASS				
24	0088e0b0	CGameScriptInterface	CGameScriptInterface::SetSoundThemesAsEnabledForRegion	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CCharString const &,bool	PASS				
25	0088e130	CGameScriptInterface	CGameScriptInterface::GiveHeroWeapon	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CCharString const &,bool	PASS				
26	0088e200	CGameScriptInterface	CGameScriptInterface::SetGuildMasterMessages	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,bool	PASS				
27	0088e2a0	CGameScriptInterface	CGameScriptInterface::IsLevelLoaded	candidate-cluster	candidate-compile	2280295	__thiscall	bool	CGameScriptInterface *,CCharString const &	PASS	static assertion failed			
28	0088e300	CGameScriptInterface	CGameScriptInterface::IsRegionLoaded	candidate-cluster	candidate-compile	2280295	__thiscall	bool	CGameScriptInterface *,CCharString const &	PASS				
29	0088e380	CGameScriptInterface	CGameScriptInterface::DontPopulateNextLoadedRegion	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *	PASS				
30	0088e3d0	CGameScriptInterface	CGameScriptInterface::MiniMapAllowRouteBetweenRegions	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CCharString const &,CCharString const &,bool	PASS	invalid use of incomplete type 'class CGameScriptInterface'			class CGameScriptInterface
31	0088e6f0	CGameScriptInterface	CGameScriptInterface::AreEntitiesEnemies	candidate-cluster	candidate-compile	2280295	__thiscall	bool	CGameScriptInterface *,CScriptThing const &,CScriptThing const &	PASS				
32	0088ead0	CGameScriptInterface	CGameScriptInterface::EntitySetAsDamageable	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CScriptThing const &,bool	PASS	invalid use of incomplete type 'class CGameScriptInterface'			class CGameScriptInterface
33	0088ece0	CGameScriptInterface	CGameScriptInterface::CameraShake	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,float,float	PASS				
34	0088f400	CGameScriptInterface	CGameScriptInterface::SetCreatureGeneratorsCreatureGroupAsEnabled	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,ECreatureGroup,bool	PASS				
35	0088f480	CGameScriptInterface	CGameScriptInterface::ApplyScriptBrush	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CCharString const &	PASS				
36	0088f570	CGameScriptInterface	CGameScriptInterface::Play2DSound	candidate-cluster	candidate-compile	2280295	__thiscall	ulong	CGameScriptInterface *,CCharString const &	PASS				
37	0088f610	CGameScriptInterface	CGameScriptInterface::IsSoundPlaying	candidate-cluster	candidate-compile	2280295	__thiscall	bool	CGameScriptInterface *,ulong	PASS				
38	0088f710	CGameScriptInterface	CGameScriptInterface::EntitySetCombatEnabled	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CScriptThing const &,bool	PASS				
39	0088f8d0	CGameScriptInterface	CGameScriptInterface::StartCountdownTimer	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,float	PASS				
40	0088f910	CGameScriptInterface	CGameScriptInterface::AutoSaveCheckPoint	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *	PASS				
41	0088f920	CGameScriptInterface	CGameScriptInterface::AutoSaveQuestStart	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *	PASS				
42	0088f960	CGameScriptInterface	CGameScriptInterface::SetSaveGameMarkerPos	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,C3DVector const &	PASS	'CGameScriptInterface' has not been declared			C3DVector;CGameScriptInterface;CWorld
43	0088f970	CGameScriptInterface	CGameScriptInterface::ResetToFrontEnd	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *	PASS				
44	0088f9b0	CGameScriptInterface	CGameScriptInterface::GetGuildSealRecallPos	candidate-cluster	candidate-compile	2280295	__thiscall	C3DVector	CGameScriptInterface *	PASS				
45	0088fc60	CGameScriptInterface	CGameScriptInterface::GiveHeroExpression	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CCharString const &,long,bool	PASS	'reinterpret_cast' from integer to pointer			CGameScriptInterface;struct CThingPlayerCreature
46	0088fc90	CGameScriptInterface	CGameScriptInterface::HeroHasExpression	candidate-cluster	candidate-compile	2280295	__thiscall	bool	CGameScriptInterface *,CCharString const &	PASS				
47	0088fd00	CGameScriptInterface	CGameScriptInterface::EntitySetInLimbo	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CScriptThing const &,bool,bool	PASS				
48	0088fdc0	CGameScriptInterface	CGameScriptInterface::SetTimeOfDay	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,float	PASS				
49	0088fe30	CGameScriptInterface	CGameScriptInterface::GetTimeOfDay	candidate-cluster	candidate-compile	2280295	__thiscall	long	CGameScriptInterface *	PASS	expected '(' before '{' token			mov
50	0088fe40	CGameScriptInterface	CGameScriptInterface::IsTimeOfDayBetween	candidate-cluster	candidate-compile	2280295	__thiscall	bool	CGameScriptInterface *,long,long	PASS	invalid use of incomplete type 'class CGameScriptInterface'			class CGameScriptInterface
51	0088fe80	CGameScriptInterface	CGameScriptInterface::SetTimeAsStopped	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,bool,long &	PASS	'CGameScriptInterface' has not been declared			CGameScriptInterface
52	0088fe90	CGameScriptInterface	CGameScriptInterface::FastForwardTimeTo	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,float,float	PASS				
53	0088ff30	CGameScriptInterface	CGameScriptInterface::TransitionToThemeAllInternals	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CCharString const &,float	PASS				
54	008901a0	CGameScriptInterface	CGameScriptInterface::RadialBlurSetCenterWorldPos	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,void *,C3DVector const &	PASS	'CEnvironmentSpellEffectInterpolator' does not name a type			C3DVector;CEnvironmentSpellEffectInterpolator;CGameScriptInterface
55	00890200	CGameScriptInterface	CGameScriptInterface::ScreenFilterFadeOut	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,float,void *	PASS				
56	008907c0	CGameScriptInterface	CGameScriptInterface::RemoveConversation	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,long,bool	PASS	'reinterpret_cast' from integer to pointer			
57	008907d0	CGameScriptInterface	CGameScriptInterface::IsConversationActive	candidate-cluster	candidate-compile	2280295	__thiscall	bool	CGameScriptInterface *,long	PASS				
58	008907e0	CGameScriptInterface	CGameScriptInterface::FadeScreenOutUntilNextCallToFadeScreenIn	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,float,float	PASS				
59	00890820	CGameScriptInterface	CGameScriptInterface::FadeScreenOut	candidate-cluster	candidate-compile	2280295	__thiscall	bool	CGameScriptInterface *,float,float,CRGBColour	PASS	'CRGBColour' was not declared in this scope			CGameScriptInterface;CRGBColour;localColour;NGameText
60	00890b90	CGameScriptInterface	CGameScriptInterface::SetEnvironmentalEffectsAlwaysUpdate	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,bool	PASS				
61	00890ff0	CGameScriptInterface	CGameScriptInterface::CameraDefault	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *	PASS	'field48' was not declared in this scope			field48
62	00891070	CGameScriptInterface	CGameScriptInterface::CameraUseCameraPoint	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CScriptThing const &,CScriptThing const &,float,long,long	PASS				
63	00891170	CGameScriptInterface	CGameScriptInterface::PlaySoundAtPos	candidate-cluster	candidate-compile	2280295	__thiscall	ulong	CGameScriptInterface *,C3DVector const &,CCharString const &	PASS	'reinterpret_cast' from integer to pointer			
64	00891310	CGameScriptInterface	CGameScriptInterface::CacheMusicSet	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,EMusicSetType	PASS				
65	00891330	CGameScriptInterface	CGameScriptInterface::IsDangerMusicEnabled	candidate-cluster	candidate-compile	2280295	__thiscall	bool	CGameScriptInterface *	PASS				
66	008915b0	CGameScriptInterface	CGameScriptInterface::SetBoastAsFailed	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,long,CCharString const &	PASS	'reinterpret_cast' from integer to pointer			
67	00891720	CGameScriptInterface	CGameScriptInterface::ChangeHeroHealthBy	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,float,bool,bool	PASS				
68	00891940	CGameScriptInterface	CGameScriptInterface::SetQuestInfoName	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,char const *	PASS	'CGameScriptInterface' has not been declared			bankFile;CBankFile;CCharString;CCRC;CGameScriptInterface;charStringStorage;CParticleMorphs;CVectorMap__LookupValue;CWideString;EHeroMorphType;NGameText
69	00891a00	CGameScriptInterface	CGameScriptInterface::SetQuestInfoText	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,char const *	PASS	static assertion failed			
70	00891ca0	CGameScriptInterface	CGameScriptInterface::GetHero	candidate-cluster	candidate-compile	2280295	__thiscall	CScriptThing &	CGameScriptInterface *	PASS	'CScriptThing* NScript::operator&&(GetHeroPredicate5*, CIsThingAlive*)' must have an argument of class or enumerated type			class CParticleMorphs::CEntry;mov
71	00892850	CGameScriptInterface	CGameScriptInterface::AddScreenMessage	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CCharString const &,ETextGroupSelectionMethod	PASS				
72	00892cf0	CGameScriptInterface	CGameScriptInterface::SetCreatureGeneratorsEnabled	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CCharString const &,bool	PASS	jump to label 'SetWorldFlag'			
73	00892d70	CGameScriptInterface	CGameScriptInterface::SetCreatureGeneratorsEnabledDuringScript	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CCharString const &,bool	PASS	'reinterpret_cast' from integer to pointer			
74	00893060	CGameScriptInterface	CGameScriptInterface::AddBoast	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CCharString const &,long,long,long,bool,CCharString const &,long	PASS				
75	008931b0	CGameScriptInterface	CGameScriptInterface::MsgIsLevelLoaded	candidate-cluster	candidate-compile	2280295	__thiscall	bool	CGameScriptInterface *,CCharString const &	PASS				
76	00893240	CGameScriptInterface	CGameScriptInterface::MsgIsLevelUnloaded	candidate-cluster	candidate-compile	2280295	__thiscall	bool	CGameScriptInterface *,CCharString const &	PASS				
77	00893b00	CGameScriptInterface	CGameScriptInterface::MsgOnExpressionPerformed	candidate-cluster	candidate-compile	2280295	__thiscall	bool	CGameScriptInterface *,CCharString &	PASS	'CDefinitionManager' does not name a type			CCharString;CDefinitionManager;CDefStringTable;CGameScriptInterface;CMessageEventManager;outExpressionName
78	00893e70	CGameScriptInterface	CGameScriptInterface::MsgOnGameSavedManually	candidate-cluster	candidate-compile	2280295	__thiscall	bool	CGameScriptInterface *	PASS	macro 'offsetof' passed 3 arguments, but takes just 2			offsetof
79	00893ec0	CGameScriptInterface	CGameScriptInterface::MsgOnHeroSlept	candidate-cluster	candidate-compile	2280295	__thiscall	bool	CGameScriptInterface *,bool &	PASS	'CGameScriptInterface' has not been declared			CGameScriptInterface
80	008943c0	CGameScriptInterface	CGameScriptInterface::MsgIsTutorialClickedPast	candidate-cluster	candidate-compile	2280295	__thiscall	bool	CGameScriptInterface *	PASS	macro 'offsetof' passed 3 arguments, but takes just 2			offsetof
81	00894bf0	CGameScriptInterface	CGameScriptInterface::IsGiftRomantic	candidate-cluster	candidate-compile	2280295	__thiscall	bool	CGameScriptInterface *,CCharString const &	PASS	invalid conversion from 'const void*' to 'void*' [-fpermissive]			
82	00894c90	CGameScriptInterface	CGameScriptInterface::IsGiftFriendly	candidate-cluster	candidate-compile	2280295	__thiscall	bool	CGameScriptInterface *,CCharString const &	PASS	invalid conversion from 'const void*' to 'void*' [-fpermissive]			
83	00894d30	CGameScriptInterface	CGameScriptInterface::IsGiftOffensive	candidate-cluster	candidate-compile	2280295	__thiscall	bool	CGameScriptInterface *,CCharString const &	PASS	invalid conversion from 'const void*' to 'void*' [-fpermissive]			
84	00894dd0	CGameScriptInterface	CGameScriptInterface::EntitySetAsMarryable	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CScriptThing const &,bool	PASS				
85	008950e0	CGameScriptInterface	CGameScriptInterface::ManuallyResetTrap	candidate-cluster	candidate-compile	2280295	__thiscall	bool	CGameScriptInterface *,CScriptThing const &	PASS	macro 'offsetof' passed 3 arguments, but takes just 2			class CGameScriptInterface;offsetof
86	00895130	CGameScriptInterface	CGameScriptInterface::SetTrapAsActive	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CScriptThing const &,bool	PASS	macro 'offsetof' passed 3 arguments, but takes just 2			offsetof
87	00895190	CGameScriptInterface	CGameScriptInterface::GiveThingItemInSlot	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CScriptThing const &,CCharString const &,CCharString const &	PASS				
88	008953a0	CGameScriptInterface	CGameScriptInterface::IsHeroPerformingExpression	candidate-cluster	candidate-compile	2280295	__thiscall	bool	CGameScriptInterface *,CCharString const &	PASS	macro 'offsetof' passed 3 arguments, but takes just 2			offsetof
89	008954a0	CGameScriptInterface	CGameScriptInterface::EntityFollowThing	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CScriptThing const &,CScriptThing const &,float,bool	PASS	macro 'offsetof' passed 3 arguments, but takes just 2			offsetof
90	008955c0	CGameScriptInterface	CGameScriptInterface::IsEntityFollowingHero	candidate-cluster	candidate-compile	2280295	__thiscall	bool	CGameScriptInterface *,CScriptThing const &	PASS	macro 'offsetof' passed 3 arguments, but takes just 2			offsetof
91	00896060	CGameScriptInterface	CGameScriptInterface::SetVillageLimbo	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CScriptThing const &,bool	PASS	incomplete type 'CVectorMap<ETCInterfaceType, CTCBase*, CKeyPairCompareLess<ETCInterfaceType, CTCBase*> >' used in nested name specifier			
92	00896270	CGameScriptInterface	CGameScriptInterface::EnableGuards	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CScriptThing const &,bool	PASS	macro 'offsetof' passed 3 arguments, but takes just 2			offsetof
93	008962d0	CGameScriptInterface	CGameScriptInterface::EnableVillagerDefTypes	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CScriptThing const &,bool,CCharString const &	PASS	macro 'offsetof' passed 3 arguments, but takes just 2			offsetof
94	00896390	CGameScriptInterface	CGameScriptInterface::OpenChest	candidate-cluster	candidate-compile	2280295	__thiscall	bool	CGameScriptInterface *,CScriptThing const &,bool	PASS	macro 'offsetof' passed 3 arguments, but takes just 2			mov;offsetof
95	00896a30	CGameScriptInterface	CGameScriptInterface::SetQuestCardObjective	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CCharString const &,CCharString const &,CCharString const &,CCharString const &	PASS	'ETCInterfaceType' was not declared in this scope			CKeyPairCompareLess;CTCBase;ETCInterfaceType
96	00896b60	CGameScriptInterface	CGameScriptInterface::KickOffQuestStartScreen	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CCharString const &,bool,bool	PASS	macro 'offsetof' passed 3 arguments, but takes just 2			DAT_0122d70c;offsetof
97	00896df0	CGameScriptInterface	CGameScriptInterface::KickOffCreditsScreen	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CCharString &	PASS	macro 'offsetof' passed 3 arguments, but takes just 2			offsetof
98	00896e60	CGameScriptInterface	CGameScriptInterface::SetPreferredQuickAccessItem	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CCharString const &,long,long	PASS	'reinterpret_cast' from integer to pointer			
99	00897030	CGameScriptInterface	CGameScriptInterface::IsToFailQuestOnDeath	candidate-cluster	candidate-compile	2280295	__thiscall	bool	CGameScriptInterface *	PASS	'reinterpret_cast' from integer to pointer			
100	00897090	CGameScriptInterface	CGameScriptInterface::SetWhetherToFailQuestOnDeath	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,bool	PASS				
101	00897150	CGameScriptInterface	CGameScriptInterface::UnSetThingAndCarriedItemsNotAffectedByScreenFilter	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CScriptThing &	PASS				
102	00897190	CGameScriptInterface	CGameScriptInterface::GetNumberOfItemsOfTypeInInventory	candidate-cluster	candidate-compile	2280295	__thiscall	long	CGameScriptInterface *,CCharString const &	PASS	macro 'offsetof' passed 3 arguments, but takes just 2			class CGameScriptInterface;offsetof
103	008973a0	CGameScriptInterface	CGameScriptInterface::IsPlayerCarryingItemOfType	candidate-cluster	candidate-compile	2280295	__thiscall	bool	CGameScriptInterface *,CCharString const &	PASS	macro 'offsetof' passed 3 arguments, but takes just 2			offsetof
104	00897480	CGameScriptInterface	CGameScriptInterface::IsPlayerWieldingWeapon	candidate-cluster	candidate-compile	2280295	__thiscall	bool	CGameScriptInterface *	PASS	'reinterpret_cast' from integer to pointer			
105	008977f0	CGameScriptInterface	CGameScriptInterface::ApplyHeroPenaltyForDeath	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *	PASS	invalid use of incomplete type 'class CGameScriptInterface'			class CGameScriptInterface
106	00897880	CGameScriptInterface	CGameScriptInterface::GetHeroTitle	candidate-cluster	candidate-compile	2280295	__thiscall	EHeroTitle	CGameScriptInterface *	PASS	macro 'offsetof' passed 3 arguments, but takes just 2			offsetof
107	008978e0	CGameScriptInterface	CGameScriptInterface::EntitySetAsAbleToRegionFollowWhenMarried	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CScriptThing const &,bool	PASS	macro 'offsetof' passed 3 arguments, but takes just 2			class CGameScriptInterface;offsetof
108	00897aa0	CGameScriptInterface	CGameScriptInterface::GetHeroHasMarried	candidate-cluster	candidate-compile	2280295	__thiscall	bool	CGameScriptInterface *	PASS	'reinterpret_cast' from integer to pointer			
109	00897b10	CGameScriptInterface	CGameScriptInterface::GetHeroHasCurrentMarriage	candidate-cluster	candidate-compile	2280295	__thiscall	bool	CGameScriptInterface *	PASS	'reinterpret_cast' from integer to pointer			
110	00897b70	CGameScriptInterface	CGameScriptInterface::GetHeroHasDivorcedMarriage	candidate-cluster	candidate-compile	2280295	__thiscall	bool	CGameScriptInterface *	PASS				
111	00897bd0	CGameScriptInterface	CGameScriptInterface::GetHeroHasChildren	candidate-cluster	candidate-compile	2280295	__thiscall	bool	CGameScriptInterface *	PASS				
112	00897c30	CGameScriptInterface	CGameScriptInterface::GetHeroHasMurderedWife	candidate-cluster	candidate-compile	2280295	__thiscall	bool	CGameScriptInterface *	PASS				
113	00897c90	CGameScriptInterface	CGameScriptInterface::GetNumberOfTimesHeroHasHadSex	candidate-cluster	candidate-compile	2280295	__thiscall	long	CGameScriptInterface *	PASS	'reinterpret_cast' from integer to pointer			
114	00897cf0	CGameScriptInterface	CGameScriptInterface::SetNumberOfTimesHeroHasHadSex	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,long	PASS	'reinterpret_cast' from integer to pointer			
115	00897d50	CGameScriptInterface	CGameScriptInterface::SetHeroAsHavingHadSex	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,bool	PASS	'reinterpret_cast' from integer to pointer			
116	00897db0	CGameScriptInterface	CGameScriptInterface::SetHeroAsHavingHadGaySex	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,bool	PASS	'reinterpret_cast' from integer to pointer			
117	008981c0	CGameScriptInterface	CGameScriptInterface::AddTattooToHero	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CCharString const &	PASS	static assertion failed			
118	00898340	CGameScriptInterface	CGameScriptInterface::SetHeroWillAsUsable	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,bool	PASS	'reinterpret_cast' from integer to pointer			
119	00898410	CGameScriptInterface	CGameScriptInterface::SetHeroWeaponsAsUsable	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,bool	PASS	'reinterpret_cast' from integer to pointer			
120	008984e0	CGameScriptInterface	CGameScriptInterface::SetWeaponOutCrimeEnabled	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,bool	PASS				
121	00898540	CGameScriptInterface	CGameScriptInterface::SetGuardsIgnoreCrimes	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,bool	PASS	'reinterpret_cast' from integer to pointer			
122	00898600	CGameScriptInterface	CGameScriptInterface::RemoveAllHeroWeapons	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *	PASS	'reinterpret_cast' from integer to pointer			
123	008986d0	CGameScriptInterface	CGameScriptInterface::ConfiscateAllHeroItems	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *	PASS				
124	00898840	CGameScriptInterface	CGameScriptInterface::ConfiscateItemsOfTypeFromHero	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *,CCharString const &	PASS	'reinterpret_cast' from integer to pointer			
125	00898940	CGameScriptInterface	CGameScriptInterface::ReturnAllConfiscatedItemsToHero	candidate-cluster	candidate-compile	2280295	__thiscall	void	CGameScriptInterface *	PASS	'reinterpret_cast' from integer to pointer			
