rank	track	module	score	catalog_functions	prototype_complete	prototype_gaps	calling_convention_unknown	naming_review	agent_candidates	verified_lifts
2269	bulk-prototype	_Push_heap<std::pair<CCharString,NParticleEngine::CRegisteredPSCInfo>*,int,std::pair<class_CCharString,class_NParticleEngine::CRegisteredPSCInfo>,CKeyPairCompareLess<CCharString,NParticleEngine	100000	1	1	0	0	0	0	0
2270	bulk-prototype	_Push_heap<std::pair<CCharString,NQuestManager::CRuntimeQuestPersistence::CPersistInfo>*,int,std::pair<class_CCharString,class_NQuestManager::CRuntimeQuestPersistence::CPersistInfo>,CKeyPairCompareLess<CCharString,NQuestManager::CRuntimeQuestPersistence	100000	1	1	0	0	0	0	0
2271	bulk-prototype	_Push_heap<std::pair<CCharString,unsigned_long>*,int,std	100000	2	2	0	0	0	0	0
2272	bulk-prototype	_Push_heap<std::pair<CSkeletalMorphs::CEntry,float>*,int,std::pair<class_CSkeletalMorphs	100000	1	1	0	0	0	0	0
2273	bulk-prototype	_Push_heap<std::pair<EAnimComponent,CIVCountedPointer<CAnimComponentBase>_>*,int,std	100000	1	1	0	0	0	0	0
2274	bulk-prototype	_Push_heap<std::pair<EHeroMorphType,CTextureMorphEntry>*,int,std	100000	2	2	0	0	0	0	0
2275	bulk-prototype	_Push_heap<std::pair<float,CCharString>*,int,std	100000	2	2	0	0	0	0	0
2276	bulk-prototype	_Push_heap<std::pair<float,EConversationAttitude>*,int,std	100000	8	8	0	0	0	0	0
2277	bulk-prototype	_Push_heap<std::pair<long,C3DMeshVolume>*,int,std	100000	2	2	0	0	0	0	0
2278	bulk-prototype	_Push_heap<std::pair<long,CDefPointer<CContextSensitiveItemDef_const_>_>*,int,std	100000	1	1	0	0	0	0	0
2279	bulk-prototype	_Push_heap<std::pair<long,CIntelligentPointer<CThing>_>*,int,std	100000	1	1	0	0	0	0	0
2280	bulk-prototype	_Push_heap<std::pair<long,CMusicManager::CRegisteredMusicEntry>*,int,std::pair<long,class_CMusicManager::CRegisteredMusicEntry>,CKeyPairCompareLess<long,CMusicManager	100000	1	1	0	0	0	0	0
2281	bulk-prototype	_Push_heap<std::pair<long,CRandomAppearanceMorph::CSkeletalMorph>*,int,std::pair<long,class_CRandomAppearanceMorph::CSkeletalMorph>,CKeyPairCompareLess<long,CRandomAppearanceMorph	100000	2	2	0	0	0	0	0
2282	bulk-prototype	_Push_heap<std::pair<long,unsigned_long>*,int,std	100000	1	1	0	0	0	0	0
2283	bulk-prototype	_Push_heap<std::pair<std::pair<long,long>,CEngineTextureDecal>*,int,std::pair<struct_std::pair<long,long>,class_CEngineTextureDecal>,CKeyPairCompareLess<std	100000	3	3	0	0	0	0	0
2284	bulk-prototype	_Push_heap<std::pair<unsigned___int64,CCountedPointer<CActiveEntityScriptBase>_>*,int,std	100000	1	1	0	0	0	0	0
2285	bulk-prototype	_Push_heap<std::pair<unsigned___int64,NScript::CRuntimeScriptedEntityPersist::CPersistInfo>*,int,std::pair<unsigned___int64,class_NScript::CRuntimeScriptedEntityPersist::CPersistInfo>,CKeyPairCompareLess<unsigned___int64,NScript::CRuntimeScriptedEntityPersist	100000	2	2	0	0	0	0	0
2286	bulk-prototype	_Push_heap<std::pair<unsigned_long,C3DHelperPoint>*,int,std	100000	1	1	0	0	0	0	0
2287	bulk-prototype	_Push_heap<std::pair<unsigned_long,CAnimationEntry>*,int,std	100000	1	1	0	0	0	0	0
2288	bulk-prototype	_Push_heap<std::pair<unsigned_long,CCountedPointer<CFaction>_>*,int,std	100000	7	7	0	0	0	0	0
2289	bulk-prototype	_Push_heap<std::pair<unsigned_long,CDefinitionManager::CDefClassInfo>*,int,std::pair<unsigned_long,class_CDefinitionManager::CDefClassInfo>,CKeyPairCompareLess<unsigned_long,CDefinitionManager	100000	2	2	0	0	0	0	0
2290	bulk-prototype	_Push_heap<std::pair<unsigned_long,CRandomAppearanceMorph::CTextureMorph>*,int,std::pair<unsigned_long,class_CRandomAppearanceMorph::CTextureMorph>,CKeyPairCompareLess<unsigned_long,CRandomAppearanceMorph	100000	5	5	0	0	0	0	0
2291	bulk-prototype	_Push_heap<std::pair<unsigned_long,CSmallVector<NAnimationEvents::CEvent,32>_>*,int,std::pair<unsigned_long,class_CSmallVector<class_NAnimationEvents::CEvent,32>_>,CKeyPairCompareLess<unsigned_long,CSmallVector<NAnimationEvents	100000	1	1	0	0	0	0	0
2292	bulk-prototype	_Push_heap<std::pair<unsigned_long,CSoundPair>*,int,std	100000	2	2	0	0	0	0	0
2293	bulk-prototype	_Push_heap<std::pair<unsigned_long,unsigned_long>*,int,std	100000	1	1	0	0	0	0	0
2294	bulk-prototype	_Push_heap<unsigned_long*,int,unsigned_long,CBankFile	100000	1	1	0	0	0	0	0
2295	bulk-prototype	_Remove_if<C3DVector*,std	100000	1	1	0	0	0	0	0
2296	bulk-prototype	_Remove_if<NPlayerTargeting::CTargetPoint*,_anon_58ED6966	100000	1	1	0	0	0	0	0
2297	bulk-prototype	_Remove_if<NPlayerTargeting::CTargetPoint*,CFilter_Bind2<CThingFilter_IsInFOV,_anon_58ED6966	100000	1	1	0	0	0	0	0
2298	bulk-prototype	_Remove_if<std::pair<CIntelligentPointer<CThing>,long>*,_anon_41ACE303	100000	3	3	0	0	0	0	0
2299	bulk-prototype	_Remove_if<std::pair<CIntelligentPointer<CThing_const_>,NStealth::CDangerStatus>*,_anon_AE0DD725	100000	1	1	0	0	0	0	0
2300	bulk-prototype	_Sort_heap<_anon_5EBD2A70::THitLocationIntersectionElement*,_anon_5EBD2A70	100000	1	1	0	0	0	0	0
2301	bulk-prototype	_Sort_heap<CDegradableInfo*,CDegradableDef	100000	1	1	0	0	0	0	0
2302	bulk-prototype	_Sort_heap<float*,std	100000	2	2	0	0	0	0	0
2303	bulk-prototype	_Sort_heap<NPlayerTargeting	100000	1	1	0	0	0	0	0
2304	bulk-prototype	_Sort_heap<std	100000	50	50	0	0	0	0	0
2305	bulk-prototype	_Sort_heap<std::pair<long,CMusicManager::CRegisteredMusicEntry>*,CKeyPairCompareLess<long,CMusicManager	100000	3	3	0	0	0	0	0
2306	bulk-prototype	_Sort_heap<std::pair<long,CRandomAppearanceMorph::CSkeletalMorph>*,CKeyPairCompareLess<long,CRandomAppearanceMorph	100000	3	3	0	0	0	0	0
2307	bulk-prototype	_Sort_heap<std::pair<long,CTCHeroMorph::CTextureLayer>*,CKeyPairCompareLess<long,CTCHeroMorph	100000	1	1	0	0	0	0	0
2308	bulk-prototype	_Sort_heap<std::pair<unsigned_long,CRandomAppearanceMorph::CTextureMorph>*,CKeyPairCompareLess<unsigned_long,CRandomAppearanceMorph	100000	9	9	0	0	0	0	0
2309	bulk-prototype	_Sort_heap<std::pair<unsigned_long,CSmallVector<NAnimationEvents::CEvent,32>_>*,CKeyPairCompareLess<unsigned_long,CSmallVector<NAnimationEvents	100000	4	4	0	0	0	0	0
2310	bulk-prototype	_Sort_heap<std::pair<unsigned_long,NParticleEngine::CParticleUpdateParamDesc<unsigned_long,unsigned_long>_>*,NParticleEngine::CParticleUpdateParameters<unsigned_long,unsigned_long>	100000	1	1	0	0	0	0	0
2311	bulk-prototype	_Transform<CThing**,std::back_insert_iterator<std::vector<CIntelligentPointer<CThing>,std::allocator<CIntelligentPointer<CThing>_>_>_>,_anon_58ED6966	100000	1	1	0	0	0	0	0
2312	bulk-prototype	_Transform<std::pair<CIntelligentPointer<CThing>,long>*,std::back_insert_iterator<std::vector<CThing_const*,std::allocator<CThing_const*>_>_>,_anon_EDF0DD2A	100000	2	2	0	0	0	0	0
2313	bulk-prototype	_Tree<std::_Tmap_traits<CCharString	100000	19	19	0	0	0	0	0
2314	bulk-prototype	_Tree<std::_Tmap_traits<CThreadedFileManager::CPendingObjectSortKey	100000	3	3	0	0	0	0	0
2315	bulk-prototype	_Tree<std::_Tmap_traits<long	100000	2	2	0	0	0	0	0
2316	bulk-prototype	_Tree_const_iterator<std::_Tree_val<std::_Tmap_traits<CCharString	100000	2	2	0	0	0	0	0
2317	bulk-prototype	_Ucopy<std	100000	6	6	0	0	0	0	0
2318	bulk-prototype	_Ucopy<std::_Tree_const_iterator<std::_Tree_val<std::_Tset_traits<CCharString,std::less<CCharString>,std	100000	2	2	0	0	0	0	0
2319	bulk-prototype	_Umove<NGameText	100000	3	3	0	0	0	0	0
2320	bulk-prototype	_Umove<std	100000	1	1	0	0	0	0	0
2321	bulk-prototype	_Uninit_copy<CArray<CRandomAppearanceMorph::CBodyPartMesh>*,CArray<class_CRandomAppearanceMorph::CBodyPartMesh>*,std::allocator<CArray<CRandomAppearanceMorph	100000	22	22	0	0	0	0	0
2322	bulk-prototype	_Uninit_copy<CFeatDef*,CFeatDef*,std	100000	49	49	0	0	0	0	0
2323	bulk-prototype	_Uninit_copy<std::_Vector_const_iterator<std::_Vector_val<CScriptThing,std::allocator<CScriptThing>_>_>,CScriptThing*,std	100000	6	6	0	0	0	0	0
2324	bulk-prototype	_Uninit_copy<std::_Vector_const_iterator<std::_Vector_val<std::pair<unsigned___int64,CCountedPointer<CActiveEntityScriptBase>_>,std::allocator<std::pair<unsigned___int64,CCountedPointer<CActiveEntityScriptBase>_>_>_>_>,std::pair<unsigned___int64,CCountedPointer<CActiveEntityScriptBase>_>*,std::allocator<std	100000	58	58	0	0	0	0	0
2325	bulk-prototype	_Uninit_copy<std::_Vector_const_iterator<std::_Vector_val<unsigned_int,std::allocator<unsigned_int>_>_>,unsigned_int*,std	100000	153	153	0	0	0	0	0
2326	bulk-prototype	_Uninit_fill_n<CCamera*,unsigned_int,CCamera,std	100000	1	1	0	0	0	0	0
2327	bulk-prototype	_Uninit_fill_n<std::pair<CCharString,CScriptInfo>*,unsigned_int,std::pair<class_CCharString,class_CScriptInfo>,std::allocator<std::pair<CCharString,CScriptInfo>_>,std	100000	1	1	0	0	0	0	0
2328	bulk-prototype	_Uninit_fill_n<std::pair<unsigned___int64,CCountedPointer<CActiveEntityScriptBase>_>*,unsigned_int,std::pair<unsigned___int64,class_CCountedPointer<class_CActiveEntityScriptBase>_>,std::allocator<std::pair<unsigned___int64,CCountedPointer<CActiveEntityScriptBase>_>_>,std	100000	61	61	0	0	0	0	0
2329	bulk-prototype	_Vb_iterator<std::allocator<bool>_>	100000	1	1	0	0	0	0	0
2330	bulk-prototype	AllocArrayOfObjects<CLocalDetailPrimitiveMeshZSpriteBatch	100000	1	1	0	0	0	0	0
2331	bulk-prototype	allocator<CScriptGameResourceObjectScriptedThingBase>	100000	1	1	0	0	0	0	0
2332	bulk-prototype	allocator<std::pair<CCharString_const_	100000	4	4	0	0	0	0	0
2333	bulk-prototype	allocator<std::vector<std::pair<long	100000	2	2	0	0	0	0	0
2334	bulk-prototype	basic_string<char	100000	1	1	0	0	0	0	0
2335	bulk-prototype	binary_compose<std::logical_or<bool>	100000	1	1	0	0	0	0	0
2336	bulk-prototype	bind2nd<std	100000	3	3	0	0	0	0	0
2337	bulk-prototype	C2DBoxF	100000	3	3	0	0	0	0	0
2338	bulk-prototype	C2DCoordI	100000	6	6	0	0	0	0	0
2339	bulk-prototype	C2DVector	100000	3	3	0	0	0	0	0
2340	bulk-prototype	C3DAnimationBuilder	100000	3	3	0	0	0	0	0
2341	bulk-prototype	C3DAnimationStats	100000	1	1	0	0	0	0	0
2342	bulk-prototype	C3DAnimFileMovementVectorChunk	100000	5	5	0	0	0	0	0
2343	bulk-prototype	C3DAnimFileRootChunk	100000	9	9	0	0	0	0	0
2344	bulk-prototype	C3DAnimFileTimingEventChunk	100000	5	5	0	0	0	0	0
2345	bulk-prototype	C3DAnimFileXAllocationSizeChunk	100000	4	4	0	0	0	0	0
2346	bulk-prototype	C3DBoundingSphere	100000	5	5	0	0	0	0	0
2347	bulk-prototype	C3DCoordI	100000	2	2	0	0	0	0	0
2348	bulk-prototype	C3DKeyframe	100000	1	1	0	0	0	0	0
2349	bulk-prototype	C3DMeshFileHelpersChunk	100000	2	2	0	0	0	0	0
2350	bulk-prototype	C3DMeshFileLoader	100000	2	2	0	0	0	0	0
2351	bulk-prototype	C3DMeshFileMaterialChunk	100000	8	8	0	0	0	0	0
2352	bulk-prototype	C3DMeshFileMaterialExtChunk	100000	5	5	0	0	0	0	0
2353	bulk-prototype	C3DMeshFileMaterialListChunk	100000	2	2	0	0	0	0	0
2354	bulk-prototype	C3DMeshFilePartitionChunk	100000	21	21	0	0	0	0	0
2355	bulk-prototype	C3DMeshFilePrimitiveChunk	100000	5	5	0	0	0	0	0
2356	bulk-prototype	C3DMeshFileRootChunk	100000	4	4	0	0	0	0	0
2357	bulk-prototype	C3DMeshFileSmoothingGroupsChunk	100000	5	5	0	0	0	0	0
2358	bulk-prototype	C3DMeshFileTrianglesChunk	100000	5	5	0	0	0	0	0
2359	bulk-prototype	C3DMeshFileUniqueVerticesChunk	100000	6	6	0	0	0	0	0
2360	bulk-prototype	C3DMeshFileVerticesChunk	100000	5	5	0	0	0	0	0
2361	bulk-prototype	C3DMeshFileXAnimatedPrimitiveBlockChunk	100000	4	4	0	0	0	0	0
2362	bulk-prototype	C3DMeshFileXBoundingSphereChunk	100000	4	4	0	0	0	0	0
2363	bulk-prototype	C3DMeshFileXMappingInfoChunk	100000	4	4	0	0	0	0	0
2364	bulk-prototype	C3DMeshFileXTextureIndexChunk	100000	5	5	0	0	0	0	0
2365	bulk-prototype	C3DMeshFileXTriangleStripChunk	100000	6	6	0	0	0	0	0
2366	bulk-prototype	C3DMeshFileXUVTangentChunk	100000	5	5	0	0	0	0	0
2367	bulk-prototype	C3DMeshFileXVertexDataChunk	100000	4	4	0	0	0	0	0
2368	bulk-prototype	C3DMeshPartitionBuilderElement	100000	1	1	0	0	0	0	0
2369	bulk-prototype	C3DMeshPartitionElement	100000	4	4	0	0	0	0	0
2370	bulk-prototype	C3DMeshStripifier	100000	5	5	0	0	0	0	0
2371	bulk-prototype	C3DQuadricBasedMeshOptimiser	100000	1	1	0	0	0	0	0
2372	bulk-prototype	C3DVector	100000	6	6	0	0	0	0	0
2373	bulk-prototype	CAbilityDef	100000	3	3	0	0	0	0	0
2374	bulk-prototype	CAC_DummyMoving	100000	1	1	0	0	0	0	0
2375	bulk-prototype	CAC_DummyStatic	100000	2	2	0	0	0	0	0
2376	bulk-prototype	CAC_Owner	100000	4	4	0	0	0	0	0
2377	bulk-prototype	CAction	100000	1	1	0	0	0	0	0
2378	bulk-prototype	CActionEventAddObject	100000	2	2	0	0	0	0	0
2379	bulk-prototype	CActionEventCameraShake	100000	1	1	0	0	0	0	0
2380	bulk-prototype	CActionEventExplosion	100000	2	2	0	0	0	0	0
2381	bulk-prototype	CActionEventRemoveObject	100000	3	3	0	0	0	0	0
2382	bulk-prototype	CActionEventShot	100000	77	77	0	0	0	0	0
2383	bulk-prototype	CActionEventTriggerParticle	100000	2	2	0	0	0	0	0
2384	bulk-prototype	CActionFireProjectileWeapon	100000	1	1	0	0	0	0	0
2385	bulk-prototype	CActionInputControl	100000	2	2	0	0	0	0	0
2386	bulk-prototype	CActionLeadCreature	100000	1	1	0	0	0	0	0
2387	bulk-prototype	CActionOverheadTalkToThing	100000	1	1	0	0	0	0	0
2388	bulk-prototype	CActionUseDef	100000	3	3	0	0	0	0	0
2389	bulk-prototype	CActivateQuestDef	100000	3	3	0	0	0	0	0
2390	bulk-prototype	CActiveEntityScript<NScript::CQ_HangingTreeEvilScript>	100000	120	120	0	0	0	0	0
2391	bulk-prototype	CActivity	100000	1	1	0	0	0	0	0
2392	bulk-prototype	CAICreatureWillPowerIndicatorDef	100000	3	3	0	0	0	0	0
2393	bulk-prototype	CAIStateGroup_ApprenticeHero	100000	13	13	0	0	0	0	0
2394	bulk-prototype	CAIStateGroup_AvoidRegionExit	100000	3	3	0	0	0	0	0
2395	bulk-prototype	CAIStateGroup_BalverineJumpAtFleeingEnemy	100000	4	4	0	0	0	0	0
2396	bulk-prototype	CAIStateGroup_BalverineWander	100000	1	1	0	0	0	0	0
2397	bulk-prototype	CAIStateGroup_BanditGossip	100000	5	5	0	0	0	0	0
2398	bulk-prototype	CAIStateGroup_BanditKingCharge	100000	3	3	0	0	0	0	0
2399	bulk-prototype	CAIStateGroup_BanditKingLunge	100000	5	5	0	0	0	0	0
2400	bulk-prototype	CAIStateGroup_BanditKingThrowWeapons	100000	3	3	0	0	0	0	0
2401	bulk-prototype	CAIStateGroup_BanditPlayDice	100000	8	8	0	0	0	0	0
2402	bulk-prototype	CAIStateGroup_BanditPlot	100000	4	4	0	0	0	0	0
2403	bulk-prototype	CAIStateGroup_BanditSitRoundCampfire	100000	12	12	0	0	0	0	0
2404	bulk-prototype	CAIStateGroup_BeetleToggleHover	100000	2	2	0	0	0	0	0
2405	bulk-prototype	CAIStateGroup_BirdFlyToFood	100000	7	7	0	0	0	0	0
2406	bulk-prototype	CAIStateGroup_BirdGroundWander	100000	4	4	0	0	0	0	0
2407	bulk-prototype	CAIStateGroup_BirdStartled	100000	2	2	0	0	0	0	0
2408	bulk-prototype	CAIStateGroup_BoastingCrowdMember	100000	4	4	0	0	0	0	0
2409	bulk-prototype	CAIStateGroup_BriarRose	100000	10	10	0	0	0	0	0
2410	bulk-prototype	CAIStateGroup_BriarRoseWillUse	100000	5	5	0	0	0	0	0
2411	bulk-prototype	CAIStateGroup_ButterflyWander	100000	2	2	0	0	0	0	0
2412	bulk-prototype	CAIStateGroup_ChickenBeg	100000	2	2	0	0	0	0	0
2413	bulk-prototype	CAIStateGroup_ChickenPanic	100000	2	2	0	0	0	0	0
2414	bulk-prototype	CAIStateGroup_ChickenWander	100000	1	1	0	0	0	0	0
2415	bulk-prototype	CAIStateGroup_Clean	100000	5	5	0	0	0	0	0
2416	bulk-prototype	CAIStateGroup_CleanHouse	100000	5	5	0	0	0	0	0
2417	bulk-prototype	CAIStateGroup_CleanWork	100000	2	2	0	0	0	0	0
2418	bulk-prototype	CAIStateGroup_CreatureAdvanceInCover	100000	8	8	0	0	0	0	0
2419	bulk-prototype	CAIStateGroup_CreatureFindCover	100000	7	7	0	0	0	0	0
2420	bulk-prototype	CAIStateGroup_CreatureGoUnderground	100000	3	3	0	0	0	0	0
2421	bulk-prototype	CAIStateGroup_CreatureIdleUnderground	100000	3	3	0	0	0	0	0
2422	bulk-prototype	CAIStateGroup_CreatureRangedCombat2	100000	7	7	0	0	0	0	0
2423	bulk-prototype	CAIStateGroup_CreatureRangedCombatFireAtSpecificTargets	100000	4	4	0	0	0	0	0
2424	bulk-prototype	CAIStateGroup_CreatureRangedCombatUseWillShield	100000	3	3	0	0	0	0	0
2425	bulk-prototype	CAIStateGroup_CreatureSeekEnemyUnderground	100000	4	4	0	0	0	0	0
2426	bulk-prototype	CAIStateGroup_CreatureTakeCover	100000	10	10	0	0	0	0	0
2427	bulk-prototype	CAIStateGroup_DeedReactionRoot	100000	6	6	0	0	0	0	0
2428	bulk-prototype	CAIStateGroup_DeedReactionRootFromSleep	100000	1	1	0	0	0	0	0
2429	bulk-prototype	CAIStateGroup_Drunk	100000	7	7	0	0	0	0	0
2430	bulk-prototype	CAIStateGroup_EarthTroll	100000	3	3	0	0	0	0	0
2431	bulk-prototype	CAIStateGroup_EatAtHome	100000	2	2	0	0	0	0	0
2432	bulk-prototype	CAIStateGroup_EatAtTable	100000	8	8	0	0	0	0	0
2433	bulk-prototype	CAIStateGroup_EatAtTavern	100000	3	3	0	0	0	0	0
2434	bulk-prototype	CAIStateGroup_EnemyCreatureBase	100000	20	20	0	0	0	0	0
2435	bulk-prototype	CAIStateGroup_FireflyWander	100000	2	2	0	0	0	0	0
2436	bulk-prototype	CAIStateGroup_FollowPlayer	100000	4	4	0	0	0	0	0
2437	bulk-prototype	CAIStateGroup_Freeze	100000	3	3	0	0	0	0	0
2438	bulk-prototype	CAIStateGroup_GameMaster	100000	9	9	0	0	0	0	0
2439	bulk-prototype	CAIStateGroup_GazeOutside	100000	5	5	0	0	0	0	0
2440	bulk-prototype	CAIStateGroup_Guard	100000	1	1	0	0	0	0	0
2441	bulk-prototype	CAIStateGroup_HandyMan	100000	3	3	0	0	0	0	0
2442	bulk-prototype	CAIStateGroup_HoverAllAroundTest	100000	1	1	0	0	0	0	0
2443	bulk-prototype	CAIStateGroup_HoverAttack	100000	4	4	0	0	0	0	0
2444	bulk-prototype	CAIStateGroup_HoverAttackArea	100000	4	4	0	0	0	0	0
2445	bulk-prototype	CAIStateGroup_HoverAttackUnlessTargetIsFleeing	100000	3	3	0	0	0	0	0
2446	bulk-prototype	CAIStateGroup_HoverHornetQueenTakeDamage	100000	7	7	0	0	0	0	0
2447	bulk-prototype	CAIStateGroup_HoverKeepInArea	100000	4	4	0	0	0	0	0
2448	bulk-prototype	CAIStateGroup_HoverMovementBase	100000	3	3	0	0	0	0	0
2449	bulk-prototype	CAIStateGroup_HoverWander	100000	3	3	0	0	0	0	0
2450	bulk-prototype	CAIStateGroup_HoverWanderAroundThing	100000	6	6	0	0	0	0	0
2451	bulk-prototype	CAIStateGroup_IceTrollIcicleAssault	100000	5	5	0	0	0	0	0
2452	bulk-prototype	CAIStateGroup_IceTrollIcicleAttack	100000	4	4	0	0	0	0	0
2453	bulk-prototype	CAIStateGroup_IceTrollPoundGroundAttack	100000	5	5	0	0	0	0	0
2454	bulk-prototype	CAIStateGroup_IdleAtHome	100000	6	6	0	0	0	0	0
2455	bulk-prototype	CAIStateGroup_JackOfBladesStage1	100000	7	7	0	0	0	0	0
2456	bulk-prototype	CAIStateGroup_JackOfBladesStage2	100000	5	5	0	0	0	0	0
2457	bulk-prototype	CAIStateGroup_JackOfBladesStage3	100000	3	3	0	0	0	0	0
2458	bulk-prototype	CAIStateGroup_KidHurtSelfRunToMother	100000	6	6	0	0	0	0	0
2459	bulk-prototype	CAIStateGroup_KidPlayHopscotch	100000	5	5	0	0	0	0	0
2460	bulk-prototype	CAIStateGroup_KidReactToBlockage	100000	4	4	0	0	0	0	0
2461	bulk-prototype	CAIStateGroup_KidWanderNearKids	100000	5	5	0	0	0	0	0
2462	bulk-prototype	CAIStateGroup_KidWatchHopscotch	100000	5	5	0	0	0	0	0
2463	bulk-prototype	CAIStateGroup_KrakenAttack	100000	1	1	0	0	0	0	0
2464	bulk-prototype	CAIStateGroup_KrakenTentacleAttack	100000	2	2	0	0	0	0	0
2465	bulk-prototype	CAIStateGroup_KrakenTentacleIdle	100000	1	1	0	0	0	0	0
2466	bulk-prototype	CAIStateGroup_KrakenTentacleRise	100000	2	2	0	0	0	0	0
2467	bulk-prototype	CAIStateGroup_LightHomeCandle	100000	7	7	0	0	0	0	0
2468	bulk-prototype	CAIStateGroup_LightWorkCandle	100000	3	3	0	0	0	0	0
2469	bulk-prototype	CAIStateGroup_LookAtInterestingThings	100000	7	7	0	0	0	0	0
2470	bulk-prototype	CAIStateGroup_MazeBase	100000	3	3	0	0	0	0	0
2471	bulk-prototype	CAIStateGroup_MazeDefensiveMeleeCombat	100000	11	11	0	0	0	0	0
2472	bulk-prototype	CAIStateGroup_MazeRangedCombat	100000	5	5	0	0	0	0	0
2473	bulk-prototype	CAIStateGroup_MazeShieldedChase	100000	6	6	0	0	0	0	0
2474	bulk-prototype	CAIStateGroup_MazeTeleport	100000	5	5	0	0	0	0	0
2475	bulk-prototype	CAIStateGroup_MazeTutorialBattle	100000	4	4	0	0	0	0	0
2476	bulk-prototype	CAIStateGroup_MazeTutorialBattleRespondToLightning	100000	5	5	0	0	0	0	0
2477	bulk-prototype	CAIStateGroup_MazeTutorialBattleTeleport	100000	5	5	0	0	0	0	0
2478	bulk-prototype	CAIStateGroup_MazeTutorialBattleUseShield	100000	4	4	0	0	0	0	0
2479	bulk-prototype	CAIStateGroup_MeleeCombatNearby	100000	7	7	0	0	0	0	0
2480	bulk-prototype	CAIStateGroup_MeleeCombatNearby2	100000	10	10	0	0	0	0	0
2481	bulk-prototype	CAIStateGroup_MeleeCombatNearbyAttackWhenVeryClose	100000	4	4	0	0	0	0	0
2482	bulk-prototype	CAIStateGroup_MeleeCombatNearbyBase	100000	12	12	0	0	0	0	0
2483	bulk-prototype	CAIStateGroup_MinionBehaviourCrowdBase	100000	7	7	0	0	0	0	0
2484	bulk-prototype	CAIStateGroup_MinionBehaviourGreetCreature	100000	2	2	0	0	0	0	0
2485	bulk-prototype	CAIStateGroup_MinionBehaviourPodiumEmoteNeutral	100000	5	5	0	0	0	0	0
2486	bulk-prototype	CAIStateGroup_MinionBehaviourSad	100000	8	8	0	0	0	0	0
2487	bulk-prototype	CAIStateGroup_MinionCuriosity	100000	4	4	0	0	0	0	0
2488	bulk-prototype	CAIStateGroup_MinionFaceHero	100000	4	4	0	0	0	0	0
2489	bulk-prototype	CAIStateGroup_MinionFindPersonalSpace	100000	3	3	0	0	0	0	0
2490	bulk-prototype	CAIStateGroup_MinionFollowThing	100000	7	7	0	0	0	0	0
2491	bulk-prototype	CAIStateGroup_MinionGossip	100000	9	9	0	0	0	0	0
2492	bulk-prototype	CAIStateGroup_MinionGuardBribed	100000	2	2	0	0	0	0	0
2493	bulk-prototype	CAIStateGroup_MinionGuardFollowPlayer	100000	6	6	0	0	0	0	0
2494	bulk-prototype	CAIStateGroup_MinionGuardGreetPlayer	100000	3	3	0	0	0	0	0
2495	bulk-prototype	CAIStateGroup_MinionGuardHeardYellForHelp	100000	3	3	0	0	0	0	0
2496	bulk-prototype	CAIStateGroup_MinionGuardReactToBodyFoundMessage	100000	3	3	0	0	0	0	0
2497	bulk-prototype	CAIStateGroup_MinionGuardReactToBribe	100000	4	4	0	0	0	0	0
2498	bulk-prototype	CAIStateGroup_MinionGuardReactToCriminal	100000	5	5	0	0	0	0	0
2499	bulk-prototype	CAIStateGroup_MinionGuardReactToPlayerWithWeapon	100000	6	6	0	0	0	0	0
2500	bulk-prototype	CAIStateGroup_MinionHasInformation	100000	7	7	0	0	0	0	0
2501	bulk-prototype	CAIStateGroup_MinionHawkingFromStall	100000	4	4	0	0	0	0	0
2502	bulk-prototype	CAIStateGroup_MinionKidAnnoy	100000	2	2	0	0	0	0	0
2503	bulk-prototype	CAIStateGroup_MinionKidCalledToMother	100000	3	3	0	0	0	0	0
2504	bulk-prototype	CAIStateGroup_MinionKidGroupTag	100000	9	9	0	0	0	0	0
2505	bulk-prototype	CAIStateGroup_MinionLeaveRegion	100000	2	2	0	0	0	0	0
2506	bulk-prototype	CAIStateGroup_MinionListenToStory	100000	4	4	0	0	0	0	0
2507	bulk-prototype	CAIStateGroup_MinionMotherConsoleChild	100000	2	2	0	0	0	0	0
2508	bulk-prototype	CAIStateGroup_MinionMotherProtectFamily	100000	2	2	0	0	0	0	0
2509	bulk-prototype	CAIStateGroup_MinionPutOutFires	100000	10	10	0	0	0	0	0
2510	bulk-prototype	CAIStateGroup_MinionReactToAlert	100000	5	5	0	0	0	0	0
2511	bulk-prototype	CAIStateGroup_MinionReactToApology	100000	2	2	0	0	0	0	0
2512	bulk-prototype	CAIStateGroup_MinionReactToBurglary	100000	2	2	0	0	0	0	0
2513	bulk-prototype	CAIStateGroup_MinionReactToCorpse	100000	4	4	0	0	0	0	0
2514	bulk-prototype	CAIStateGroup_MinionReactToCrime	100000	8	8	0	0	0	0	0
2515	bulk-prototype	CAIStateGroup_MinionReactToCrimeFromSleep	100000	1	1	0	0	0	0	0
2516	bulk-prototype	CAIStateGroup_MinionReactToCriminal	100000	7	7	0	0	0	0	0
2517	bulk-prototype	CAIStateGroup_MinionReactToEnemy	100000	2	2	0	0	0	0	0
2518	bulk-prototype	CAIStateGroup_MinionReactToNoise	100000	7	7	0	0	0	0	0
2519	bulk-prototype	CAIStateGroup_MinionReactToPlayerInteraction	100000	12	12	0	0	0	0	0
2520	bulk-prototype	CAIStateGroup_MinionReactToTrespassing	100000	6	6	0	0	0	0	0
