rank	track	module	score	catalog_functions	prototype_complete	prototype_gaps	calling_convention_unknown	naming_review	agent_candidates	verified_lifts
3907	bulk-prototype	CReadableDef	100000	3	3	0	0	0	0	0
3908	bulk-prototype	CRegionConnectionGraph	100000	1	1	0	0	0	0	0
3909	bulk-prototype	CRegionDialog	100000	1	1	0	0	0	0	0
3910	bulk-prototype	CRegionScriptDef	100000	1	1	0	0	0	0	0
3911	bulk-prototype	CReplaceableMeshDef	100000	3	3	0	0	0	0	0
3912	bulk-prototype	CReplaceSerialise<CFileFormatEditMapBrushHeader	100000	3	3	0	0	0	0	0
3913	bulk-prototype	CReplaceSerialise<CFileFormatHeightMapCell	100000	1	1	0	0	0	0	0
3914	bulk-prototype	CReplaceSerialise<CFileFormatMapHeader	100000	1	1	0	0	0	0	0
3915	bulk-prototype	CResurrectionItemDef	100000	3	3	0	0	0	0	0
3916	bulk-prototype	CRigidBodyConfig	100000	2	2	0	0	0	0	0
3917	bulk-prototype	CRingFighter	100000	1	1	0	0	0	0	0
3918	bulk-prototype	CRockTroll	100000	1	1	0	0	0	0	0
3919	bulk-prototype	CRockTrollTrigger	100000	1	1	0	0	0	0	0
3920	bulk-prototype	CRotateAround	100000	2	2	0	0	0	0	0
3921	bulk-prototype	CRuntimeQuestPersistence	100000	4	4	0	0	0	0	0
3922	bulk-prototype	CRuntimeScriptedEntityPersist	100000	2	2	0	0	0	0	0
3923	bulk-prototype	CSACCombat	100000	2	2	0	0	0	0	0
3924	bulk-prototype	CSafeTrader	100000	1	1	0	0	0	0	0
3925	bulk-prototype	CSBCCorridor	100000	4	4	0	0	0	0	0
3926	bulk-prototype	CScopedCritical	100000	1	1	0	0	0	0	0
3927	bulk-prototype	CScorpionHome	100000	2	2	0	0	0	0	0
3928	bulk-prototype	CScorpionKingBattleDef	100000	3	3	0	0	0	0	0
3929	bulk-prototype	CScratchBuffer	100000	2	2	0	0	0	0	0
3930	bulk-prototype	CScreenEffectPriorityStack	100000	17	17	0	0	0	0	0
3931	bulk-prototype	CScriptConversation	100000	4	4	0	0	0	0	0
3932	bulk-prototype	CScriptConversationManager	100000	3	3	0	0	0	0	0
3933	bulk-prototype	CScriptedControl	100000	2	2	0	0	0	0	0
3934	bulk-prototype	CScriptGameResourceObjectMovieBase	100000	4	4	0	0	0	0	0
3935	bulk-prototype	CScriptModuleCameraOnAStick	100000	1	1	0	0	0	0	0
3936	bulk-prototype	CScriptModuleConversationBase	100000	1	1	0	0	0	0	0
3937	bulk-prototype	CScriptModuleConversationOverShoulderOfSpokenTo	100000	1	1	0	0	0	0	0
3938	bulk-prototype	CScriptModuleDolly	100000	1	1	0	0	0	0	0
3939	bulk-prototype	CScriptModuleDollyThing	100000	1	1	0	0	0	0	0
3940	bulk-prototype	CScriptModuleGoToLookInDirection	100000	1	1	0	0	0	0	0
3941	bulk-prototype	CScriptModuleSpline	100000	1	1	0	0	0	0	0
3942	bulk-prototype	CScriptModuleThingLookAtFace	100000	2	2	0	0	0	0	0
3943	bulk-prototype	CScriptModuleUseLamp	100000	1	1	0	0	0	0	0
3944	bulk-prototype	CScrollingComponent	100000	3	3	0	0	0	0	0
3945	bulk-prototype	CScrumpyCrate	100000	1	1	0	0	0	0	0
3946	bulk-prototype	CScytheBeforeGettingTablets	100000	1	1	0	0	0	0	0
3947	bulk-prototype	CScytheMarker	100000	1	1	0	0	0	0	0
3948	bulk-prototype	CScytheNearOracle	100000	2	2	0	0	0	0	0
3949	bulk-prototype	CSecretBook	100000	1	1	0	0	0	0	0
3950	bulk-prototype	CSecretPassageFirstGate	100000	1	1	0	0	0	0	0
3951	bulk-prototype	CSecretPassageSkeleton	100000	1	1	0	0	0	0	0
3952	bulk-prototype	CSecretPassageWoman	100000	1	1	0	0	0	0	0
3953	bulk-prototype	CSecretWhisperingFriend	100000	2	2	0	0	0	0	0
3954	bulk-prototype	CSecretWhisperingMan	100000	1	1	0	0	0	0	0
3955	bulk-prototype	CSetIllustratorAsDrawing	100000	2	2	0	0	0	0	0
3956	bulk-prototype	CShaderConstantRange	100000	2	2	0	0	0	0	0
3957	bulk-prototype	CShaderDataBank	100000	6	6	0	0	0	0	0
3958	bulk-prototype	CShaderPointLight	100000	1	1	0	0	0	0	0
3959	bulk-prototype	CShaderPreParser	100000	7	7	0	0	0	0	0
3960	bulk-prototype	CShadow	100000	4	4	0	0	0	0	0
3961	bulk-prototype	CShadowClipVolume	100000	2	2	0	0	0	0	0
3962	bulk-prototype	CShape	100000	7	7	0	0	0	0	0
3963	bulk-prototype	CSharerParserOutputToDebugContextMapper	100000	1	1	0	0	0	0	0
3964	bulk-prototype	CShipDef	100000	3	3	0	0	0	0	0
3965	bulk-prototype	CShopDef	100000	3	3	0	0	0	0	0
3966	bulk-prototype	CShowTargetedThingHealthScript	100000	1	1	0	0	0	0	0
3967	bulk-prototype	CSickChildFishingSpot	100000	1	1	0	0	0	0	0
3968	bulk-prototype	CSimBuildingDef	100000	3	3	0	0	0	0	0
3969	bulk-prototype	CSimplePointBase	100000	1	1	0	0	0	0	0
3970	bulk-prototype	CSimVoicesDef	100000	3	3	0	0	0	0	0
3971	bulk-prototype	CSingingStone	100000	1	1	0	0	0	0	0
3972	bulk-prototype	CSkeletalMorphDef	100000	3	3	0	0	0	0	0
3973	bulk-prototype	CSkeletalMorphResourceManager	100000	3	3	0	0	0	0	0
3974	bulk-prototype	CSkyDef	100000	3	3	0	0	0	0	0
3975	bulk-prototype	CSliderAnimator	100000	2	2	0	0	0	0	0
3976	bulk-prototype	CSmallVector<CANavQuadTreeNode_const*	100000	10	10	0	0	0	0	0
3977	bulk-prototype	CSmallVector<CCharString	100000	1	1	0	0	0	0	0
3978	bulk-prototype	CSmallVector<CThingComponentSet::CEntry	100000	4	4	0	0	0	0	0
3979	bulk-prototype	CSmallVector<NAnimationEvents::CEvent	100000	5	5	0	0	0	0	0
3980	bulk-prototype	CSmashableDef	100000	3	3	0	0	0	0	0
3981	bulk-prototype	CSmokeGeneratorDef	100000	3	3	0	0	0	0	0
3982	bulk-prototype	CSnowTrollDef	100000	3	3	0	0	0	0	0
3983	bulk-prototype	CSoulInfoAcolyte	100000	1	1	0	0	0	0	0
3984	bulk-prototype	CSoundAtmospheresDef	100000	3	3	0	0	0	0	0
3985	bulk-prototype	CSoundThemeDef	100000	3	3	0	0	0	0	0
3986	bulk-prototype	CSP_AmbushGuard	100000	1	1	0	0	0	0	0
3987	bulk-prototype	CSP_InvestigatingGuard	100000	1	1	0	0	0	0	0
3988	bulk-prototype	CSP_NymphTrigger	100000	1	1	0	0	0	0	0
3989	bulk-prototype	CSP_ScreamerTrigger	100000	1	1	0	0	0	0	0
3990	bulk-prototype	CSP_SecretPassageGuard	100000	2	2	0	0	0	0	0
3991	bulk-prototype	CSP_UndeadTrigger	100000	1	1	0	0	0	0	0
3992	bulk-prototype	CSpawnedFunc1<NScript::CHeroBoastsScript	100000	1	1	0	0	0	0	0
3993	bulk-prototype	CSpawnedFunc1<NScript::CQ_WizardBattleScript	100000	3	3	0	0	0	0	0
3994	bulk-prototype	CSpawnedFunc2<NScript::CHeroBoastsScript	100000	1	1	0	0	0	0	0
3995	bulk-prototype	CSpawnedFunc<NScript::CQ_RansomVictimChiefsHouseScript>	100000	162	162	0	0	0	0	0
3996	bulk-prototype	CSpawnedFuncBase	100000	1	1	0	0	0	0	0
3997	bulk-prototype	CSpeakingMarker	100000	1	1	0	0	0	0	0
3998	bulk-prototype	CSpecialAbilitiesAssassinRushDef	100000	3	3	0	0	0	0	0
3999	bulk-prototype	CSpecialAbilitiesBurntEffectDef	100000	3	3	0	0	0	0	0
4000	bulk-prototype	CSpecialAbilitiesCreatureTintDef	100000	3	3	0	0	0	0	0
4001	bulk-prototype	CSpecialAbilitiesDrainLifeDataDef	100000	3	3	0	0	0	0	0
4002	bulk-prototype	CSpecialAbilitiesDrainLifeDef	100000	4	4	0	0	0	0	0
4003	bulk-prototype	CSpecialAbilitiesDrunkennessDef	100000	3	3	0	0	0	0	0
4004	bulk-prototype	CSpecialAbilitiesElectrocutedEffectDef	100000	3	3	0	0	0	0	0
4005	bulk-prototype	CSpecialAbilitiesEnflameDef	100000	3	3	0	0	0	0	0
4006	bulk-prototype	CSpecialAbilitiesFireballSpellDef	100000	3	3	0	0	0	0	0
4007	bulk-prototype	CSpecialAbilitiesForcePushDataDef	100000	3	3	0	0	0	0	0
4008	bulk-prototype	CSpecialAbilitiesForcePushDef	100000	3	3	0	0	0	0	0
4009	bulk-prototype	CSpecialAbilitiesGhostSwordDef	100000	4	4	0	0	0	0	0
4010	bulk-prototype	CSpecialAbilitiesHealLifeDef	100000	3	3	0	0	0	0	0
4011	bulk-prototype	CSpecialAbilitiesMultiArrowDef	100000	4	4	0	0	0	0	0
4012	bulk-prototype	CSpecialAbilitiesThunderLightningStormDef	100000	3	3	0	0	0	0	0
4013	bulk-prototype	CSpecialAbilitiesTurncoatSpellDef	100000	3	3	0	0	0	0	0
4014	bulk-prototype	CSpecialAbilitiesUnholyPowerDef	100000	3	3	0	0	0	0	0
4015	bulk-prototype	CSpecialEffectsDef	100000	3	3	0	0	0	0	0
4016	bulk-prototype	CSpectator	100000	3	3	0	0	0	0	0
4017	bulk-prototype	CSpeechFrame	100000	2	2	0	0	0	0	0
4018	bulk-prototype	CSphere	100000	2	2	0	0	0	0	0
4019	bulk-prototype	CSpotLightDef	100000	3	3	0	0	0	0	0
4020	bulk-prototype	CStartGravekeeperCutsceneMarker	100000	2	2	0	0	0	0	0
4021	bulk-prototype	CStatBar	100000	5	5	0	0	0	0	0
4022	bulk-prototype	CStateBlockFunctionAlphaAdditive	100000	1	1	0	0	0	0	0
4023	bulk-prototype	CStateBlockFunctionAlphaBoolean	100000	1	1	0	0	0	0	0
4024	bulk-prototype	CStateBlockFunctionAlphaMultiply	100000	1	1	0	0	0	0	0
4025	bulk-prototype	CStateBlockFunctionAlphaText	100000	1	1	0	0	0	0	0
4026	bulk-prototype	CStateBlockFunctionSold	100000	1	1	0	0	0	0	0
4027	bulk-prototype	CStaticBlock	100000	2	2	0	0	0	0	0
4028	bulk-prototype	CStaticMapBankFile	100000	1	1	0	0	0	0	0
4029	bulk-prototype	CStatueMasterCellarDoors	100000	1	1	0	0	0	0	0
4030	bulk-prototype	CStatueMasterChest	100000	1	1	0	0	0	0	0
4031	bulk-prototype	CStatueMasterStatue	100000	1	1	0	0	0	0	0
4032	bulk-prototype	CStealthDef	100000	3	3	0	0	0	0	0
4033	bulk-prototype	CSteeringAgent	100000	4	4	0	0	0	0	0
4034	bulk-prototype	CStockItemDef	100000	3	3	0	0	0	0	0
4035	bulk-prototype	CStopDrawing	100000	2	2	0	0	0	0	0
4036	bulk-prototype	CStreamingFontDataBankEntry	100000	3	3	0	0	0	0	0
4037	bulk-prototype	CStringAndCageBase	100000	6	6	0	0	0	0	0
4038	bulk-prototype	CSTS_BriarRose	100000	1	1	0	0	0	0	0
4039	bulk-prototype	CSubdivisionTriangle	100000	2	2	0	0	0	0	0
4040	bulk-prototype	CSummonableCreatureDef	100000	3	3	0	0	0	0	0
4041	bulk-prototype	CSummonDef	100000	3	3	0	0	0	0	0
4042	bulk-prototype	CSUMMONED_CREATURE	100000	3	3	0	0	0	0	0
4043	bulk-prototype	CSummoner1	100000	3	3	0	0	0	0	0
4044	bulk-prototype	CSummonerAttacker	100000	1	1	0	0	0	0	0
4045	bulk-prototype	CSummonerDef	100000	3	3	0	0	0	0	0
4046	bulk-prototype	CSummonerMinion	100000	1	1	0	0	0	0	0
4047	bulk-prototype	CSummonerToKill	100000	3	3	0	0	0	0	0
4048	bulk-prototype	CSurveyDialog	100000	3	3	0	0	0	0	0
4049	bulk-prototype	CSuspendableProcessMicrothread	100000	4	4	0	0	0	0	0
4050	bulk-prototype	CSwappingStateComponent	100000	2	2	0	0	0	0	0
4051	bulk-prototype	CSwordChest	100000	1	1	0	0	0	0	0
4052	bulk-prototype	CSwordOfStrength	100000	1	1	0	0	0	0	0
4053	bulk-prototype	CSwordVoid	100000	1	1	0	0	0	0	0
4054	bulk-prototype	CSystemFont	100000	1	1	0	0	0	0	0
4055	bulk-prototype	CSystemRegistry	100000	36	36	0	0	0	0	0
4056	bulk-prototype	CTable	100000	3	3	0	0	0	0	0
4057	bulk-prototype	CTalkingTrader1	100000	2	2	0	0	0	0	0
4058	bulk-prototype	CTargetForKey	100000	1	1	0	0	0	0	0
4059	bulk-prototype	CTargetingDef	100000	3	3	0	0	0	0	0
4060	bulk-prototype	CTargetPointFilter_FurtherFromPosThan	100000	1	1	0	0	0	0	0
4061	bulk-prototype	CTauntingBandit	100000	2	2	0	0	0	0	0
4062	bulk-prototype	CTavernDef	100000	3	3	0	0	0	0	0
4063	bulk-prototype	CTavernGameCardBaseDef	100000	3	3	0	0	0	0	0
4064	bulk-prototype	CTavernGameCoinBaseDef	100000	3	3	0	0	0	0	0
4065	bulk-prototype	CTavernGameCoinGolfDef	100000	3	3	0	0	0	0	0
4066	bulk-prototype	CTavernGameShoveHaPennyDef	100000	3	3	0	0	0	0	0
4067	bulk-prototype	CTavernGameSpotTheAdditionDef	100000	3	3	0	0	0	0	0
4068	bulk-prototype	CTavernTableDef	100000	8	8	0	0	0	0	0
4069	bulk-prototype	CTB_Bard	100000	1	1	0	0	0	0	0
4070	bulk-prototype	CTB_BardSpawnPoint	100000	1	1	0	0	0	0	0
4071	bulk-prototype	CTC_BanditFighter	100000	1	1	0	0	0	0	0
4072	bulk-prototype	CTC_BanditFollower	100000	1	1	0	0	0	0	0
4073	bulk-prototype	CTC_BanditGuard	100000	1	1	0	0	0	0	0
4074	bulk-prototype	CTC_BanditHostageKeeper	100000	1	1	0	0	0	0	0
4075	bulk-prototype	CTC_GuardSpawnPoint	100000	1	1	0	0	0	0	0
4076	bulk-prototype	CTC_Villager	100000	1	1	0	0	0	0	0
4077	bulk-prototype	CTCBase	100000	7	7	0	0	0	0	0
4078	bulk-prototype	CTCContainerRewardHero	100000	11	11	0	0	0	0	0
4079	bulk-prototype	CTCDegradableBase	100000	7	7	0	0	0	0	0
4080	bulk-prototype	CTCGraphicAppearanceStaticMesh	100000	4	4	0	0	0	0	0
4081	bulk-prototype	CTCGraphicAppearanceStaticMeshFadeOutOnProximity	100000	1	1	0	0	0	0	0
4082	bulk-prototype	CTCNoiseDef	100000	3	3	0	0	0	0	0
4083	bulk-prototype	CTCShotDefinitionDrainLife	100000	7	7	0	0	0	0	0
4084	bulk-prototype	CTCShotDefinitionFireballSpell	100000	3	3	0	0	0	0	0
4085	bulk-prototype	CTCShotDefinitionForcePushBall	100000	1	1	0	0	0	0	0
4086	bulk-prototype	CTCShotDefinitionProjectilePredictive	100000	2	2	0	0	0	0	0
4087	bulk-prototype	CTCShotDefinitionSpreadShotProjectile	100000	1	1	0	0	0	0	0
4088	bulk-prototype	CTCShotDefinitionTearInGround	100000	2	2	0	0	0	0	0
4089	bulk-prototype	CTCShotDefinitionThrow	100000	1	1	0	0	0	0	0
4090	bulk-prototype	CTCSmashableBase	100000	4	4	0	0	0	0	0
4091	bulk-prototype	CTCVolumeContainmentTrackerDef	100000	3	3	0	0	0	0	0
4092	bulk-prototype	CTE_BanditLeader	100000	1	1	0	0	0	0	0
4093	bulk-prototype	CTeleporterDef	100000	3	3	0	0	0	0	0
4094	bulk-prototype	CTestGateSwitch	100000	1	1	0	0	0	0	0
4095	bulk-prototype	CTestPos	100000	2	2	0	0	0	0	0
4096	bulk-prototype	CTestQuestNameCompare	100000	1	1	0	0	0	0	0
4097	bulk-prototype	CTestTheInventoryScript	100000	2	2	0	0	0	0	0
4098	bulk-prototype	CTextureMorphs	100000	4	4	0	0	0	0	0
4099	bulk-prototype	CTH_MagicBarrier	100000	1	1	0	0	0	0	0
4100	bulk-prototype	CTH_Maze	100000	2	2	0	0	0	0	0
4101	bulk-prototype	CTH_Thunder	100000	1	1	0	0	0	0	0
4102	bulk-prototype	CTH_ThunderBoy	100000	2	2	0	0	0	0	0
4103	bulk-prototype	CTH_Trigger_Bowerstone	100000	1	1	0	0	0	0	0
4104	bulk-prototype	CTH_Trigger_Guild_Rose	100000	1	1	0	0	0	0	0
4105	bulk-prototype	CTH_Trigger_Oakvale	100000	2	2	0	0	0	0	0
4106	bulk-prototype	CTheRealGuildmaster	100000	1	1	0	0	0	0	0
4107	bulk-prototype	CThingBodyReorienter	100000	6	6	0	0	0	0	0
4108	bulk-prototype	CThingCompare_BestCreatureToAttack	100000	4	4	0	0	0	0	0
4109	bulk-prototype	CThingCompare_InDirectionOfAndNearestToHeuristicBitch	100000	2	2	0	0	0	0	0
4110	bulk-prototype	CThingCompare_Nearest	100000	18	18	0	0	0	0	0
4111	bulk-prototype	CThingCompare_NearestGroupByMember	100000	1	1	0	0	0	0	0
4112	bulk-prototype	CThingComponentSet	100000	11	11	0	0	0	0	0
4113	bulk-prototype	CThingDrainLifeShotDef	100000	3	3	0	0	0	0	0
4114	bulk-prototype	CThingDrawInformation	100000	1	1	0	0	0	0	0
4115	bulk-prototype	CThingFilter_AICreatureHasProperty	100000	2	2	0	0	0	0	0
4116	bulk-prototype	CThingFilter_BoundingBoxOverlapsMap	100000	1	1	0	0	0	0	0
4117	bulk-prototype	CThingFilter_CanBeHitByEpicSpell	100000	1	1	0	0	0	0	0
4118	bulk-prototype	CThingFilter_CanBeUsedAsCover	100000	1	1	0	0	0	0	0
4119	bulk-prototype	CThingFilter_CanCollideOrInteractWithThing	100000	1	1	0	0	0	0	0
4120	bulk-prototype	CThingFilter_CanCollideWithThing	100000	1	1	0	0	0	0	0
4121	bulk-prototype	CThingFilter_CanSeeEachOther	100000	1	1	0	0	0	0	0
4122	bulk-prototype	CThingFilter_CombatCanCollideOrInteractWithThing	100000	1	1	0	0	0	0	0
4123	bulk-prototype	CThingFilter_CombatIsStrikeToStrike	100000	1	1	0	0	0	0	0
4124	bulk-prototype	CThingFilter_HasAnyScriptName	100000	1	1	0	0	0	0	0
4125	bulk-prototype	CThingFilter_HasBuildingAsHome	100000	4	4	0	0	0	0	0
4126	bulk-prototype	CThingFilter_HasDefGlobalIndex	100000	1	1	0	0	0	0	0
4127	bulk-prototype	CThingFilter_HasDefName	100000	1	1	0	0	0	0	0
4128	bulk-prototype	CThingFilter_HasFreeActionPoint	100000	2	2	0	0	0	0	0
4129	bulk-prototype	CThingFilter_HasInstantiationName	100000	1	1	0	0	0	0	0
4130	bulk-prototype	CThingFilter_HasNavigationInformation	100000	1	1	0	0	0	0	0
4131	bulk-prototype	CThingFilter_HasPhysicsMesh	100000	1	1	0	0	0	0	0
4132	bulk-prototype	CThingFilter_HasScriptData	100000	4	4	0	0	0	0	0
4133	bulk-prototype	CThingFilter_HasScriptedControl	100000	1	1	0	0	0	0	0
4134	bulk-prototype	CThingFilter_HasScriptSupervision	100000	1	1	0	0	0	0	0
4135	bulk-prototype	CThingFilter_In2DRange	100000	2	2	0	0	0	0	0
4136	bulk-prototype	CThingFilter_In2DRangeLimit	100000	1	1	0	0	0	0	0
4137	bulk-prototype	CThingFilter_In3DRange	100000	1	1	0	0	0	0	0
4138	bulk-prototype	CThingFilter_InArea	100000	1	1	0	0	0	0	0
4139	bulk-prototype	CThingFilter_InMap	100000	1	1	0	0	0	0	0
4140	bulk-prototype	CThingFilter_InRegion	100000	1	1	0	0	0	0	0
4141	bulk-prototype	CThingFilter_IsAffectedByObstructions	100000	1	1	0	0	0	0	0
4142	bulk-prototype	CThingFilter_IsAffectedByTraps	100000	1	1	0	0	0	0	0
4143	bulk-prototype	CThingFilter_IsAvailableForCreatureInteraction	100000	1	1	0	0	0	0	0
4144	bulk-prototype	CThingFilter_IsAwareOfThing	100000	1	1	0	0	0	0	0
4145	bulk-prototype	CThingFilter_IsEvadeExplosion	100000	1	1	0	0	0	0	0
4146	bulk-prototype	CThingFilter_IsHuman	100000	1	1	0	0	0	0	0
4147	bulk-prototype	CThingFilter_IsInBuilding	100000	2	2	0	0	0	0	0
4148	bulk-prototype	CThingFilter_IsInCreatureFOV	100000	1	1	0	0	0	0	0
4149	bulk-prototype	CThingFilter_IsInterestingToCreature	100000	1	1	0	0	0	0	0
4150	bulk-prototype	CThingFilter_IsMySleepPoint	100000	1	1	0	0	0	0	0
4151	bulk-prototype	CThingFilter_IsNavLineOfSightToThing	100000	1	1	0	0	0	0	0
4152	bulk-prototype	CThingFilter_IsNot	100000	2	2	0	0	0	0	0
4153	bulk-prototype	CThingFilter_IsNotList	100000	1	1	0	0	0	0	0
4154	bulk-prototype	CThingFilter_IsOfType	100000	1	1	0	0	0	0	0
4155	bulk-prototype	CThingFilter_IsOpinionSourceWithFreshDeed	100000	1	1	0	0	0	0	0
4156	bulk-prototype	CThingFilter_IsPerceptible	100000	1	1	0	0	0	0	0
4157	bulk-prototype	CThingFilter_IsSuspect	100000	1	1	0	0	0	0	0
4158	bulk-prototype	CThingFilter_IsTargetable	100000	1	1	0	0	0	0	0
4159	bulk-prototype	CThingFilter_IsTargetableBehind	100000	1	1	0	0	0	0	0
4160	bulk-prototype	CThingFilter_IsUnconscious	100000	16	16	0	0	0	0	0
4161	bulk-prototype	CThingFilter_IsValid	100000	18	18	0	0	0	0	0
4162	bulk-prototype	CThingFilter_IsValidCombatSpline	100000	1	1	0	0	0	0	0
4163	bulk-prototype	CThingFilter_IsWithinArea	100000	1	1	0	0	0	0	0
4164	bulk-prototype	CThingFilter_IsWithinZRange	100000	1	1	0	0	0	0	0
4165	bulk-prototype	CThingFilter_MakesLineWithPosInDirectionOfLine	100000	1	1	0	0	0	0	0
4166	bulk-prototype	CThingFilter_MarkerHasProperty	100000	2	2	0	0	0	0	0
4167	bulk-prototype	CThingFilter_MinAllowedRadius	100000	1	1	0	0	0	0	0
4168	bulk-prototype	CThingFilter_NoiseCameFromThing	100000	2	2	0	0	0	0	0
4169	bulk-prototype	CThingFilter_NoiseCanBeHeardFromPosition	100000	1	1	0	0	0	0	0
4170	bulk-prototype	CThingFilter_OverlappingArea	100000	6	6	0	0	0	0	0
4171	bulk-prototype	CThingFilter_OverlappingCircle	100000	1	1	0	0	0	0	0
4172	bulk-prototype	CThingFilter_OverlappingSphere	100000	1	1	0	0	0	0	0
4173	bulk-prototype	CThingFilter_PosInContainmentVolume	100000	1	1	0	0	0	0	0
4174	bulk-prototype	CThingFilter_ViableProjectileAimingTarget	100000	1	1	0	0	0	0	0
4175	bulk-prototype	CThingFindHeightZBelowAt	100000	1	1	0	0	0	0	0
4176	bulk-prototype	CThingFindNavigationLayerAt	100000	1	1	0	0	0	0	0
4177	bulk-prototype	CThingGroupDef	100000	3	3	0	0	0	0	0
4178	bulk-prototype	CThingHolySiteDef	100000	3	3	0	0	0	0	0
4179	bulk-prototype	CThingManager	100000	38	38	0	0	0	0	0
4180	bulk-prototype	CThingMarkerDef	100000	3	3	0	0	0	0	0
4181	bulk-prototype	CThingMultiArrowShotDef	100000	3	3	0	0	0	0	0
4182	bulk-prototype	CThingNoiseDef	100000	11	11	0	0	0	0	0
4183	bulk-prototype	CThingObjectDef	100000	4	4	0	0	0	0	0
4184	bulk-prototype	CThingPhysicalSwitchDef	100000	3	3	0	0	0	0	0
4185	bulk-prototype	CThingPropertyDialog	100000	1	1	0	0	0	0	0
4186	bulk-prototype	CThingShotDef	100000	3	3	0	0	0	0	0
4187	bulk-prototype	CThingSwitchDef	100000	3	3	0	0	0	0	0
4188	bulk-prototype	CThingVillageDef	100000	3	3	0	0	0	0	0
4189	bulk-prototype	CThreadedFile	100000	8	8	0	0	0	0	0
4190	bulk-prototype	CThunder	100000	1	1	0	0	0	0	0
4191	bulk-prototype	CThunderBattleDef	100000	3	3	0	0	0	0	0
4192	bulk-prototype	CTimeAppearanceFadeDef	100000	3	3	0	0	0	0	0
4193	bulk-prototype	CTOL_AcolyteGood	100000	1	1	0	0	0	0	0
4194	bulk-prototype	CTollBandit	100000	2	2	0	0	0	0	0
4195	bulk-prototype	CTonyTestScriptsScript	100000	1	1	0	0	0	0	0
4196	bulk-prototype	CTopologySizeGrid	100000	2	2	0	0	0	0	0
4197	bulk-prototype	CTortureDoorCourtyard	100000	1	1	0	0	0	0	0
4198	bulk-prototype	CTortureDoorPassage	100000	1	1	0	0	0	0	0
4199	bulk-prototype	CTraderComment	100000	1	1	0	0	0	0	0
4200	bulk-prototype	CTraderToEscort	100000	2	2	0	0	0	0	0
4201	bulk-prototype	CTraderToRescue	100000	1	1	0	0	0	0	0
4202	bulk-prototype	CTrapDef	100000	3	3	0	0	0	0	0
4203	bulk-prototype	CTrappedMan	100000	1	1	0	0	0	0	0
4204	bulk-prototype	CTriangleInfo	100000	2	2	0	0	0	0	0
4205	bulk-prototype	CTriggerCrate	100000	1	1	0	0	0	0	0
4206	bulk-prototype	CTrollBattleDef	100000	3	3	0	0	0	0	0
4207	bulk-prototype	CTrophiesBriarTrophy	100000	1	1	0	0	0	0	0
4208	bulk-prototype	CTrophiesIntroWatcher	100000	1	1	0	0	0	0	0
4209	bulk-prototype	CTurncoatDef	100000	4	4	0	0	0	0	0
4210	bulk-prototype	CTyler	100000	2	2	0	0	0	0	0
4211	bulk-prototype	CUIIconsDef	100000	1	1	0	0	0	0	0
4212	bulk-prototype	CUndeadRisingBoss	100000	1	1	0	0	0	0	0
4213	bulk-prototype	CUndeadRisingCentre	100000	1	1	0	0	0	0	0
4214	bulk-prototype	CUndeadRisingFirefly	100000	1	1	0	0	0	0	0
4215	bulk-prototype	CUndeadRisingZombieAttacker	100000	2	2	0	0	0	0	0
4216	bulk-prototype	CUndeadRisingZombieAttackerBoss	100000	3	3	0	0	0	0	0
4217	bulk-prototype	CUndeadSoldier	100000	1	1	0	0	0	0	0
4218	bulk-prototype	CV_AssassinAttacksScript	100000	3	3	0	0	0	0	0
4219	bulk-prototype	CV_BanditTollScript	100000	2	2	0	0	0	0	0
4220	bulk-prototype	CV_BookCollectingScript	100000	3	3	0	0	0	0	0
4221	bulk-prototype	CV_BordelloScript	100000	11	11	0	0	0	0	0
4222	bulk-prototype	CV_ChapelOfEvilScript	100000	27	27	0	0	0	0	0
4223	bulk-prototype	CV_ChickenKickingScript	100000	4	4	0	0	0	0	0
4224	bulk-prototype	CV_DemonDoorsScript	100000	1	1	0	0	0	0	0
4225	bulk-prototype	CV_FishermanScript	100000	1	1	0	0	0	0	0
4226	bulk-prototype	CV_FishingCompetitionScript	100000	4	4	0	0	0	0	0
4227	bulk-prototype	CV_GhostGrannyNecklaceScript	100000	4	4	0	0	0	0	0
4228	bulk-prototype	CV_GuildMasterScript	100000	1	1	0	0	0	0	0
4229	bulk-prototype	CV_HeroDollsScript	100000	3	3	0	0	0	0	0
4230	bulk-prototype	CV_HeroDuelScript	100000	9	9	0	0	0	0	0
4231	bulk-prototype	CV_IntroductionToTrophiesScript	100000	2	2	0	0	0	0	0
4232	bulk-prototype	CV_KnotholeGladeGatesScript	100000	8	8	0	0	0	0	0
4233	bulk-prototype	CV_LostTraderScript	100000	5	5	0	0	0	0	0
4234	bulk-prototype	CV_MayorsInvitationScript	100000	5	5	0	0	0	0	0
4235	bulk-prototype	CV_MurderTwistScript	100000	6	6	0	0	0	0	0
4236	bulk-prototype	CV_ParanoidWhispersScript	100000	1	1	0	0	0	0	0
4237	bulk-prototype	CV_RandomPopulationSimScript	100000	6	6	0	0	0	0	0
4238	bulk-prototype	CV_RockTrollFirstEncounterScript	100000	1	1	0	0	0	0	0
4239	bulk-prototype	CV_SickChildScript	100000	1	1	0	0	0	0	0
4240	bulk-prototype	CV_StatueMasterScript	100000	8	8	0	0	0	0	0
4241	bulk-prototype	CV_TempleOfLightScript	100000	4	4	0	0	0	0	0
4242	bulk-prototype	CV_TourGuideScript	100000	4	4	0	0	0	0	0
