address	name	module	checker_verdict	origin	snapshot	declaration_header	sha256	bytes	integrity	integrity_detail	host_cpp20_syntax	compiler_errors	first_blocker	missing_dependencies	vc71_incompatibilities	vc71_features	compile_ready
00bf5cd0	CEngineLandscapeRenderer::GetForegroundBumpShadowedVertexShader	CEngineLandscapeRenderer	PASS	primary	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00BF5CD0_CEngineLandscapeRenderer_GetForegroundBumpShadowedVertexShader.cpp		5e5b861fa678ecf03f31499066ad72ddbe47bef4b3515b23a753446c1a43f6ec	743	PASS		FAIL	2	'CEngineLandscapeRenderer' has not been declared	CEngineLandscapeRenderer	3	auto:1;static_assert:1;std-fixed-width:1	0
00bf5d00	CEngineLandscapeRenderer::GetForegroundSpotShadowedVertexShader	CEngineLandscapeRenderer	PASS	primary	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00BF5D00_CEngineLandscapeRenderer_GetForegroundBumpShadowedVertexShader.cpp		c350252de5b0c1753cd8280bd80f627fb236fcc151db0184a915c4e074136419	1174	PASS		FAIL	1	'CVertexShader' does not name a type	CVertexShader	6	auto:2;static_assert:3;std-fixed-width:1	0
00bf6720	UpdateTesselation	CLandscapeBackgroundTreeNode	PASS	primary	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00BF6720_CLandscapeBackgroundTreeNode_UpdateTesselation.cpp		7083bfe7765e30243fba01f84e8d881503793adb8666cc614849a145850f4cde	242	PASS		FAIL	3	'CLandscapeBackgroundTreeNode' has not been declared	CLandscapeBackgroundTreeNode;m_bTesselationUpdated;m_pLoadTask	1	nullptr:1	0
00bf7400	LoadHeader	CLandscapeBackgroundTreeNode	PASS	primary	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00BF7400_CLandscapeBackgroundTreeNode_LoadHeader.cpp		838c46c4c3d23a1d8eec26a6eba9267d0e3388a18be6279bca2adec870568c08	12161	PASS		FAIL	4	'CLandscapeBackgroundTreeNode' has not been declared	CDataInputStream;CLandscapeBackgroundTreeNode;in	85	auto:7;static_assert:5;std-fixed-width:73	0
00bf8810	UpdateStaticLOD	CLandscapeBackgroundTreeNode	PASS	primary	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00BF8810_CLandscapeBackgroundTreeNode_UpdateStaticLOD.cpp		b5cc343f8c72b8798d2114ee75e2b26f1147343b4444015087ef309ae84ce7f0	10165	PASS		FAIL	1	'LS_LOADING_STATUS' does not name a type	LS_LOADING_STATUS	49	nullptr:7;static_assert:22;std-fixed-width:20	0
00bfd420	CLandscapeLayerMesh	CLandscapeLayerMesh	PASS	wave3	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00BFD420_CLandscapeLayerMesh_CLandscapeLayerMesh.cpp		8bb06be6640d459cc4fa61acf06020b1d7c794c877041a0a36c589c8419d46bf	4210	PASS		FAIL	1	'CLandscapeLayerMesh' does not name a type	CLandscapeLayerMesh	47	auto:1;static_assert:23;std-fixed-width:23	0
00bfddd0	CLandscapeLayerMesh	CLandscapeLayerMesh	PASS	wave3	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00BFDDD0_CLandscapeLayerMesh_CLandscapeLayerMesh.cpp		685b012f8f012ea063f6c9c4fad4fdd21e12d057aed6ef3c944d019795a194f5	4322	PASS		FAIL	29	'CGraphicInfoFrame' does not name a type	CEngineLandscapeMap;CGraphicInfoFrame;CIndexBuffer;CLandscapeLayerMesh;CVertex;CVertexBufferWin32;LANDSCAPE_TEXTURE_MAPPING_DIRECTION	30	auto:1;nullptr:6;static_assert:22;std-fixed-width:1	0
00bfe050	LoadForeground	CLandscapeLayerMesh	PASS	retry	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00BFE050_CLandscapeLayerMesh_LoadForeground.cpp		dbdb4c7d340db6389498d7e48290261da3f65f37ceaf60b6d0e3258f49c40644	26931	PASS		FAIL	6	'CLandscapeLayerMesh' has not been declared	CDataInputStream;CEngineTexturePalette;CLandscapeLayerMesh;stream;texturePalette	234	auto:15;nullptr:3;static_assert:30;std-fixed-width:186	0
00c19f90	Getter_Field84	_global		wave3	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00C19F90_global_Getter_Field84.cpp		6acc46bd74b4524df62e316a0db28adcee205db7fb0a8cf79f863ffdf777e60d	338	PASS		PASS	0			4	static_assert:1;std-fixed-width:3	0
00c20ef0	IsStateStreaming_2to4	_global		wave3	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00C20EF0_global_IsStateStreaming_2to4.cpp		79d8c7239011daddd81317c4835576fbe2bc145509fb7acff63fd32b15be3e8f	582	PASS		PASS	0			6	static_assert:1;std-fixed-width:5	0
00c2d7b0	CTCInventory_CheckSlotTypeNegative	_global		wave3	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00C2D7B0_global_CTCInventory_CheckSlotTypeNegative.cpp		e56249223d6447ff7a3dced90fe252dbaff60329fdf4c9661df15e0c8b2e824b	493	PASS		PASS	0			5	static_assert:1;std-fixed-width:4	0
00c336f0	Constraint_NotifyGlobalManager	_global		wave3	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00C336F0_global_Constraint_NotifyGlobalManager.cpp		61b6e30c2eb8410988927999f6976e2b0782fe8ca68f1a3aeaad15e4eb719960	1818	PASS		PASS	0			21	auto:7;nullptr:1;static_assert:4;std-fixed-width:9	0
00c362f0	CSBAgents_BuildAndDispatch_A	_global		wave3	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00C362F0_global_CSBAgents_BuildAndDispatch_A.cpp		2931f6213e5ae040444d8057b447e5c5f5bd666fc95faf6a1698dc5b0e29db25	1706	PASS		PASS	0			13	auto:3;static_assert:3;std-fixed-width:5;using-alias:2	0
00c36e00	CSBAgents_BuildAndDispatch_SummonerLightning	_global		wave3	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00C36E00_global_CSBAgents_BuildAndDispatch_SummonerLightning.cpp		105d135107b91dca3d86cd4b11a5b9b253bd0da8ef0c4b519372569e65d3a365	1495	PASS		PASS	0			10	auto:2;static_assert:2;std-fixed-width:4;using-alias:2	0
00c36fb0	CSBAgents_BuildAndDispatch_TavernGame	_global		wave3	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00C36FB0_global_CSBAgents_BuildAndDispatch_TavernGame.cpp		9792d4039e5a559f85e382f69720dc49a36b53a56bea864542005bc0d9ff3c06	1687	PASS		FAIL	2	expected '(' before '{' token	jmp	10	auto:2;static_assert:2;std-fixed-width:4;using-alias:2	0
00c37000	IntelligentPointer_BuildAndDispatchFloat	_global		wave3	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00C37000_global_IntelligentPointer_BuildAndDispatchFloat.cpp		5115fb87d56256548e85fcea1958d460b70ec0468fa8d4c618205c64a683571d	1482	PASS		PASS	0			9	auto:2;static_assert:2;std-fixed-width:4;using-alias:1	0
00c3b900	CLandscapeLayerMesh	CLandscapeLayerMesh	PASS	wave3	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00C3B900_CLandscapeLayerMesh_CLandscapeLayerMesh.cpp		40888bd20aa1a99531d5c7f373e605e95edfa2355ea32d660f704c551774128a	1978	PASS		FAIL	19	'CEngineLandscapeMap' does not name a type	CEngineLandscapeMap;CGraphicInfoFrame;PTR_DAT_0139c900	15	auto:1;nullptr:3;static_assert:9;std-fixed-width:2	0
00c43de0	DrawAutoPickups_SelectAndDrawPrimitive	_global		wave3	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00C43DE0_global_DrawAutoPickups_SelectAndDrawPrimitive.cpp		773dc9d7c09e8779ca01092f72b1d8a0a3e72624f28edaea4e43f8c9c72f9c05	2098	PASS		PASS	0			19	auto:2;static_assert:5;std-fixed-width:11;using-alias:1	0
00c43f80	Weapon_ProcessAnimFrameIfReady	_global		wave3	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00C43F80_global_Weapon_ProcessAnimFrameIfReady.cpp		ef33e9edc4f0505c81a47e6bb6591f685d11ce7862e08cd0b5b36c98755ca546	1845	PASS		FAIL	2	expected '(' before '{' token	mov	13	static_assert:1;std-fixed-width:12	0
00caf580	CEngineLandscapePatch::Destructor	CEngineLandscapePatch	PASS	wave3	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00CAF580_CEngineLandscapePatch_Destructor.cpp		1f09e3366efbca1896a6a72e47b68d11875bac4dd93733bbea27bc56e24b8fcf	4306	PASS		FAIL	6	invalid use of incomplete type 'class CCharString'	class CCharString;class CEngineLandscapePatch	30	auto:1;nullptr:1;static_assert:7;std-fixed-width:17;using-alias:4	0
00caf680	CEngineLandscapePatch::AllocateTask	CEngineLandscapePatch	PASS	wave3	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00CAF680_CEngineLandscapePatch_AllocateTask.cpp		b2770325c42288a196c670cf8b67f89ef2ca305156f49de7ee0cf9013ade7b4c	2195	PASS		FAIL	6	'CEngineLandscapePatch' has not been declared	CEngineLandscapePatch;REVERSED_FUNCTION	28	auto:1;nullptr:1;static_assert:1;std-fixed-width:25	0
