address	verdict	file	flag
00baceb0	EXACT	CEngineInternalPrimitive2DSprite_GetRenderLayerMask_00baceb0.cpp	Oy
00bacec0	EXACT	CEngineInternalPrimitive2DClockSprite_GetRenderLayerMask_00bacec0.cpp	Oy
00bba330	EXACT	CEngineInternalPrimitiveDecal_GetRenderLayerMask_00bba330.cpp	Oy
00bbddc0	EXACT	CEnginePrimitiveManagerParticleSpriteTrailGroup_RenderSubPrimitive_00bbddc0.cpp	Oy
00bc5fa0	EXACT	CEngineInternalPrimitiveGroup_GetWorldPosition_00bc5fa0.cpp	Oy
00bc5fb0	EXACT	CEngineInternalPrimitiveGroup_GetAsOcclusionPrimitive_00bc5fb0.cpp	Oy
00bcea30	EXACT	CEngineInternalPrimitive2DAnimatedMesh_GetRenderLayerMask_00bcea30.cpp	Oy
00bcea50	EXACT	CEngineInternalPrimitiveAnimatedMeshFromFile_Update_00bcea50.cpp	Oy
00bd9a40	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00bd9a40.cpp	Oy
00bd9a70	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00bd9a70.cpp	Oy
00bd9b30	EXACT	CEngineLandscapeMemoryManager_HandleFailedAllocation_00bd9b30.cpp	Oy
00bd9b70	EXACT	CEngineLandscapeMemoryManager_RelocateData_00bd9b70.cpp	Oy
00bdc130	EXACT	CEngineLandscapeMap_RelocateData_00bdc130.cpp	Oy
00bdc180	RELOC	CEngineLandscapeMap_UpdateBackgroundLOD_00bdc180.cpp	Oy
00bdc510	DIFFER(1044v1131)	CEngineLandscapeMap_UpdateForeground_00bdc510.cpp	Oy
00bdd0e0	DIFFER(328v292)	CEngineLandscapeMap_OpenStaticMap_00bdd0e0.cpp	Oy
00bdf010	DIFFER(150v186)	CLocalDetailCacheMap_OpenStaticMap_00bdf010.cpp	Oy
00be1b80	EXACT	CEngineInternalPrimitive2DViewport_GetRenderLayerMask_00be1b80.cpp	Oy
00be5c30	RELOC	CLandscapeBackgroundPatch_ClearTextures_00be5c30.cpp	Oy
00be6f70	DIFFER(198v2654)	CLandscapeBackgroundPatch_Render_00be6f70.cpp	Oy
00be7d70	DIFFER(1437v2983)	CLandscapeBackgroundPatch_Load_00be7d70.cpp	Oy
00be8920	DIFFER(328v365)	CLandscapeBackgroundPatch_LoadCompressed_00be8920.cpp	Oy
00be8d50	EXACT	CLandscapeBackgroundSubNodeBase_UpdateTesselation_00be8d50.cpp	Oy
00be8d60	EXACT	CLandscapeBackgroundSubNodeBase_InvalidateEdge_00be8d60.cpp	Oy
00be8d70	EXACT	CLandscapeBackgroundSubNodeBase_OnPostRelocation_00be8d70.cpp	Oy
00be8dc0	EXACT	CLandscapeBackgroundPatch_IsPatchCLandscapeBackgroundPatchEAEN_00be8dc0.cpp	Oy
00beaaa0	RELOC	CEngineScreenEffectOutlineGlow_FinishWithDynamicTextures_00beaaa0.cpp	Oy
00beb4d0	RELOC	CEngineScreenEffectOutlineGlow_ScalarDeletingDestructor_00beb4d0.cpp	Oy
00bebed0	DIFFER(300v302)	CEnginePrimitiveManagerMeshBase_GetComposedTexture_00bebed0.cpp	Oy
00bec000	DIFFER(319v1124)	CEnginePrimitiveManagerMeshBase_PreloadDiffuseTexture_00bec000.cpp	Oy
00bec470	DIFFER(467v526)	CEnginePrimitiveManagerMeshBase_PreloadBumpTexture_00bec470.cpp	Oy
00bec950	DIFFER(517v578)	CEnginePrimitiveManagerMeshBase_GetOverlaidTextures_00bec950.cpp	Oy
00bf3840	EXACT	CEngineLandscapePatch_CanRelocateData_00bf3840.cpp	Oy
00bf3980	RELOC	CEngineLandscapePatch_RelocateData_00bf3980.cpp	Oy
00bf3a90	DIFFER(192v205)	CEngineLandscapePatch_LoadHeader_00bf3a90.cpp	Oy
00bf3b60	DIFFER(809v1480)	CEngineLandscapePatch_LoadForegroundPatch_00bf3b60.cpp	Oy
00bf4130	DIFFER(180v234)	CEngineLandscapePatch_LoadTextures_00bf4130.cpp	Oy
00bf4220	DIFFER(615v634)	CEngineLandscapePatch_UpdateForeground_00bf4220.cpp	Oy
00bf4570	DIFFER(316v4431)	CEngineLandscapePatch_RenderForeground_00bf4570.cpp	Oy
00bf5c20	EXACT	CEngineLandscapeRenderer_GetForegroundVertexShader_00bf5c20.cpp	Oy
00bf5c60	EXACT	CEngineLandscapeRenderer_GetForegroundSpotLightVertexShader_00bf5c60.cpp	Oy
00bf5ca0	EXACT	CEngineLandscapeRenderer_GetForegroundShadowedVertexShader_00bf5ca0.cpp	Oy
00bf5cd0	EXACT	CEngineLandscapeRenderer_GetForegroundBumpShadowedVertexShader_00bf5cd0.cpp	Oy
00bf5d00	EXACT	CEngineLandscapeRenderer_GetForegroundSpotShadowedVertexShader_00bf5d00.cpp	Oy
00bf6720	EXACT	CLandscapeBackgroundTreeNode_UpdateTesselation_00bf6720.cpp	Oy
00bf6b40	EXACT	CLandscapeBackgroundTreeNode_RelocateData_00bf6b40.cpp	Oy
00bf7400	DIFFER(1444v1929)	CLandscapeBackgroundTreeNode_LoadHeader_00bf7400.cpp	Oy
00bf8810	DIFFER(794v912)	CLandscapeBackgroundTreeNode_UpdateStaticLOD_00bf8810.cpp	Oy
00bf8cc0	EXACT	CLandscapeBackgroundSubNodeSplitBranch_IsPatch_00bf8cc0.cpp	Oy
00bf8cd0	EXACT	CLandscapeBackgroundSubNodeSplitBranch_RelocateData_00bf8cd0.cpp	Oy
00bfd420	EXACT	CLandscapeLayerMesh_CLandscapeLayerMesh_00bfd420.cpp	Oy
00bfddd0	RELOC	CLandscapeLayerMesh_CLandscapeLayerMesh_00bfddd0.cpp	Oy
00bfe050	DIFFER(791v2218)	CLandscapeLayerMesh_LoadForeground_00bfe050.cpp	Oy
00c19f90	EXACT	Global_GetterField84_00c19f90.cpp	Oy
00c2d7b0	EXACT	Global_CTCInventoryCheckSlotTypeNegative_00c2d7b0.cpp	Oy
00c2d900	EXACT	global_DrawGetEnvironment_00c2d900.cpp	Oy
00c33690	RELOC	global_GlobalMethodTailThunk00c33690_00c33690.cpp	Oy
00c336a0	RELOC	global_GlobalMethodTailThunk00c336a0_00c336a0.cpp	Oy
00c33810	RELOC	global_GlobalMethodTailThunk00c33810_00c33810.cpp	Oy
00c35980	RELOC	global_GlobalMethodTailThunk00c35980_00c35980.cpp	Oy
00c38870	EXACT	global_DrawGetEnvironment_00c38870.cpp	Oy
00c38880	EXACT	global_DrawGetEnvironment_00c38880.cpp	Oy
00c38890	EXACT	global_DrawGetEnvironment_00c38890.cpp	Oy
00c38af0	RELOC	CComponent_GetCurrentState_00c38af0.cpp	Oy
00c3b900	RELOC	CLandscapeLayerMesh_CLandscapeLayerMesh_00c3b900.cpp	Oy
00c3c9a0	EXACT	global_DrawGetEnvironment_00c3c9a0.cpp	Oy
00c3e730	EXACT	CManager_ClearErrorMessage_00c3e730.cpp	Oy
00c3ea80	EXACT	global_AddChildPrimitive_00c3ea80.cpp	Oy
00c42ac0	EXACT	global_DrawGetEnvironment_00c42ac0.cpp	Oy
00c43f80	RELOC	global_WeaponProcessAnimFrameIfReady_00c43f80.cpp	Oy
00c463b0	EXACT	global_DrawGetEnvironment_00c463b0.cpp	Oy
00c491d0	EXACT	global_DrawGetEnvironment_00c491d0.cpp	Oy
00c4aa30	EXACT	global_DrawGetEnvironment_00c4aa30.cpp	Oy
00c4c010	EXACT	global_DrawGetEnvironment_00c4c010.cpp	Oy
00c4c020	EXACT	global_DrawGetEnvironment_00c4c020.cpp	Oy
00c61c60	EXACT	global_DrawGetEnvironment_00c61c60.cpp	Oy
00c6a5d0	RELOC	CEditControlCentre_GetCurrentMask_00c6a5d0.cpp	Oy
00c8a950	EXACT	global_DrawGetEnvironment_00c8a950.cpp	Oy
00c8b9b0	EXACT	CCategory_GetHighlightedItem_00c8b9b0.cpp	Oy
00c8bb10	EXACT	global_AddChildPrimitive_00c8bb10.cpp	Oy
00c8c730	RELOC	global_BatchInvokeWithStackArgsc8c730_00c8c730.cpp	Oy
00cb13a0	EXACT	CEditControlCentre_PeekConnectedToTrackNode_00cb13a0.cpp	Oy
00cb6200	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00cb6200.cpp	Oy
00cb8d10	EXACT	global_DeleteData_00cb8d10.cpp	Oy
00cd202e	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_00cd202e.cpp	Oy
00cd22a4	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_00cd22a4.cpp	Oy
00cd23c2	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_00cd23c2.cpp	Oy
00cd2671	EXACT	CEngineInternalPrimitiveMeshBase_GetMeshEffect_00cd2671.cpp	Oy
00cd26a8	EXACT	CEngineInternalPrimitiveMeshBase_GetMeshEffect_00cd26a8.cpp	Oy
00cd2c1e	RELOC	CAssoc_scalardeletingdestructor_00cd2c1e.cpp	Oy
00cd325f	RELOC	CActiveFile_OnReadFinished_00cd325f.cpp	Oy
00cd3699	RELOC	CTCCarryable_OnKill_00cd3699.cpp	Oy
00cd3c8b	RELOC	CActiveFile_OnReadFinished_00cd3c8b.cpp	Oy
00cd3d0b	RELOC	CActiveFile_OnReadFinished_00cd3d0b.cpp	Oy
00cd4a30	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00cd4a30.cpp	Oy
00cdd680	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00cdd680.cpp	Oy
00cddc80	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00cddc80.cpp	Oy
00ce0ec0	RELOC	CThingSwitch_vectordeletingdestructor_00ce0ec0.cpp	Oy
00ce1200	RELOC	CThingSwitch_vectordeletingdestructor_00ce1200.cpp	Oy
00ce1250	RELOC	CThingSwitch_vectordeletingdestructor_00ce1250.cpp	Oy
00ce1ac0	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00ce1ac0.cpp	Oy
00ce6be0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00ce6be0.cpp	Oy
00ce6c10	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00ce6c10.cpp	Oy
00ce6c80	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00ce6c80.cpp	Oy
00ce7640	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00ce7640.cpp	Oy
00cef9a0	RELOC	CThingSwitch_vectordeletingdestructor_00cef9a0.cpp	Oy
00cefab0	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00cefab0.cpp	Oy
00cf0780	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00cf0780.cpp	Oy
00cf9190	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00cf9190.cpp	Oy
00cf95e0	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00cf95e0.cpp	Oy
00cfaae0	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00cfaae0.cpp	Oy
00cfaf40	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00cfaf40.cpp	Oy
00d00a60	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00d00a60.cpp	Oy
00d032c0	RELOC	CThingSwitch_vectordeletingdestructor_00d032c0.cpp	Oy
00d038b0	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00d038b0.cpp	Oy
00d0edb0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00d0edb0.cpp	Oy
00d12bf0	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00d12bf0.cpp	Oy
00d13100	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00d13100.cpp	Oy
00d154e0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00d154e0.cpp	Oy
00d172e0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00d172e0.cpp	Oy
00d17310	RELOC	CThingSwitch_vectordeletingdestructor_00d17310.cpp	Oy
00d1cf90	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00d1cf90.cpp	Oy
00d1fd00	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00d1fd00.cpp	Oy
00d20760	RELOC	CThingSwitch_vectordeletingdestructor_00d20760.cpp	Oy
00d23db0	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00d23db0.cpp	Oy
00d255b0	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00d255b0.cpp	Oy
00d26160	RELOC	CThingSwitch_vectordeletingdestructor_00d26160.cpp	Oy
00d27450	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00d27450.cpp	Oy
00d2a9e0	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00d2a9e0.cpp	Oy
00d2d6d0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00d2d6d0.cpp	Oy
00d2d700	RELOC	CThingSwitch_vectordeletingdestructor_00d2d700.cpp	Oy
00d2d900	RELOC	CThingSwitch_vectordeletingdestructor_00d2d900.cpp	Oy
00d2f7c0	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00d2f7c0.cpp	Oy
00d30000	RELOC	CThingSwitch_vectordeletingdestructor_00d30000.cpp	Oy
00d34440	RELOC	CThingSwitch_vectordeletingdestructor_00d34440.cpp	Oy
00d346f0	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00d346f0.cpp	Oy
00d38cf0	RELOC	CThingSwitch_vectordeletingdestructor_00d38cf0.cpp	Oy
00d3bbe0	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00d3bbe0.cpp	Oy
00d50650	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00d50650.cpp	Oy
00d50c30	RELOC	CThingSwitch_vectordeletingdestructor_00d50c30.cpp	Oy
00d514f0	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00d514f0.cpp	Oy
00d52470	RELOC	CThingSwitch_vectordeletingdestructor_00d52470.cpp	Oy
00d55e60	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00d55e60.cpp	Oy
00d58460	RELOC	CThingSwitch_vectordeletingdestructor_00d58460.cpp	Oy
00d5ae40	RELOC	CThingSwitch_vectordeletingdestructor_00d5ae40.cpp	Oy
00d61c00	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00d61c00.cpp	Oy
00d61cf0	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00d61cf0.cpp	Oy
00d64370	RELOC	CThingSwitch_vectordeletingdestructor_00d64370.cpp	Oy
00d665f0	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00d665f0.cpp	Oy
00d67240	RELOC	CThingSwitch_vectordeletingdestructor_00d67240.cpp	Oy
00d67860	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00d67860.cpp	Oy
00d68e70	RELOC	CThingSwitch_vectordeletingdestructor_00d68e70.cpp	Oy
00d69420	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00d69420.cpp	Oy
00d6b560	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00d6b560.cpp	Oy
00d6b6f0	RELOC	CThingSwitch_vectordeletingdestructor_00d6b6f0.cpp	Oy
00d6f450	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00d6f450.cpp	Oy
00d728a0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00d728a0.cpp	Oy
00d729b0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00d729b0.cpp	Oy
00d72b40	RELOC	CThingSwitch_vectordeletingdestructor_00d72b40.cpp	Oy
00d732c0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00d732c0.cpp	Oy
00d785b0	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00d785b0.cpp	Oy
00d7aa00	RELOC	CThingSwitch_vectordeletingdestructor_00d7aa00.cpp	Oy
00d7ae00	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00d7ae00.cpp	Oy
00d7c440	RELOC	CThingSwitch_vectordeletingdestructor_00d7c440.cpp	Oy
00d7c6d0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00d7c6d0.cpp	Oy
00d7c7d0	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00d7c7d0.cpp	Oy
00d80c00	RELOC	CThingSwitch_vectordeletingdestructor_00d80c00.cpp	Oy
00d80de0	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00d80de0.cpp	Oy
00d82370	RELOC	CThingSwitch_vectordeletingdestructor_00d82370.cpp	Oy
00d83570	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00d83570.cpp	Oy
00d84470	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00d84470.cpp	Oy
00d84600	RELOC	CThingSwitch_vectordeletingdestructor_00d84600.cpp	Oy
00d84b20	RELOC	CThingSwitch_vectordeletingdestructor_00d84b20.cpp	Oy
00d84cb0	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00d84cb0.cpp	Oy
00d872a0	RELOC	CThingSwitch_vectordeletingdestructor_00d872a0.cpp	Oy
00d87ab0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00d87ab0.cpp	Oy
00d87c30	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00d87c30.cpp	Oy
00d896e0	RELOC	CThingSwitch_vectordeletingdestructor_00d896e0.cpp	Oy
00d89d40	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00d89d40.cpp	Oy
00d89e50	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00d89e50.cpp	Oy
00d8dc90	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00d8dc90.cpp	Oy
00d91580	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00d91580.cpp	Oy
00d91710	RELOC	CThingSwitch_vectordeletingdestructor_00d91710.cpp	Oy
00d973a0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00d973a0.cpp	Oy
00d99e10	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00d99e10.cpp	Oy
00d9a130	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00d9a130.cpp	Oy
00d9da90	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00d9da90.cpp	Oy
00d9dac0	RELOC	CThingSwitch_vectordeletingdestructor_00d9dac0.cpp	Oy
00d9e1e0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00d9e1e0.cpp	Oy
00d9e5b0	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00d9e5b0.cpp	Oy
00d9ffa0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00d9ffa0.cpp	Oy
00da29f0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00da29f0.cpp	Oy
00da3430	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00da3430.cpp	Oy
00da82f0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00da82f0.cpp	Oy
00da8480	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00da8480.cpp	Oy
00daabd0	RELOC	CThingSwitch_vectordeletingdestructor_00daabd0.cpp	Oy
00daad70	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00daad70.cpp	Oy
00db8680	RELOC	CThingSwitch_vectordeletingdestructor_00db8680.cpp	Oy
00dbf2a0	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00dbf2a0.cpp	Oy
00dc02d0	RELOC	CThingSwitch_vectordeletingdestructor_00dc02d0.cpp	Oy
00dc2540	RELOC	CThingSwitch_vectordeletingdestructor_00dc2540.cpp	Oy
00dc2740	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00dc2740.cpp	Oy
00dc8860	RELOC	CThingSwitch_vectordeletingdestructor_00dc8860.cpp	Oy
00dca6a0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00dca6a0.cpp	Oy
00dcc6f0	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00dcc6f0.cpp	Oy
00dcf760	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00dcf760.cpp	Oy
00dcf8f0	RELOC	CThingSwitch_vectordeletingdestructor_00dcf8f0.cpp	Oy
00dd22d0	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00dd22d0.cpp	Oy
00dd2650	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00dd2650.cpp	Oy
00dd2c50	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00dd2c50.cpp	Oy
00dd92d0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00dd92d0.cpp	Oy
00ddad00	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00ddad00.cpp	Oy
00ddae30	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00ddae30.cpp	Oy
00ddc950	RELOC	CThingSwitch_vectordeletingdestructor_00ddc950.cpp	Oy
00ddde10	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00ddde10.cpp	Oy
00ddf060	RELOC	CThingSwitch_vectordeletingdestructor_00ddf060.cpp	Oy
00de02f0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00de02f0.cpp	Oy
00de0820	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00de0820.cpp	Oy
00de8340	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00de8340.cpp	Oy
00debee0	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00debee0.cpp	Oy
00decaa0	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00decaa0.cpp	Oy
00def380	RELOC	CThingSwitch_vectordeletingdestructor_00def380.cpp	Oy
00def730	RELOC	CThingSwitch_vectordeletingdestructor_00def730.cpp	Oy
00df1370	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00df1370.cpp	Oy
00df36b0	RELOC	CThingSwitch_vectordeletingdestructor_00df36b0.cpp	Oy
00df40c0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00df40c0.cpp	Oy
00df41e0	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00df41e0.cpp	Oy
00df4bb0	RELOC	CThingSwitch_vectordeletingdestructor_00df4bb0.cpp	Oy
00df5c60	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00df5c60.cpp	Oy
00df5fe0	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00df5fe0.cpp	Oy
00df9b50	RELOC	CThingSwitch_vectordeletingdestructor_00df9b50.cpp	Oy
00dfa080	RELOC	CThingSwitch_vectordeletingdestructor_00dfa080.cpp	Oy
00dfa420	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00dfa420.cpp	Oy
00dfc260	RELOC	CThingSwitch_vectordeletingdestructor_00dfc260.cpp	Oy
00e00660	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00e00660.cpp	Oy
00e00cb0	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00e00cb0.cpp	Oy
00e052d0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00e052d0.cpp	Oy
00e0afb0	RELOC	CThingSwitch_vectordeletingdestructor_00e0afb0.cpp	Oy
00e0b130	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00e0b130.cpp	Oy
00e0e700	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00e0e700.cpp	Oy
00e0e730	RELOC	CThingSwitch_vectordeletingdestructor_00e0e730.cpp	Oy
00e0e7b0	RELOC	CThingSwitch_vectordeletingdestructor_00e0e7b0.cpp	Oy
00e0e970	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00e0e970.cpp	Oy
00e13bf0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00e13bf0.cpp	Oy
00e13eb0	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00e13eb0.cpp	Oy
00e18380	RELOC	CThingSwitch_vectordeletingdestructor_00e18380.cpp	Oy
00e18410	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00e18410.cpp	Oy
00e18600	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00e18600.cpp	Oy
00e19530	RELOC	CThingSwitch_vectordeletingdestructor_00e19530.cpp	Oy
00e1a7d0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00e1a7d0.cpp	Oy
00e1a960	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00e1a960.cpp	Oy
00e1c0c0	RELOC	CThingSwitch_vectordeletingdestructor_00e1c0c0.cpp	Oy
00e1dcc0	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00e1dcc0.cpp	Oy
00e1df50	EXACT	global_AddChildPrimitive_00e1df50.cpp	Oy
00e1f780	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00e1f780.cpp	Oy
00e1f7b0	RELOC	CThingSwitch_vectordeletingdestructor_00e1f7b0.cpp	Oy
00e25720	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00e25720.cpp	Oy
00e25aa0	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00e25aa0.cpp	Oy
00e268b0	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00e268b0.cpp	Oy
00e27910	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00e27910.cpp	Oy
00e28dd0	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00e28dd0.cpp	Oy
00e29290	RELOC	CThingSwitch_vectordeletingdestructor_00e29290.cpp	Oy
00e29b10	EXACT	CSpawnedFuncNScriptCQRansomVictimChiefsHouseScript_SuspendableProcess_00e29b10.cpp	Oy
00e2a2f0	RELOC	CThingSwitch_vectordeletingdestructor_00e2a2f0.cpp	Oy
