#target_addr	target_old	donor_name	similarity	significance	applied
59ab5f	?SetMiniMapRegionExitTextOffsetX@CRegion@@QAEXABVCCharString@@M@Z	?SetMiniMapRegionExitTextOffsetX@CRegion@@QAEXABVCCharString@@M@Z	0.7672992405230031	10.524224566982289	true
59aa21	?SetMiniMapRegionExitTextOffsetX@CRegion@@QAEXABVCCharString@@M@Z	?SetMiniMapRegionExitTextOffsetX@CRegion@@QAEXABVCCharString@@M@Z	0.7672992405230031	10.524224566982289	true
5b16e8	?SetMiniMapRegionExitTextOffsetX@CRegion@@QAEXABVCCharString@@M@Z	?SetMiniMapRegionExitTextOffsetX@CRegion@@QAEXABVCCharString@@M@Z	0.7672992405230031	10.524224566982289	true
5b167f	?SetMiniMapRegionExitTextOffsetX@CRegion@@QAEXABVCCharString@@M@Z	?SetMiniMapRegionExitTextOffsetX@CRegion@@QAEXABVCCharString@@M@Z	0.7672992405230031	10.524224566982289	true
5b172e	?SetMiniMapRegionExitTextOffsetX@CRegion@@QAEXABVCCharString@@M@Z	?SetMiniMapRegionExitTextOffsetX@CRegion@@QAEXABVCCharString@@M@Z	0.7672992405230031	10.524224566982289	true
5b16ff	?SetMiniMapRegionExitTextOffsetX@CRegion@@QAEXABVCCharString@@M@Z	?SetMiniMapRegionExitTextOffsetX@CRegion@@QAEXABVCCharString@@M@Z	0.7672992405230031	10.524224566982289	true
5b1546	?SetMiniMapRegionExitTextOffsetX@CRegion@@QAEXABVCCharString@@M@Z	?SetMiniMapRegionExitTextOffsetX@CRegion@@QAEXABVCCharString@@M@Z	0.7672992405230031	10.524224566982289	true
5ba222	?SetMiniMapRegionExitTextOffsetX@CRegion@@QAEXABVCCharString@@M@Z	?SetMiniMapRegionExitTextOffsetX@CRegion@@QAEXABVCCharString@@M@Z	0.7672992405230031	10.524224566982289	true
5ba1cc	?SetMiniMapRegionExitTextOffsetX@CRegion@@QAEXABVCCharString@@M@Z	?SetMiniMapRegionExitTextOffsetX@CRegion@@QAEXABVCCharString@@M@Z	0.7672992405230031	10.524224566982289	true
5ba50e	?SetMiniMapRegionExitTextOffsetX@CRegion@@QAEXABVCCharString@@M@Z	?SetMiniMapRegionExitTextOffsetX@CRegion@@QAEXABVCCharString@@M@Z	0.7672992405230031	10.524224566982289	true
5ba539	?SetMiniMapRegionExitTextOffsetX@CRegion@@QAEXABVCCharString@@M@Z	?SetMiniMapRegionExitTextOffsetX@CRegion@@QAEXABVCCharString@@M@Z	0.7672992405230031	10.524224566982289	true
