address	category	current	proposed
008a1b10	agree	?GetSleepingPositionAndOrientationFromBed@CGameScriptInterface@@UAE_NABVCScriptThing@@0AAVC3DVector@@1@Z	?GetSleepingPositionAndOrientationFromBed@CGameScriptInterface@@UAE_NABVCScriptThing@@0AAVC3DVector@@1@Z
008a1bf0	disagree	EntitySetAsMirroringHeroEnemyRelationsWhileFollowing	?SetBedAvailability@CGameScriptInterface@@UAEXABVCScriptThing@@_N@Z
008a1c50	agree	?RepopulateVillage@CGameScriptInterface@@UBEXABVCScriptThing@@@Z	?RepopulateVillage@CGameScriptInterface@@UBEXABVCScriptThing@@@Z
008a1cc0	disagree	SetResidency	?SetResidency@CGameScriptInterface@@UAE?AVCScriptThing@@ABV2@_N@Z
008a1e50	disagree	SetActionFrequency	?SetThankingPhrase@CGameScriptInterface@@UAEXVCScriptThing@@K@Z
008a1f30	disagree	SetActionFrequency	?GetThankingPhrase@CGameScriptInterface@@UAEKVCScriptThing@@@Z
008a2020	disagree	ResetActionFrequencyVariation	?ResetThankingPhrase@CGameScriptInterface@@UAEXVCScriptThing@@@Z
008a2100	disagree	SetActionFrequency	?SetIgnoringPhrase@CGameScriptInterface@@UAEXVCScriptThing@@K@Z
008a21e0	disagree	SetActionFrequency	?GetIgnoringPhrase@CGameScriptInterface@@UAEKVCScriptThing@@@Z
008a22d0	disagree	ResetActionFrequencyVariation	?ResetIgnoringPhrase@CGameScriptInterface@@UAEXVCScriptThing@@@Z
008a23b0	agree	?SetWanderCentrePoint@CGameScriptInterface@@UAEXVCScriptThing@@VC3DVector@@@Z	?SetWanderCentrePoint@CGameScriptInterface@@UAEXVCScriptThing@@VC3DVector@@@Z
008a24c0	disagree	GetWanderCentrePoint	?GetWanderCentrePoint@CGameScriptInterface@@UAE?AVC3DVector@@VCScriptThing@@@Z
008a2590	disagree	ResetWanderCentrePoint	?ResetWanderCentrePoint@CGameScriptInterface@@UAEXVCScriptThing@@@Z
008a2690	disagree	SetActionFrequency	?SetWanderMinDistance@CGameScriptInterface@@UAEXVCScriptThing@@M@Z
008a2770	disagree	GetCombatNearbyBreakOffRange	?GetWanderMinDistance@CGameScriptInterface@@UAEMVCScriptThing@@@Z
008a2870	disagree	ResetActionFrequencyVariation	?ResetWanderMinDistance@CGameScriptInterface@@UAEXVCScriptThing@@@Z
008a2950	disagree	SetActionFrequency	?SetWanderMaxDistance@CGameScriptInterface@@UAEXVCScriptThing@@M@Z
008a2a30	disagree	GetCombatNearbyBreakOffRange	?GetWanderMaxDistance@CGameScriptInterface@@UAEMVCScriptThing@@@Z
008a2b30	disagree	ResetActionFrequencyVariation	?ResetWanderMaxDistance@CGameScriptInterface@@UAEXVCScriptThing@@@Z
008a2c10	disagree	SetActionFrequency	?SetGossipCounter@CGameScriptInterface@@UAEXVCScriptThing@@J@Z
008a2cf0	disagree	SetActionFrequency	?GetGossipCounter@CGameScriptInterface@@UAEJVCScriptThing@@@Z
008a2de0	disagree	ResetActionFrequencyVariation	?ResetGossipCounter@CGameScriptInterface@@UAEXVCScriptThing@@@Z
008a2ec0	disagree	SetActionFrequency	?SetMaxGossipPhrase@CGameScriptInterface@@UAEXVCScriptThing@@J@Z
008a2fa0	disagree	SetActionFrequency	?GetMaxGossipPhrase@CGameScriptInterface@@UAEJVCScriptThing@@@Z
008a3090	disagree	ResetActionFrequencyVariation	?ResetMaxGossipPhrase@CGameScriptInterface@@UAEXVCScriptThing@@@Z
008a3170	disagree	SetActionFrequency	?SetWarningPhrase@CGameScriptInterface@@UAEXVCScriptThing@@K@Z
008a3250	disagree	SetActionFrequency	?GetWarningPhrase@CGameScriptInterface@@UAEKVCScriptThing@@@Z
008a3340	disagree	ResetActionFrequencyVariation	?ResetWarningPhrase@CGameScriptInterface@@UAEXVCScriptThing@@@Z
008a3420	disagree	SetActionFrequency	?SetBeerRequestPhrase@CGameScriptInterface@@UAEXVCScriptThing@@K@Z
008a3500	disagree	SetActionFrequency	?GetBeerRequestPhrase@CGameScriptInterface@@UAEKVCScriptThing@@@Z
008a35f0	disagree	ResetActionFrequencyVariation	?ResetBeerRequestPhrase@CGameScriptInterface@@UAEXVCScriptThing@@@Z
008a36d0	disagree	SetActionFrequency	?SetScriptingStateGroup@CGameScriptInterface@@UAEXVCScriptThing@@W4EScriptingStateGroups@@@Z
008a37b0	disagree	SetActionFrequency	?GetScriptingStateGroup@CGameScriptInterface@@UAE?AW4EScriptingStateGroups@@VCScriptThing@@@Z
008a38a0	disagree	ResetActionFrequencyVariation	?ResetScriptingStateGroup@CGameScriptInterface@@UAEXVCScriptThing@@@Z
008a3980	disagree	SetActionFrequency	?SetMaxHeroReactionDistance@CGameScriptInterface@@UAEXVCScriptThing@@M@Z
008a3a60	disagree	GetCombatNearbyBreakOffRange	?GetMaxHeroReactionDistance@CGameScriptInterface@@UAEMVCScriptThing@@@Z
008a3b60	disagree	ResetActionFrequencyVariation	?ResetMaxHeroReactionDistance@CGameScriptInterface@@UAEXVCScriptThing@@@Z
008a3c40	disagree	SetActionFrequency	?SetActionFrequency@CGameScriptInterface@@UAEXVCScriptThing@@J@Z
008a3d20	disagree	SetActionFrequency	?GetActionFrequency@CGameScriptInterface@@UAEJVCScriptThing@@@Z
008a3e10	disagree	ResetActionFrequencyVariation	?ResetActionFrequency@CGameScriptInterface@@UAEXVCScriptThing@@@Z
008a3ef0	disagree	SetActionFrequency	?SetActionFrequencyVariation@CGameScriptInterface@@UAEXVCScriptThing@@M@Z
008a3fd0	disagree	GetCombatNearbyBreakOffRange	?GetActionFrequencyVariation@CGameScriptInterface@@UAEMVCScriptThing@@@Z
008a40d0	disagree	ResetActionFrequencyVariation	?ResetActionFrequencyVariation@CGameScriptInterface@@UAEXVCScriptThing@@@Z
008a41b0	disagree	SetActionFrequency	?SetAction@CGameScriptInterface@@UAEXVCScriptThing@@VCCharString@@@Z
008a42c0	disagree	GetAction	?GetAction@CGameScriptInterface@@UAE?AVCCharString@@VCScriptThing@@@Z
008a4390	disagree	ResetAction	?ResetAction@CGameScriptInterface@@UAEXVCScriptThing@@@Z
008a4480	disagree	SetAllowedToFollow	?SetFaceHeroForAction@CGameScriptInterface@@UAEXVCScriptThing@@_N@Z
008a4560	disagree	GetAllowedToFollow	?GetFaceHeroForAction@CGameScriptInterface@@UAE_NVCScriptThing@@@Z
008a4650	disagree	SetActionFrequency	?ResetFaceHeroForAction@CGameScriptInterface@@UAEXVCScriptThing@@@Z
008a4730	disagree	SetActionFrequency	?SetTargetName@CGameScriptInterface@@UAEXVCScriptThing@@VCCharString@@@Z
008a4840	disagree	GetAction	?GetTargetName@CGameScriptInterface@@UAE?AVCCharString@@VCScriptThing@@@Z
008a4910	disagree	ResetAction	?ResetTargetName@CGameScriptInterface@@UAEXVCScriptThing@@@Z
008a4a00	disagree	SetActionFrequency	?SetFollowDistance@CGameScriptInterface@@UAEXVCScriptThing@@M@Z
008a4ae0	disagree	GetCombatNearbyBreakOffRange	?GetFollowDistance@CGameScriptInterface@@UAEMVCScriptThing@@@Z
008a4be0	disagree	ResetActionFrequencyVariation	?ResetFollowDistance@CGameScriptInterface@@UAEXVCScriptThing@@@Z
008a4cc0	disagree	SetAllowedToFollow	?SetAttackHeroOnSight@CGameScriptInterface@@UAEXVCScriptThing@@_N@Z
008a4da0	disagree	GetAllowedToFollow	?GetAttackHeroOnSight@CGameScriptInterface@@UAE_NVCScriptThing@@@Z
008a4e90	disagree	SetActionFrequency	?ResetAttackHeroOnSight@CGameScriptInterface@@UAEXVCScriptThing@@@Z
008a4f70	disagree	SetActionFrequency	?SetTimeToSpendHarassingHero@CGameScriptInterface@@UAEXVCScriptThing@@J@Z
008a5050	disagree	SetActionFrequency	?GetTimeToSpendHarassingHero@CGameScriptInterface@@UAEJVCScriptThing@@@Z
008a5140	disagree	ResetActionFrequencyVariation	?ResetTimeToSpendHarassingHero@CGameScriptInterface@@UAEXVCScriptThing@@@Z
008a5220	disagree	SetActionFrequency	?SetCombatNearbyEnemyFleeingBreakOffRange@CGameScriptInterface@@UAEXVCScriptThing@@M@Z
008a5300	disagree	GetCombatNearbyBreakOffRange	?GetCombatNearbyEnemyFleeingBreakOffRange@CGameScriptInterface@@UAEMVCScriptThing@@@Z
008a5400	disagree	ResetActionFrequencyVariation	?ResetCombatNearbyEnemyFleeingBreakOffRange@CGameScriptInterface@@UAEXVCScriptThing@@@Z
008a54e0	disagree	SetActionFrequency	?SetCombatNearbyBreakOffRange@CGameScriptInterface@@UAEXVCScriptThing@@M@Z
008a55c0	disagree	GetCombatNearbyBreakOffRange	?GetCombatNearbyBreakOffRange@CGameScriptInterface@@UAEMVCScriptThing@@@Z
008a56c0	disagree	ResetActionFrequencyVariation	?ResetCombatNearbyBreakOffRange@CGameScriptInterface@@UAEXVCScriptThing@@@Z
008a57b0	disagree	SetAllowedToFollow	?SetStealStealableItems@CGameScriptInterface@@UAEXVCScriptThing@@_N@Z
008a5890	disagree	GetAllowedToFollow	?GetStealStealableItems@CGameScriptInterface@@UAE_NVCScriptThing@@@Z
008a5980	disagree	SetActionFrequency	?ResetStealStealableItems@CGameScriptInterface@@UAEXVCScriptThing@@@Z
008a5a70	disagree	SetAllowedToFollow	?SetRecoverStealableItems@CGameScriptInterface@@UAEXVCScriptThing@@_N@Z
008a5b50	disagree	GetAllowedToFollow	?GetRecoverStealableItems@CGameScriptInterface@@UAE_NVCScriptThing@@@Z
008a5c40	disagree	SetActionFrequency	?ResetRecoverStealableItems@CGameScriptInterface@@UAEXVCScriptThing@@@Z
008a5d30	disagree	SetAllowedToFollow	?SetTakeStealableItemToRandomDestination@CGameScriptInterface@@UAEXVCScriptThing@@_N@Z
008a5e10	disagree	GetAllowedToFollow	?GetTakeStealableItemToRandomDestination@CGameScriptInterface@@UAE_NVCScriptThing@@@Z
008a5f00	disagree	SetActionFrequency	?ResetTakeStealableItemToRandomDestination@CGameScriptInterface@@UAEXVCScriptThing@@@Z
008a5ff0	disagree	SetAllowedToFollow	?SetKillSelfAndStealableItemAfterReachingDestination@CGameScriptInterface@@UAEXVCScriptThing@@_N@Z
008a60d0	disagree	GetAllowedToFollow	?GetKillSelfAndStealableItemAfterReachingDestination@CGameScriptInterface@@UAE_NVCScriptThing@@@Z
008a61c0	disagree	SetActionFrequency	?ResetKillSelfAndStealableItemAfterReachingDestination@CGameScriptInterface@@UAEXVCScriptThing@@@Z
008a62b0	disagree	SetAllowedToFollow	?SetAllowedToFollow@CGameScriptInterface@@UAEXVCScriptThing@@_N@Z
008a6390	disagree	GetAllowedToFollow	?GetAllowedToFollow@CGameScriptInterface@@UAE_NVCScriptThing@@@Z
008a6480	disagree	SetActionFrequency	?ResetAllowedToFollow@CGameScriptInterface@@UAEXVCScriptThing@@@Z
008a6570	disagree	SetActionFrequency	?SetTableName@CGameScriptInterface@@UAEXVCScriptThing@@VCCharString@@@Z
008a6680	disagree	GetAction	?GetTableName@CGameScriptInterface@@UAE?AVCCharString@@VCScriptThing@@@Z
008a6750	disagree	ResetAction	?ResetTableName@CGameScriptInterface@@UAEXVCScriptThing@@@Z
008a6840	disagree	SetActionFrequency	?SetSeatName@CGameScriptInterface@@UAEXVCScriptThing@@VCCharString@@@Z
008a6950	disagree	GetAction	?GetSeatName@CGameScriptInterface@@UAE?AVCCharString@@VCScriptThing@@@Z
008a6a20	disagree	ResetAction	?ResetSeatName@CGameScriptInterface@@UAEXVCScriptThing@@@Z
008a6b10	disagree	SetAllowedToFollow	?SetDisableHeadLooking@CGameScriptInterface@@UAEXVCScriptThing@@_N@Z
008a6bf0	disagree	GetAllowedToFollow	?GetDisableHeadLooking@CGameScriptInterface@@UAE_NVCScriptThing@@@Z
008a6ce0	disagree	SetActionFrequency	?ResetDisableHeadLooking@CGameScriptInterface@@UAEXVCScriptThing@@@Z
008a6dd0	disagree	SetAllowedToFollow	?SetIsPushableByHero@CGameScriptInterface@@UAEXVCScriptThing@@_N@Z
008a6eb0	disagree	GetAllowedToFollow	?GetIsPushableByHero@CGameScriptInterface@@UAE_NVCScriptThing@@@Z
008a6fa0	disagree	SetActionFrequency	?ResetIsPushableByHero@CGameScriptInterface@@UAEXVCScriptThing@@@Z
008a7090	disagree	SetAllowedToFollow	?SetLookForFiniteTime@CGameScriptInterface@@UAEXVCScriptThing@@_N@Z
008a7170	disagree	GetAllowedToFollow	?GetLookForFiniteTime@CGameScriptInterface@@UAE_NVCScriptThing@@@Z
008a7260	disagree	SetActionFrequency	?ResetLookForFiniteTime@CGameScriptInterface@@UAEXVCScriptThing@@@Z
008a7350	disagree	SetAllowedToFollow	?SetAvoidRegionExits@CGameScriptInterface@@UAEXVCScriptThing@@_N@Z
008a7430	disagree	GetAllowedToFollow	?GetAvoidRegionExits@CGameScriptInterface@@UAE_NVCScriptThing@@@Z
008a7520	disagree	SetActionFrequency	?ResetAvoidRegionExits@CGameScriptInterface@@UAEXVCScriptThing@@@Z
008a7610	disagree	SetActionFrequency	?SetTargetingDistanceOffset@CGameScriptInterface@@UAEXVCScriptThing@@M@Z
008a76f0	disagree	GetCombatNearbyBreakOffRange	?GetTargetingDistanceOffset@CGameScriptInterface@@UAEMVCScriptThing@@@Z
008a77f0	disagree	ResetActionFrequencyVariation	?ResetTargetingDistanceOffset@CGameScriptInterface@@UAEXVCScriptThing@@@Z
008a78e0	agree	?ClearActiveGossipCategories@CGameScriptInterface@@UAEXXZ	?ClearActiveGossipCategories@CGameScriptInterface@@UAEXXZ
008a7930	agree	?ClearIsGossipForPlayer@CGameScriptInterface@@UAEXXZ	?ClearIsGossipForPlayer@CGameScriptInterface@@UAEXXZ
008a7980	agree	?EntityStopFollowing@CGameScriptInterface@@UBEXABVCScriptThing@@@Z	?EntityStopFollowing@CGameScriptInterface@@UBEXABVCScriptThing@@@Z
008a7a70	disagree	TeleportAllFollowersToHeroPosition	?TeleportAllFollowersToHeroPosition@CGameScriptInterface@@UBEXXZ
008a7d60	disagree	GetThingWithScriptName	?GetThingWithScriptName@CGameScriptInterface@@UBE?AVCScriptThing@@ABVCCharString@@@Z
008a7e00	disagree	GetRandomThingWithScriptName	?GetRandomThingWithScriptName@CGameScriptInterface@@UBE?AVCScriptThing@@ABVCCharString@@@Z
008a7ec0	agree	?EntitySetThingAsAllyOfThing@CGameScriptInterface@@UBEXABVCScriptThing@@0@Z	?EntitySetThingAsAllyOfThing@CGameScriptInterface@@UBEXABVCScriptThing@@0@Z
008a7ee0	disagree	EntitySetThingAsEnemyOfThing	?EntityUnsetThingAsAllyOfThing@CGameScriptInterface@@UBEXABVCScriptThing@@0@Z
008a7f60	disagree	ForceShipsVisible	?ForceShipsVisible@CGameScriptInterface@@UBEXXZ
008a8010	disagree	SmashAllWindowsWithinRadiusOfPoint	?SmashAllWindowsWithinRadiusOfPoint@CGameScriptInterface@@UAEXABVC3DVector@@M@Z
008a80f0	disagree	GetFollowingEntityList	?GetFollowingEntityList@CGameScriptInterface@@UBE_NABVCScriptThing@@AAV?$vector@VCScriptThing@@V?$allocator@VCScriptThing@@@std@@@std@@@Z
008a8260	disagree	GetHeroSummonedCreaturesList	?GetHeroSummonedCreaturesList@CGameScriptInterface@@UBE_NAAV?$vector@VCScriptThing@@V?$allocator@VCScriptThing@@@std@@@std@@@Z
008a8440	disagree	GetPerceivingHeroEntityList	?GetPerceivingHeroEntityList@CGameScriptInterface@@UBE_NAAV?$vector@VCScriptThing@@V?$allocator@VCScriptThing@@@std@@@std@@@Z
008a8570	disagree	GetAllThingsWithScriptName	?GetAllThingsWithScriptName@CGameScriptInterface@@UBEJABVCCharString@@AAV?$vector@VCScriptThing@@V?$allocator@VCScriptThing@@@std@@@std@@@Z
008a86c0	agree	?GetAllCreaturesInAreaWithScriptName@CGameScriptInterface@@UBEJABVCCharString@@ABVC3DVector@@MAAV?$vector@VCScriptThing@@V?$allocator@VCScriptThing@@@std@@@std@@@Z	?GetAllCreaturesInAreaWithScriptName@CGameScriptInterface@@UBEJABVCCharString@@ABVC3DVector@@MAAV?$vector@VCScriptThing@@V?$allocator@VCScriptThing@@@std@@@std@@@Z
008a8890	disagree	GetAllThingsWithDefName	?GetAllThingsWithDefName@CGameScriptInterface@@UBEJABVCCharString@@AAV?$vector@VCScriptThing@@V?$allocator@VCScriptThing@@@std@@@std@@@Z
008a89d0	agree	?GetAllCreaturesExcludingHero@CGameScriptInterface@@UBEJAAV?$vector@VCScriptThing@@V?$allocator@VCScriptThing@@@std@@@std@@@Z	?GetAllCreaturesExcludingHero@CGameScriptInterface@@UBEJAAV?$vector@VCScriptThing@@V?$allocator@VCScriptThing@@@std@@@std@@@Z
008a8af0	disagree	GetAllThingsInLevel	?GetAllThingsInLevel@CGameScriptInterface@@UBEJABVCCharString@@AAV?$vector@VCScriptThing@@V?$allocator@VCScriptThing@@@std@@@std@@@Z
008a8c60	agree	?EntitySetAsSittingOnFloor@CGameScriptInterface@@UBEXABVCScriptThing@@_N@Z	?EntitySetAsSittingOnFloor@CGameScriptInterface@@UBEXABVCScriptThing@@_N@Z
008a8e40	agree	?EntityDecapitate@CGameScriptInterface@@UBEXABVCScriptThing@@@Z	?EntityDecapitate@CGameScriptInterface@@UBEXABVCScriptThing@@@Z
008a8eb0	agree	?EntitySetAttackThingImmediately@CGameScriptInterface@@UBEXABVCScriptThing@@0_N1@Z	?EntitySetAttackThingImmediately@CGameScriptInterface@@UBEXABVCScriptThing@@0_N1@Z
008a8f20	agree	?GetItemDefNamesFromContainer@CGameScriptInterface@@UBEXABVCScriptThing@@AAV?$vector@VCCharString@@V?$allocator@VCCharString@@@std@@@std@@@Z	?GetItemDefNamesFromContainer@CGameScriptInterface@@UBEXABVCScriptThing@@AAV?$vector@VCCharString@@V?$allocator@VCCharString@@@std@@@std@@@Z
008a9020	disagree	CreatureGeneratorSetFamily	?CreatureGeneratorSetFamily@CGameScriptInterface@@UBEXABVCScriptThing@@ABVCCharString@@@Z
008a9100	agree	?CreateCreature@CGameScriptInterface@@UBE?AVCScriptThing@@ABVCCharString@@ABVC3DVector@@0_N@Z	?CreateCreature@CGameScriptInterface@@UBE?AVCScriptThing@@ABVCCharString@@ABVC3DVector@@0_N@Z
008a9320	agree	?EntityCastForcePush@CGameScriptInterface@@UBE_NABVCScriptThing@@_N@Z	?EntityCastForcePush@CGameScriptInterface@@UBE_NABVCScriptThing@@_N@Z
008a93a0	agree	?EntityWillTeleportToArea@CGameScriptInterface@@UBE_NABVCScriptThing@@VC3DVector@@MM@Z	?EntityWillTeleportToArea@CGameScriptInterface@@UBE_NABVCScriptThing@@VC3DVector@@MM@Z
008a9610	agree	?SetThingAsConscious@CGameScriptInterface@@UBEXABVCScriptThing@@_NABVCCharString@@@Z	?SetThingAsConscious@CGameScriptInterface@@UBEXABVCScriptThing@@_NABVCCharString@@@Z
008a96c0	agree	?SetCategoryActivity@CGameScriptInterface@@UBEXABVCCharString@@_N@Z	?SetCategoryActivity@CGameScriptInterface@@UBEXABVCCharString@@_N@Z
008a96f0	agree	?SetIsGossipForPlayer@CGameScriptInterface@@UBEXABVCCharString@@_N@Z	?SetIsGossipForPlayer@CGameScriptInterface@@UBEXABVCCharString@@_N@Z
008a9720	agree	?SetActiveGossipCategories@CGameScriptInterface@@UAEXVCCharString@@_N@Z	?SetActiveGossipCategories@CGameScriptInterface@@UAEXVCCharString@@_N@Z
008a9760	agree	?GetActiveGossipCategories@CGameScriptInterface@@UAEPA_NVCCharString@@@Z	?GetActiveGossipCategories@CGameScriptInterface@@UAEPA_NVCCharString@@@Z
008a97d0	agree	?SetIsGossipForPlayer@CGameScriptInterface@@UAEXVCCharString@@_N@Z	?SetIsGossipForPlayer@CGameScriptInterface@@UAEXVCCharString@@_N@Z
008a9810	agree	?GetIsGossipForPlayer@CGameScriptInterface@@UAEPA_NVCCharString@@@Z	?GetIsGossipForPlayer@CGameScriptInterface@@UAEPA_NVCCharString@@@Z
008a9880	disagree	ScreenFilterFadeTo	?ScreenFilterFadeTo@CGameScriptInterface@@UBEPAXMMMMMABVCRGBFloatColour@@ABV?$vector@UCScreenFilterSThingByPass@@V?$allocator@UCScreenFilterSThingByPass@@@std@@@std@@@Z
008a99f0	agree	?SetThingAndCarriedItemsNotAffectedByScreenFilter@CGameScriptInterface@@UBEXAAVCScriptThing@@PAX@Z	?SetThingAndCarriedItemsNotAffectedByScreenFilter@CGameScriptInterface@@UBEXAAVCScriptThing@@PAX@Z
008a9ae0	agree	?MsgOnBoastsMade@CGameScriptInterface@@UBE_NAAV?$vector@U?$pair@JVCCharString@@@std@@V?$allocator@U?$pair@JVCCharString@@@std@@@2@@std@@@Z	?MsgOnBoastsMade@CGameScriptInterface@@UBE_NAAV?$vector@U?$pair@JVCCharString@@@std@@V?$allocator@U?$pair@JVCCharString@@@std@@@2@@std@@@Z
008a9c40	agree	?GetAllThingsWithDefNameByDistanceFrom@CGameScriptInterface@@UBEJABVCScriptThing@@ABVCCharString@@AAV?$vector@VCScriptThing@@V?$allocator@VCScriptThing@@@std@@@std@@@Z	?GetAllThingsWithDefNameByDistanceFrom@CGameScriptInterface@@UBEJABVCScriptThing@@ABVCCharString@@AAV?$vector@VCScriptThing@@V?$allocator@VCScriptThing@@@std@@@std@@@Z
008a9db0	agree	?AddRumourCategory@CGameScriptInterface@@UBEXABVCCharString@@@Z	?AddRumourCategory@CGameScriptInterface@@UBEXABVCCharString@@@Z
008a9dd0	agree	?AddNewRumourToCategory@CGameScriptInterface@@UBEXABVCCharString@@0@Z	?AddNewRumourToCategory@CGameScriptInterface@@UBEXABVCCharString@@0@Z
008a9e00	agree	?RemoveRumourCategory@CGameScriptInterface@@UBEXABVCCharString@@@Z	?RemoveRumourCategory@CGameScriptInterface@@UBEXABVCCharString@@@Z
008a9e30	agree	?AddGossipVillage@CGameScriptInterface@@UBEXABVCCharString@@0@Z	?AddGossipVillage@CGameScriptInterface@@UBEXABVCCharString@@0@Z
008a9e60	agree	?AddGossipFactionToCategory@CGameScriptInterface@@UBEXABVCCharString@@0@Z	?AddGossipFactionToCategory@CGameScriptInterface@@UBEXABVCCharString@@0@Z
008a9e90	disagree	AddGossip	?SetGossip@CGameScriptInterface@@UAEXVCCharString@@0J@Z
008a9f00	agree	?GetGossip@CGameScriptInterface@@UAE?AVCCharString@@V2@J@Z	?GetGossip@CGameScriptInterface@@UAE?AVCCharString@@V2@J@Z
008a9f50	agree	?GetGossip@CGameScriptInterface@@UAEPBV?$vector@VCCharString@@V?$allocator@VCCharString@@@std@@@std@@VCCharString@@@Z	?GetGossip@CGameScriptInterface@@UAEPBV?$vector@VCCharString@@V?$allocator@VCCharString@@@std@@@std@@VCCharString@@@Z
008a9fc0	agree	?GetGossipSize@CGameScriptInterface@@UAEHVCCharString@@@Z	?GetGossipSize@CGameScriptInterface@@UAEHVCCharString@@@Z
008aa010	agree	?ClearGossip@CGameScriptInterface@@UAEXVCCharString@@@Z	?ClearGossip@CGameScriptInterface@@UAEXVCCharString@@@Z
008aa050	agree	?RemoveGossip@CGameScriptInterface@@UAEXVCCharString@@@Z	?RemoveGossip@CGameScriptInterface@@UAEXVCCharString@@@Z
008aa090	agree	?AddGossip@CGameScriptInterface@@UAEXVCCharString@@0@Z	?AddGossip@CGameScriptInterface@@UAEXVCCharString@@0@Z
008aa0d0	agree	?AddGossip@CGameScriptInterface@@UAEXVCCharString@@@Z	?AddGossip@CGameScriptInterface@@UAEXVCCharString@@@Z
008aa0f0	disagree	AddGossip	?SetGossipVillages@CGameScriptInterface@@UAEXVCCharString@@0J@Z
008aa160	agree	?GetGossipVillages@CGameScriptInterface@@UAE?AVCCharString@@V2@J@Z	?GetGossipVillages@CGameScriptInterface@@UAE?AVCCharString@@V2@J@Z
008aa1b0	agree	?GetGossipVillages@CGameScriptInterface@@UAEPBV?$vector@VCCharString@@V?$allocator@VCCharString@@@std@@@std@@VCCharString@@@Z	?GetGossipVillages@CGameScriptInterface@@UAEPBV?$vector@VCCharString@@V?$allocator@VCCharString@@@std@@@std@@VCCharString@@@Z
008aa220	agree	?GetGossipVillagesSize@CGameScriptInterface@@UAEHVCCharString@@@Z	?GetGossipVillagesSize@CGameScriptInterface@@UAEHVCCharString@@@Z
008aa270	agree	?ClearGossipVillages@CGameScriptInterface@@UAEXVCCharString@@@Z	?ClearGossipVillages@CGameScriptInterface@@UAEXVCCharString@@@Z
008aa2b0	agree	?RemoveGossipVillages@CGameScriptInterface@@UAEXVCCharString@@@Z	?RemoveGossipVillages@CGameScriptInterface@@UAEXVCCharString@@@Z
008aa2f0	agree	?AddGossipVillages@CGameScriptInterface@@UAEXVCCharString@@0@Z	?AddGossipVillages@CGameScriptInterface@@UAEXVCCharString@@0@Z
008aa330	agree	?AddGossipVillages@CGameScriptInterface@@UAEXVCCharString@@@Z	?AddGossipVillages@CGameScriptInterface@@UAEXVCCharString@@@Z
008aa350	disagree	AddGossip	?SetGossipFactions@CGameScriptInterface@@UAEXVCCharString@@0J@Z
008aa3c0	agree	?GetGossipFactions@CGameScriptInterface@@UAE?AVCCharString@@V2@J@Z	?GetGossipFactions@CGameScriptInterface@@UAE?AVCCharString@@V2@J@Z
008aa410	agree	?GetGossipFactions@CGameScriptInterface@@UAEPBV?$vector@VCCharString@@V?$allocator@VCCharString@@@std@@@std@@VCCharString@@@Z	?GetGossipFactions@CGameScriptInterface@@UAEPBV?$vector@VCCharString@@V?$allocator@VCCharString@@@std@@@std@@VCCharString@@@Z
008aa480	agree	?GetGossipFactionsSize@CGameScriptInterface@@UAEHVCCharString@@@Z	?GetGossipFactionsSize@CGameScriptInterface@@UAEHVCCharString@@@Z
008aa4d0	agree	?ClearGossipFactions@CGameScriptInterface@@UAEXVCCharString@@@Z	?ClearGossipFactions@CGameScriptInterface@@UAEXVCCharString@@@Z
008aa510	agree	?RemoveGossipFactions@CGameScriptInterface@@UAEXVCCharString@@@Z	?RemoveGossipFactions@CGameScriptInterface@@UAEXVCCharString@@@Z
