address	category	current	proposed
0089b780	disagree	EntityTeleportToPosition	?EntityTeleportToPosition@CGameScriptInterface@@UBEXABVCScriptThing@@ABVC3DVector@@M_N2@Z
0089bb30	disagree	EntitySetShotAccuracyPercentage	?EntitySetThingAsWantingMoney@CGameScriptInterface@@UBEXABVCScriptThing@@J@Z
0089bbc0	disagree	EntitySetShotAccuracyPercentage	?EntityPlayObjectAnimation@CGameScriptInterface@@UBEXABVCScriptThing@@ABVCCharString@@_N@Z
0089bc50	disagree	SetRegionEntranceAsActive	?EntityGetStandingInsideBuilding@CGameScriptInterface@@UBE?AVCScriptThing@@ABV2@@Z
0089bcd0	disagree	SetRegionEntranceAsActive	?SetFireToThing@CGameScriptInterface@@UBEXABVCScriptThing@@@Z
0089bd30	disagree	SetRegionEntranceAsActive	?ExtinguishFiresOnThing@CGameScriptInterface@@UBEXABVCScriptThing@@@Z
0089bd90	disagree	IsReportedOrUnreportedCrimeKnown	?IsThingOnFire@CGameScriptInterface@@UBE_NABVCScriptThing@@@Z
0089bdf0	disagree	EntitySetFacingAngle	?EntitySetFacingAngle@CGameScriptInterface@@UBEXABVCScriptThing@@M_N@Z
0089bf80	disagree	SetRegionEntranceAsActive	?EntitySetPerceptionVariables@CGameScriptInterface@@UBEXABVCScriptThing@@MMM@Z
0089c000	disagree	EntitySetThingAsEnemyOfThing	?EntitySetThingAsEnemyOfThing@CGameScriptInterface@@UBEXABVCScriptThing@@0@Z
0089c080	disagree	EntitySetThingAsEnemyOfThing	?EntityUnsetThingAsEnemyOfThing@CGameScriptInterface@@UBEXABVCScriptThing@@0@Z
0089c190	disagree	SetRegionEntranceAsActive	?EntitySetInFaction@CGameScriptInterface@@UBEXABVCScriptThing@@ABVCCharString@@@Z
0089c1f0	agree	?EntitySetOpinionReactionMask@CGameScriptInterface@@UBEXABVCScriptThing@@J@Z	?EntitySetOpinionReactionMask@CGameScriptInterface@@UBEXABVCScriptThing@@J@Z
0089c240	agree	?EntitySetOpinionReactionMask@CGameScriptInterface@@UBEXABVCScriptThing@@ABVCCharString@@@Z	?EntitySetOpinionReactionMask@CGameScriptInterface@@UBEXABVCScriptThing@@ABVCCharString@@@Z
0089c290	agree	?EntitySetOpinionDeedMask@CGameScriptInterface@@UBEXABVCScriptThing@@J@Z	?EntitySetOpinionDeedMask@CGameScriptInterface@@UBEXABVCScriptThing@@J@Z
0089c2e0	agree	?EntitySetOpinionDeedMask@CGameScriptInterface@@UBEXABVCScriptThing@@ABVCCharString@@@Z	?EntitySetOpinionDeedMask@CGameScriptInterface@@UBEXABVCScriptThing@@ABVCCharString@@@Z
0089c330	agree	?EntitySetOpinionDeedTypeEnabled@CGameScriptInterface@@UBEXABVCScriptThing@@W4EOpinionDeedType@@_N@Z	?EntitySetOpinionDeedTypeEnabled@CGameScriptInterface@@UBEXABVCScriptThing@@W4EOpinionDeedType@@_N@Z
0089c380	agree	?EntitySetOpinionAttitudeEnabled@CGameScriptInterface@@UBEXABVCScriptThing@@W4EOpinionAttitudeType@@_N@Z	?EntitySetOpinionAttitudeEnabled@CGameScriptInterface@@UBEXABVCScriptThing@@W4EOpinionAttitudeType@@_N@Z
0089c3d0	agree	?EntitySetOpinionReactionEnabled@CGameScriptInterface@@UBEXABVCScriptThing@@W4EOpinionReactionType@@_N@Z	?EntitySetOpinionReactionEnabled@CGameScriptInterface@@UBEXABVCScriptThing@@W4EOpinionReactionType@@_N@Z
0089c420	agree	?EntitySetPersonalityOverride@CGameScriptInterface@@UBEXABVCScriptThing@@ABVCCharString@@@Z	?EntitySetPersonalityOverride@CGameScriptInterface@@UBEXABVCScriptThing@@ABVCCharString@@@Z
0089c470	agree	?EntitySetPersonalityOverride@CGameScriptInterface@@UBEXABVCScriptThing@@J@Z	?EntitySetPersonalityOverride@CGameScriptInterface@@UBEXABVCScriptThing@@J@Z
0089c4c0	agree	?EntityClearPersonalityOverride@CGameScriptInterface@@UBEXABVCScriptThing@@@Z	?EntityClearPersonalityOverride@CGameScriptInterface@@UBEXABVCScriptThing@@@Z
0089c510	agree	?OpinionSourceSetAsAttentionGrabbing@CGameScriptInterface@@UBEXABVCScriptThing@@_N@Z	?OpinionSourceSetAsAttentionGrabbing@CGameScriptInterface@@UBEXABVCScriptThing@@_N@Z
0089c560	agree	?EntityPostOpinionDeedToAll@CGameScriptInterface@@UBEXABVCScriptThing@@W4EOpinionDeedType@@@Z	?EntityPostOpinionDeedToAll@CGameScriptInterface@@UBEXABVCScriptThing@@W4EOpinionDeedType@@@Z
0089c670	agree	?EntityPostOpinionDeedToRecipient@CGameScriptInterface@@UBEXABVCScriptThing@@W4EOpinionDeedType@@0@Z	?EntityPostOpinionDeedToRecipient@CGameScriptInterface@@UBEXABVCScriptThing@@W4EOpinionDeedType@@0@Z
0089c710	agree	?EntityPostOpinionDeedToRecipientVillage@CGameScriptInterface@@UBEXABVCScriptThing@@W4EOpinionDeedType@@0@Z	?EntityPostOpinionDeedToRecipientVillage@CGameScriptInterface@@UBEXABVCScriptThing@@W4EOpinionDeedType@@0@Z
0089c7b0	agree	?EntityPostOpinionDeedKeepSearchingForWitnesses@CGameScriptInterface@@UBEJABVCScriptThing@@W4EOpinionDeedType@@0@Z	?EntityPostOpinionDeedKeepSearchingForWitnesses@CGameScriptInterface@@UBEJABVCScriptThing@@W4EOpinionDeedType@@0@Z
0089c850	agree	?RemoveOpinionDeedStillSearchingForWitnesses@CGameScriptInterface@@UBEXABVCScriptThing@@J@Z	?RemoveOpinionDeedStillSearchingForWitnesses@CGameScriptInterface@@UBEXABVCScriptThing@@J@Z
0089c8a0	agree	?IsDeedWitnessed@CGameScriptInterface@@UBE_NJ@Z	?IsDeedWitnessed@CGameScriptInterface@@UBE_NJ@Z
0089cd10	agree	?CanThingBe_Seen_ByOtherThing@CGameScriptInterface@@UBE_NABVCScriptThing@@0@Z	?CanThingBe_Seen_ByOtherThing@CGameScriptInterface@@UBE_NABVCScriptThing@@0@Z
0089cd30	agree	?CanThingBe_NearlySeen_ByOtherThing@CGameScriptInterface@@UBE_NABVCScriptThing@@0@Z	?CanThingBe_NearlySeen_ByOtherThing@CGameScriptInterface@@UBE_NABVCScriptThing@@0@Z
0089cd50	agree	?CanThingBe_Smelled_ByOtherThing@CGameScriptInterface@@UBE_NABVCScriptThing@@0@Z	?CanThingBe_Smelled_ByOtherThing@CGameScriptInterface@@UBE_NABVCScriptThing@@0@Z
0089cd70	agree	?CanThingBe_Heard_ByOtherThing@CGameScriptInterface@@UBE_NABVCScriptThing@@0@Z	?CanThingBe_Heard_ByOtherThing@CGameScriptInterface@@UBE_NABVCScriptThing@@0@Z
0089ce70	disagree	CanThingBe_Sensed_ByOtherThing	?IsThingAwareOfOtherThingInAnyWay@CGameScriptInterface@@UBE_NABVCScriptThing@@0@Z
0089d0e0	disagree	EntitySetAsAwareOfThing	?EntitySetAsAwareOfThing@CGameScriptInterface@@UBEXABVCScriptThing@@0@Z
0089d160	disagree	SetRegionEntranceAsActive	?EntitySetSoundRadius@CGameScriptInterface@@UBEXABVCScriptThing@@M@Z
0089d1c0	disagree	SetRegionEntranceAsActive	?EntitySetSmellRadius@CGameScriptInterface@@UBEXABVCScriptThing@@M@Z
0089d220	disagree	SetRegionEntranceAsActive	?EntitySetSightRadius@CGameScriptInterface@@UBEXABVCScriptThing@@M@Z
0089d280	disagree	SetRegionEntranceAsActive	?EntitySetExtendedSightRadius@CGameScriptInterface@@UBEXABVCScriptThing@@M@Z
0089d2e0	disagree	SetRegionEntranceAsActive	?EntitySetGiveUpChaseRadius@CGameScriptInterface@@UBEXABVCScriptThing@@M@Z
0089d340	disagree	SetRegionEntranceAsActive	?EntityGetHearingRadius@CGameScriptInterface@@UBEMABVCScriptThing@@@Z
0089d3a0	disagree	EntityAttachToVillage	?EntityAttachToVillage@CGameScriptInterface@@UBEXABVCScriptThing@@0@Z
0089d420	disagree	CreatureGeneratorSetFamily	?EntitySetAsHavingBoundHands@CGameScriptInterface@@UBEXAAVCScriptThing@@_N@Z
0089d4c0	disagree	CreatureGeneratorSetFamily	?EntitySetAsScared@CGameScriptInterface@@UBEXABVCScriptThing@@_N@Z
0089d560	disagree	CreatureGeneratorSetFamily	?EntitySetAsDrunk@CGameScriptInterface@@UBEXAAVCScriptThing@@_N@Z
0089d600	disagree	SetCutsceneMode	?SetCutsceneMode@CGameScriptInterface@@UBEX_N0@Z
0089d690	agree	?CancelAbilitiesForCutscene@CGameScriptInterface@@UBEXXZ	?CancelAbilitiesForCutscene@CGameScriptInterface@@UBEXXZ
0089d6f0	agree	?ResumeAbilitiesForCutscene@CGameScriptInterface@@UBEXXZ	?ResumeAbilitiesForCutscene@CGameScriptInterface@@UBEXXZ
0089d750	agree	?CancelUsingAbility@CGameScriptInterface@@UBEXW4EHeroAbility@@@Z	?CancelUsingAbility@CGameScriptInterface@@UBEXW4EHeroAbility@@@Z
0089d7c0	agree	?SetAbilityAvailability@CGameScriptInterface@@UBEXW4EHeroAbility@@_N@Z	?SetAbilityAvailability@CGameScriptInterface@@UBEXW4EHeroAbility@@_N@Z
0089d830	disagree	EntityForceToLookAtThing	?EntityForceToLookAtThing@CGameScriptInterface@@UBEXABVCScriptThing@@0@Z
0089d8b0	disagree	EntitySetAsMirroringHeroEnemyRelationsWhileFollowing	?EntityForceToLookAtCamera@CGameScriptInterface@@UBEXABVCScriptThing@@_N@Z
0089d910	disagree	DisableFishingSpot	?EntityForceToLookAtNothing@CGameScriptInterface@@UBEXABVCScriptThing@@@Z
0089d970	disagree	DisableFishingSpot	?EntityResetForceToLookAt@CGameScriptInterface@@UBEXABVCScriptThing@@@Z
0089d9d0	disagree	EntitySetShotAccuracyPercentage	?EntityDropGenericBox@CGameScriptInterface@@UBEXABVCScriptThing@@@Z
0089da70	disagree	EntitySetAlpha	?EntitySetAlpha@CGameScriptInterface@@UBEXABVCScriptThing@@M_N@Z
0089dbb0	disagree	EntitySetAsHiddenOnMiniMap	?EntitySetAsAbleToWalkThroughSolidObjects@CGameScriptInterface@@UBEXABVCScriptThing@@_N@Z
0089dc10	disagree	EntityBeginLoadingBasicAnimations	?EntitySetAsLocked@CGameScriptInterface@@UBEXABVCScriptThing@@_N@Z
0089dc70	disagree	UpdateFishWeight	?EntityGiveGold@CGameScriptInterface@@UBEXABVCScriptThing@@J@Z
0089dcd0	disagree	EntitySetAsMirroringHeroEnemyRelationsWhileFollowing	?EntitySetAllowBossPhaseChanges@CGameScriptInterface@@UBEXABVCScriptThing@@_N@Z
0089dd30	disagree	EntityGetSex	?EntityGetBossPhase@CGameScriptInterface@@UBEJABVCScriptThing@@@Z
0089dd90	disagree	SetRegionEntranceAsActive	?EntitySetBossPhase@CGameScriptInterface@@UBEXABVCScriptThing@@J@Z
0089ddf0	disagree	SetRegionEntranceAsActive	?EntityResetCreatureMode@CGameScriptInterface@@UBEXABVCScriptThing@@@Z
0089de50	disagree	DisableFishingSpot	?EntityLeaveCombatStance@CGameScriptInterface@@UBEXABVCScriptThing@@@Z
0089deb0	disagree	EntitySetAsMirroringHeroEnemyRelationsWhileFollowing	?EntitySetAsDisplayingEmoteIcon@CGameScriptInterface@@UBEXABVCScriptThing@@_N@Z
0089df10	disagree	EntitySetShotAccuracyPercentage	?SetLightColour@CGameScriptInterface@@UBEXABVCScriptThing@@ABVCRGBColour@@@Z
0089df70	agree	?EntityGetShotStrikePos@CGameScriptInterface@@UBE_NABVCScriptThing@@AAVC3DVector@@@Z	?EntityGetShotStrikePos@CGameScriptInterface@@UBE_NABVCScriptThing@@AAVC3DVector@@@Z
0089dff0	agree	?EntitySetAlwaysBlockAttacksFromThing@CGameScriptInterface@@UBEXABVCScriptThing@@0_N@Z	?EntitySetAlwaysBlockAttacksFromThing@CGameScriptInterface@@UBEXABVCScriptThing@@0_N@Z
0089e080	disagree	EntitySetCombatType	?EntitySetCombatType@CGameScriptInterface@@UBEXABVCScriptThing@@ABVCCharString@@@Z
0089e130	agree	?EntitySetMaxNumberOfAttackers@CGameScriptInterface@@UBEXABVCScriptThing@@J@Z	?EntitySetMaxNumberOfAttackers@CGameScriptInterface@@UBEXABVCScriptThing@@J@Z
0089e190	disagree	CameraUseCameraPoint	?CameraUseCameraPoint@CGameScriptInterface@@UBEXABVCScriptThing@@PBVC3DVector@@PBVCRightHandedSet@@MJJ@Z
0089e4c0	agree	?AddScreenTitleMessage@CGameScriptInterface@@UBEXABVCCharString@@M_N@Z	?AddScreenTitleMessage@CGameScriptInterface@@UBEXABVCCharString@@M_N@Z
0089e540	disagree	GiveHeroYesNoQuestion	?GiveHeroYesNoQuestion@CGameScriptInterface@@UBEXABVCCharString@@000_N@Z
0089e710	agree	?DisplayTutorial@CGameScriptInterface@@UBE_NW4ETutorialCategory@@@Z	?DisplayTutorial@CGameScriptInterface@@UBE_NW4ETutorialCategory@@@Z
0089e780	disagree	AddItemToContainer	?AddItemToContainer@CGameScriptInterface@@UBEXABVCScriptThing@@ABVCCharString@@@Z
0089e810	disagree	RemoveItemFromContainer	?RemoveItemFromContainer@CGameScriptInterface@@UBEXABVCScriptThing@@ABVCCharString@@@Z
0089e880	disagree	EntitySetAsMirroringHeroEnemyRelationsWhileFollowing	?EntitySetDeathContainerAsEnabled@CGameScriptInterface@@UBEXABVCScriptThing@@_N@Z
0089e8e0	disagree	DisableFishingSpot	?CreatureGeneratorTrigger@CGameScriptInterface@@UBEXABVCScriptThing@@@Z
0089e950	disagree	CreatureGeneratorSetFamily	?CreatureGeneratorSetAlwaysCreateCreaturesOnTrigger@CGameScriptInterface@@UBEXABVCScriptThing@@_N@Z
0089e9c0	disagree	IsReportedOrUnreportedCrimeKnown	?CreatureGeneratorIsDepleted@CGameScriptInterface@@UBE_NABVCScriptThing@@@Z
0089ea30	disagree	IsFishingSpotEnabled	?CreatureGeneratorIsDestroyed@CGameScriptInterface@@UBE_NABVCScriptThing@@@Z
0089eaa0	disagree	CreatureGeneratorSetFamily	?CreatureGeneratorSetGeneratedCreatureScriptName@CGameScriptInterface@@UBEXABVCScriptThing@@ABVCCharString@@@Z
0089eb10	disagree	CreatureGeneratorSetFamily	?CreatureGeneratorSetNumTriggers@CGameScriptInterface@@UBEXABVCScriptThing@@J@Z
0089eb80	disagree	CreatureGeneratorSetFamily	?CreatureGeneratorGetNumGeneratedCreatures@CGameScriptInterface@@UBEJABVCScriptThing@@@Z
0089ebf0	disagree	IsReportedOrUnreportedCrimeKnown	?CreatureGeneratorAreAllCreaturesAlive@CGameScriptInterface@@UBE_NABVCScriptThing@@@Z
0089ec60	agree	?CreatureGeneratorAddTriggerer@CGameScriptInterface@@UBEXABVCScriptThing@@0@Z	?CreatureGeneratorAddTriggerer@CGameScriptInterface@@UBEXABVCScriptThing@@0@Z
0089ecc0	agree	?CreatureGeneratorRemoveTriggerer@CGameScriptInterface@@UBEXABVCScriptThing@@0@Z	?CreatureGeneratorRemoveTriggerer@CGameScriptInterface@@UBEXABVCScriptThing@@0@Z
0089ed20	disagree	SetRegionEntranceAsActive	?SetCreatureGeneratorEnabled@CGameScriptInterface@@UBEXABVCScriptThing@@_N@Z
0089ed80	disagree	SetRegionEntranceAsActive	?IsCreatureFlying@CGameScriptInterface@@UBE_NABVCScriptThing@@@Z
0089ee00	disagree	SetRegionEntranceAsActive	?SetTeleporterAsActive@CGameScriptInterface@@UBEXABVCScriptThing@@_N@Z
0089ee60	disagree	IsFishingSpotEnabled	?IsTeleporterActive@CGameScriptInterface@@UBE_NABVCScriptThing@@@Z
0089eec0	disagree	EntityBeginLoadingBasicAnimations	?SetRegionExitAsActive@CGameScriptInterface@@UBEXABVCScriptThing@@_N@Z
0089ef00	disagree	EntitySetShotAccuracyPercentage	?SetRegionEntranceAsActive@CGameScriptInterface@@UBEXABVCScriptThing@@_N@Z
0089ef30	agree	?SetMoralityChangingAsEnabled@CGameScriptInterface@@UBEX_N@Z	?SetMoralityChangingAsEnabled@CGameScriptInterface@@UBEX_N@Z
0089ef90	disagree	GetNearestEnabledDiggingSpot	?GetNearestEnabledDiggingSpot@CGameScriptInterface@@UBE?AVCScriptThing@@ABV2@@Z
0089f1e0	disagree	IsFishingSpotEnabled	?IsDiggingSpotEnabled@CGameScriptInterface@@UBE_NABVCScriptThing@@@Z
0089f240	disagree	IsFishingSpotEnabled	?IsDiggingSpotHidden@CGameScriptInterface@@UBE_NABVCScriptThing@@@Z
0089f2a0	disagree	EntitySetAsMirroringHeroEnemyRelationsWhileFollowing	?SetDiggingSpotAsHidden@CGameScriptInterface@@UBEXABVCScriptThing@@_N@Z
0089f300	agree	?CreateCreatureNearby@CGameScriptInterface@@UBE?AVCScriptThing@@ABVCCharString@@ABVC3DVector@@M0_N@Z	?CreateCreatureNearby@CGameScriptInterface@@UBE?AVCScriptThing@@ABVCCharString@@ABVC3DVector@@M0_N@Z
0089f4a0	disagree	TurnCreatureInto	?TurnCreatureInto@CGameScriptInterface@@UBE?AVCScriptThing@@ABV2@ABVCCharString@@@Z
0089f910	agree	?CreateEffect@CGameScriptInterface@@UBE?AVCScriptThing@@ABVCCharString@@ABV2@00_N2@Z	?CreateEffect@CGameScriptInterface@@UBE?AVCScriptThing@@ABVCCharString@@ABV2@00_N2@Z
0089f9e0	agree	?CreateEffect@CGameScriptInterface@@UBE?AVCScriptThing@@ABVCCharString@@ABVC3DVector@@0M_N2@Z	?CreateEffect@CGameScriptInterface@@UBE?AVCScriptThing@@ABVCCharString@@ABVC3DVector@@0M_N2@Z
0089faa0	agree	?CreateLight@CGameScriptInterface@@UBE?AVCScriptThing@@ABVC3DVector@@ABVCRGBColour@@ABVCCharString@@MM_N@Z	?CreateLight@CGameScriptInterface@@UBE?AVCScriptThing@@ABVC3DVector@@ABVCRGBColour@@ABVCCharString@@MM_N@Z
0089fbb0	agree	?CreateExperienceOrb@CGameScriptInterface@@UBE?AVCScriptThing@@ABVC3DVector@@J@Z	?CreateExperienceOrb@CGameScriptInterface@@UBE?AVCScriptThing@@ABVC3DVector@@J@Z
0089fc80	agree	?CreateExplosion@CGameScriptInterface@@UBE?AVCScriptThing@@ABVCCharString@@ABVC3DVector@@PBV4@V3@@Z	?CreateExplosion@CGameScriptInterface@@UBE?AVCScriptThing@@ABVCCharString@@ABVC3DVector@@PBV4@V3@@Z
0089fd20	agree	?CreatePhysicalBarrier@CGameScriptInterface@@UBE?AVCScriptThing@@MABVC3DVector@@PBV3@VCCharString@@@Z	?CreatePhysicalBarrier@CGameScriptInterface@@UBE?AVCScriptThing@@MABVC3DVector@@PBV3@VCCharString@@@Z
0089fda0	agree	?CreateRumble@CGameScriptInterface@@UBE?AVCScriptThing@@ABVC3DVector@@MMVCCharString@@@Z	?CreateRumble@CGameScriptInterface@@UBE?AVCScriptThing@@ABVC3DVector@@MMVCCharString@@@Z
0089fe20	disagree	AddQuestInfoBarHealth	?SetVillageAttitude@CGameScriptInterface@@UBEXABVCScriptThing@@W4EScriptVillageAttitude@@@Z
0089feb0	agree	?AddCrimeCommitted@CGameScriptInterface@@UBEXABVCScriptThing@@W4ECrime@@_NPBV2@3W4EOpinionPostDeedType@@@Z	?AddCrimeCommitted@CGameScriptInterface@@UBEXABVCScriptThing@@W4ECrime@@_NPBV2@3W4EOpinionPostDeedType@@@Z
008a00e0	disagree	EntitySetAsMirroringHeroEnemyRelationsWhileFollowing	?EntitySetAsForSale@CGameScriptInterface@@UBEXABVCScriptThing@@_N@Z
008a0140	disagree	SetRegionEntranceAsActive	?EntitySetStockItemPrice@CGameScriptInterface@@UBEXABVCScriptThing@@J@Z
008a01a0	disagree	SetRegionEntranceAsActive	?EntityGetStockItemPrice@CGameScriptInterface@@UBEJABVCScriptThing@@@Z
008a0200	disagree	EntityBeginLoadingBasicAnimations	?EntitySetAppearanceMorphSeed@CGameScriptInterface@@UBEXABVCScriptThing@@J@Z
008a0260	agree	?GiveThingBestEnemyTarget@CGameScriptInterface@@UBEXABVCScriptThing@@0@Z	?GiveThingBestEnemyTarget@CGameScriptInterface@@UBEXABVCScriptThing@@0@Z
008a03f0	agree	?ClearThingBestEnemyTarget@CGameScriptInterface@@UBEXABVCScriptThing@@@Z	?ClearThingBestEnemyTarget@CGameScriptInterface@@UBEXABVCScriptThing@@@Z
008a04c0	disagree	EntitySetThingAsEnemyOfThing	?EntitySetRangedTarget@CGameScriptInterface@@UBEXABVCScriptThing@@0@Z
008a0540	disagree	SetRegionEntranceAsActive	?EntityClearRangedTarget@CGameScriptInterface@@UBEXABVCScriptThing@@@Z
008a05a0	disagree	EntitySetAsMirroringHeroEnemyRelationsWhileFollowing	?EntitySetTargetable@CGameScriptInterface@@UBEXABVCScriptThing@@_N@Z
008a0600	disagree	SetRegionEntranceAsActive	?EntitySetTargetingType@CGameScriptInterface@@UBEXABVCScriptThing@@W4ETargetingType@@@Z
008a0660	disagree	EntitySetAsMirroringHeroEnemyRelationsWhileFollowing	?EntitySetTargetingValidTargetWithoutLOS@CGameScriptInterface@@UBEXABVCScriptThing@@_N@Z
008a06c0	disagree	EntitySetAsHiddenOnMiniMap	?EntitySetLightAsOn@CGameScriptInterface@@UBEXABVCScriptThing@@_N@Z
008a0720	disagree	DisableFishingSpot	?EntityFadeOut@CGameScriptInterface@@UBEXABVCScriptThing@@M@Z
008a07c0	disagree	SetRegionEntranceAsActive	?EntityFadeIn@CGameScriptInterface@@UBEXABVCScriptThing@@M@Z
008a0820	agree	?CancelHeroTeleportEffects@CGameScriptInterface@@UBEXXZ	?CancelHeroTeleportEffects@CGameScriptInterface@@UBEXXZ
008a08a0	disagree	EntityStartScreamerSuperAttackThing	?EntityStartScreamerSuperAttackThing@CGameScriptInterface@@UBEXABVCScriptThing@@0@Z
008a0950	disagree	SetRegionEntranceAsActive	?EntityEndScreamerSuperAttackThing@CGameScriptInterface@@UBEXABVCScriptThing@@@Z
008a09b0	disagree	SetRegionEntranceAsActive	?PlayCriteriaSoundOnThing@CGameScriptInterface@@UBEKABVCScriptThing@@ABVCCharString@@@Z
008a0a20	disagree	RemoveItemFromContainer	?PlaySoundOnThing@CGameScriptInterface@@UBEKABVCScriptThing@@ABVCCharString@@@Z
008a0b10	disagree	SetEntityAsRegionFollowing	?SetEntityAsRegionFollowing@CGameScriptInterface@@UBEXABVCScriptThing@@0_N@Z
008a0bc0	agree	?EntitySetAppearanceSeed@CGameScriptInterface@@UBEXABVCScriptThing@@K@Z	?EntitySetAppearanceSeed@CGameScriptInterface@@UBEXABVCScriptThing@@K@Z
008a0c10	agree	?EntityGetAppearanceSeed@CGameScriptInterface@@UBEXABVCScriptThing@@AAK@Z	?EntityGetAppearanceSeed@CGameScriptInterface@@UBEXABVCScriptThing@@AAK@Z
008a0c60	agree	?DeactivateBoastUi@CGameScriptInterface@@UBEXXZ	?DeactivateBoastUi@CGameScriptInterface@@UBEXXZ
008a0cb0	agree	?DebugGetAllTextEntriesForTargetedThing@CGameScriptInterface@@UBEXAAV?$set@KU?$less@K@std@@V?$allocator@K@2@@std@@@Z	?DebugGetAllTextEntriesForTargetedThing@CGameScriptInterface@@UBEXAAV?$set@KU?$less@K@std@@V?$allocator@K@2@@std@@@Z
008a0e80	agree	?IsThingABed@CGameScriptInterface@@UBE_NABVCScriptThing@@@Z	?IsThingABed@CGameScriptInterface@@UBE_NABVCScriptThing@@@Z
008a0eb0	agree	?IsThingAChest@CGameScriptInterface@@UBE_NABVCScriptThing@@@Z	?IsThingAChest@CGameScriptInterface@@UBE_NABVCScriptThing@@@Z
008a0ee0	agree	?IsThingADoor@CGameScriptInterface@@UBE_NABVCScriptThing@@@Z	?IsThingADoor@CGameScriptInterface@@UBE_NABVCScriptThing@@@Z
008a0f10	agree	?IsThingSmashable@CGameScriptInterface@@UBE_NABVCScriptThing@@@Z	?IsThingSmashable@CGameScriptInterface@@UBE_NABVCScriptThing@@@Z
008a0f40	agree	?IsThingSearchable@CGameScriptInterface@@UBE_NABVCScriptThing@@@Z	?IsThingSearchable@CGameScriptInterface@@UBE_NABVCScriptThing@@@Z
008a0f70	agree	?SetReadableObjectText@CGameScriptInterface@@UBEXABVCScriptThing@@ABVCWideString@@@Z	?SetReadableObjectText@CGameScriptInterface@@UBEXABVCScriptThing@@ABVCWideString@@@Z
008a0fd0	agree	?SetReadableObjectTextTag@CGameScriptInterface@@UBEXABVCScriptThing@@ABVCCharString@@@Z	?SetReadableObjectTextTag@CGameScriptInterface@@UBEXABVCScriptThing@@ABVCCharString@@@Z
008a1040	agree	?UpdateOnlineScore_Archery@CGameScriptInterface@@UBEXM@Z	?UpdateOnlineScore_Archery@CGameScriptInterface@@UBEXM@Z
008a10c0	agree	?UpdateOnlineScore_ChickenKick@CGameScriptInterface@@UBEXM@Z	?UpdateOnlineScore_ChickenKick@CGameScriptInterface@@UBEXM@Z
008a1140	agree	?UpdateOnlineScore_ChapelOrTemple@CGameScriptInterface@@UBEXM@Z	?UpdateOnlineScore_ChapelOrTemple@CGameScriptInterface@@UBEXM@Z
008a11c0	agree	?UpdateOnlineScore_FishingCompo@CGameScriptInterface@@UBEXM@Z	?UpdateOnlineScore_FishingCompo@CGameScriptInterface@@UBEXM@Z
008a1240	agree	?UpdateScore_FishingCompetition@CGameScriptInterface@@UBEXM@Z	?UpdateScore_FishingCompetition@CGameScriptInterface@@UBEXM@Z
008a12a0	agree	?GetNumHousesOwned@CGameScriptInterface@@UBEJXZ	?GetNumHousesOwned@CGameScriptInterface@@UBEJXZ
008a1300	agree	?StartSneaking@CGameScriptInterface@@UBEXXZ	?StartSneaking@CGameScriptInterface@@UBEXXZ
008a1360	disagree	GetStealDuration	?GetStealDuration@CGameScriptInterface@@UBEJABVCScriptThing@@@Z
008a1590	agree	?GetBestTimePairs@CGameScriptInterface@@UBEMXZ	?GetBestTimePairs@CGameScriptInterface@@UBEMXZ
008a15f0	agree	?GetBestTimeSorting@CGameScriptInterface@@UBEMXZ	?GetBestTimeSorting@CGameScriptInterface@@UBEMXZ
008a1650	agree	?GetBestScoreBlackjack@CGameScriptInterface@@UBEJXZ	?GetBestScoreBlackjack@CGameScriptInterface@@UBEJXZ
008a16b0	agree	?GetBestScoreCoinGolfOakVale@CGameScriptInterface@@UBEJXZ	?GetBestScoreCoinGolfOakVale@CGameScriptInterface@@UBEJXZ
008a1710	agree	?GetBestScoreCoinGolfSnowSpire@CGameScriptInterface@@UBEJXZ	?GetBestScoreCoinGolfSnowSpire@CGameScriptInterface@@UBEJXZ
008a1770	agree	?GetBestScoreShoveHaPenny@CGameScriptInterface@@UBEJXZ	?GetBestScoreShoveHaPenny@CGameScriptInterface@@UBEJXZ
008a17d0	agree	?GetBestTimeGuessTheAddition@CGameScriptInterface@@UBEMXZ	?GetBestTimeGuessTheAddition@CGameScriptInterface@@UBEMXZ
008a1830	disagree	SetRegionEntranceAsActive	?SetUseableByHero@CGameScriptInterface@@UBEXABVCScriptThing@@_N@Z
008a1890	disagree	SetRegionEntranceAsActive	?SetTavernTableAvailableForUse@CGameScriptInterface@@UBEXABVCScriptThing@@_N@Z
008a18f0	disagree	SetRegionEntranceAsActive	?SetOwnedByHero@CGameScriptInterface@@UBEXABVCScriptThing@@_N@Z
008a1950	disagree	EntitySetAsMirroringHeroEnemyRelationsWhileFollowing	?SetIsThingTurncoatable@CGameScriptInterface@@UBEXABVCScriptThing@@_N@Z
008a19b0	disagree	IsReportedOrUnreportedCrimeKnown	?IsThingTurncoated@CGameScriptInterface@@UBE_NABVCScriptThing@@@Z
008a1a10	disagree	EntityStartScreamerSuperAttackThing	?AddCreatureScriptedMode@CGameScriptInterface@@UBEXABVCScriptThing@@ABVCCharString@@@Z
008a1ab0	disagree	SetRegionEntranceAsActive	?RemoveCreatureScriptedMode@CGameScriptInterface@@UBEXABVCScriptThing@@@Z
