# class(module)	fnCount
CAIStateGroup_KrakenTentacleAttack	3
CAIStateGroup_MinionGuardGreetPlayer	3
CAIStateGroup_MinionGuardBribed	3
CAIStateGroup_OnHeroPush	3
CAIStateGroup_AvoidRegionExit	3
CAIStateGroup_MinionKidAnnoy	3
CAIStateGroup_MinionReactToEnemy	3
CAIStateGroup_MinionSitAtWork	3
CAIStateGroup_MinionSitAtInn	3
CAIStateGroup_ButterflyWander	3
CAIStateGroup_FireflyWander	3
CAIStateGroup_LightWorkCandle	3
CAIStateGroup_EarthTroll	3
CAIStateGroup_MinionBehaviourGreetCreature	3
CAIStateGroup_HoverAttack	3
CAIStateGroup_HoverAttackArea	3
CAIStateGroup_BanditKingCharge	3
CAIStateGroup_BanditKingThrowWeapons	3
CAIStateGroup_ServeFoodAtHome	3
CAIStateGroup_ScreamerPursueTarget	3
CAIStateGroup_SummonerSummon	3
CAIStateGroup_RockTroll	3
CAIStateGroup_HoverWanderAroundThing	3
CAIStateGroup_VersusRockTroll	3
CAIStateGroup_EatAtHome	3
CEditTransactionSetEngineTheme	3
CEditTransactionSetHeight	3
CAIStateGroup_HoverMovementBase	3
CCreatureAction_KrakenRiseUp	3
CCreatureAction_KrakenReturnToWater	3
CCreatureAction_KrakenLowChargeLoop	3
CCreatureAction_KrakenLowPoseInto	3
CCreatureAction_KrakenHighAttackInto	3
CAIStateGroup_MazeBase	3
CAIStateGroup_VersusEnemyBase	3
CLandscapeTesselatorBase	3
CGraphicBankStateBlock	3
CEngineClothSimulationStaticMesh	3
CEngineClothSimulationAnimatedMesh	3
CEnginePrimitiveOcclusionGroupManager	3
CEngineInternalPrimitiveSprite	3
CEngineInternalPrimitiveParticleMesh	3
CEngineInternalPrimitiveLine	3
CEnginePrimitiveManagerFlareSprites	3
CObjectTypeCollectionPalette	3
CPSCManager	3
CLineCountedMemoryDataOutputStream	3
CBaseObject	3
CMovieSubtitles	3
CLoadingMemoryFailureHandler	3
CPersistTraitsSLONG	3
CLipSyncDataBankEntry	3
CAsyncLoadingMemoryPool	3
CNavigatorQueueManager	3
CLinearSpline	3
CGuiControlTooltip	3
CShaderBankStateBlock	3
CVertexStreamFormat	3
CFramePerformanceData	3
CStreamingFontBankStateBlock	3
CBusyResourceManager	3
CFontBankStateBlock	3
CPhysicsFacesSegmentBranch	3
CPhysicsFacesSegmentLeaf	3
CTGAFile	3
CBoneInfo	3
CSBCCorridor	3
CVertexStreamConverter	3
CMacro	3
CActiveEntityScriptBase	3
CQ_SunnyvaleMasterData	3
CQ_SunnyvaleMasterScript	3
CGlobal_TeleportToHeroGuildScript	3
CPersonalScriptMainScript	3
CPersonalScript_GlobalThingsScript	3
CCham	3
CShadow	3
CNeedle	3
CArenaCellDoorGuard	3
CArenaCellDoorGuard2	3
CArenaEnemy	3
CChunkCollectionIndicator	3
CNecropolisEnemy	3
CFinalSummoner	3
CGate1GuardOuter	3
CGate1GuardInner	3
CAssassin2	3
CGate2Guard1	3
CGate3Guard	3
CCampHostage	3
CCampHostage2	3
CBanditKing	3
CCROWDBANDITS	3
CBH_GangGruntSpawn	3
CBH_GangDeputy1	3
CBH_Hostage1	3
CBH_GangDeputy2	3
CBH_Hostage2	3
CBanditSiegeLeader	3
CKG_ChiefBreakSiege	3
CGuardHoldingBandit	3
CGuardToHelpDefend	3
CBanditAttacker	3
CBanditFirstWave	3
CBowerstoneIntroGuard	3
CBowerstoneIntroGuardToPosh	3
CDBMinion	3
CHookCoastTeleporter	3
CMazeJournal	3
CBattleGuard	3
CPuzzleBlockMoon	3
CPuzzleBlockSun	3
CProphetCage	3
CFH_GuildMaster	3
CFH_Scythe	3
CMurderTwistLeader	3
CFH_Villager	3
CApprenticeSpeedTest	3
CMeleeApprentice	3
CSkillTarget	3
CMeleeOpponent	3
CArtifactThief	3
CHTE_Prisoner	3
CHTE_AssaultGuard	3
CNotForODG	3
CHeroThunder	3
CHeroSoulsEnemy	3
CDyingVillager	3
CGuildmaster_HS	3
CGuardOutsideWoods	3
CNostro	3
CHobbeLarder	3
CNymph	3
COrchardFarmFarmer	3
CQ_HobbeToothWhisper	3
CMC_MinionGuard	3
CMC_SpawnPoint	3
CMinionEscortEnd	3
CMinionWarningGuard	3
CGuardToLeadTheWay	3
CNOVI_LiveFather	3
CNOVI_Theresa	3
CNOVI_Guard	3
CNOVI_Victim	3
CNOVI_AffairMan	3
CNOVI_AffairWoman	3
CNOVI_AffairWife	3
CNOVI_BookTrader	3
CNOVI_BarrelMan	3
CNOVI_BarrelThug	3
CNOVI_Barrel	3
COVI_DeadFather	3
CSecretPassageSkeleton	3
CSecretPassageWoman	3
CUndeadRisingCentre	3
CTeamSpawn	3
COrchardFarmWhisper	3
CQ_OrchardFarmRaidEvilScript	3
CQ_OrchardFarmRaidGoodScript	3
CPrisonGuard	3
CPrisonerAccomplice	3
CPrisonEscapeGuard	3
CPrisonRaceGuard	3
CPrisonRacer	3
CPrisonWarden	3
CSecretBook	3
CTrophiesBriarTrophy	3
CRansomHelper	3
CVictimsBrother	3
CVictimsBrotherHelper	3
CVictimsFatherGuard	3
CNPCComment	3
CSTS_BriarRose	3
CSummonerMinion	3
CFireHeart	3
CTC_BanditFollower	3
CWaspVictim	3
CHornetDrone	3
CWB_WhiteBalverine	3
CM_BanditTrigger	3
CAttackingBandit	3
CQS_GuardianSisterInfo2_SisterInBanditCampScript	3
CGTDI_Maze	3
CQS_MeetSisterScript	3
CScytheNearOracle	3
CAS_Ambusher	3
CAC_DummyStatic	3
CAC_DummyMoving	3
CM_AssassinTrigger	3
CAttackingAssassin	3
CChestHidingAssassin	3
CMadame	3
CBordelloGuard	3
CTauntingBandit	3
CBlockingBandit	3
CReluctantTrader	3
CConversation	3
CChickenMaster	3
CChickenSign	3
CCOE_AcolyteEvil	3
CEM_SuspiciousVillager	3
CEM_Rhodri	3
CGhostGrannyNecklace	3
CGhostGrannySon	3
CGuildMasterGameFlow	3
CThunder	3
CTrophiesIntroWatcher	3
CEmptyGrave	3
CMurderTwistBrotherYounger	3
CMurderTwistBrotherOlder	3
CMurderTwistBrotherOlderFriend	3
CWiseVillager	3
CMI_InfoKeeper	3
CV_OracleScript	3
CPW_NecklaceDiggingSpot	3
CV_PicnicAreaAfterWaspBossScript	3
CRTFE_RockTroll	3
CTalkingTrader1	3
CSingingStone	3
CStatueMasterStatue	3
CSwordOfStrength	3
CTOL_AcolyteGood	3
CTH_SnowTroll	3
CTH_Trigger_Bowerstone	3
CTH_MagicBarrier	3
CTourGuideGuide	3
CTrophyDealerInCave	3
CDemonDoorFace	3
CGlobal_DebugCycleThroughSpeechScript	3
CExpression_WaitScript	3
CExpression_DigScript	3
CExpression_PickpocketScript	3
CExpression_PicklockScript	3
CExpression_StealScript	3
CGlobal_GiveHeroItemsFromRewardChestScript	3
CGlobal_OpenChestScript	3
CPersonalScript_alextestScript	3
CTestQuestCard1Script	3
CTestQuestCard2Script	3
CTestQuestCard3Script	3
CGoalChest	3
CMeanBandit	3
CDanyalTestScriptsScript	3
CProximityPodiumTestScript	3
CHitSwitchTestScript	3
CGuildSealTriggerTestScript	3
CMarkTestScriptsScript	3
COracleSpectator	3
COracleMinigameTestScript	3
CCS_PlayCutsceneScript	3
CAT_Phase1Guard	3
CAT_Phase1Archer	3
CAT_ConvoyMember	3
CAT_Phase3Archer	3
CAT_BanditContact	3
CScriptDef	3
CRegionScriptDef	3
EULA	2
CActionInputControl	2
CAEnvironmentInteraction	2
CDirtyDiscError	2
CEngineDef	2
CEngineVideoOptionsDef	2
CDebugString	2
CCreatureDef	2
CThingBaseDef	2
CCombatAbilityData	2
CCardDef	2
CSpecialAbilitiesDrainLifeDataDef	2
CSpecialAbilitiesForcePushDataDef	2
CCreatureStatsDef	2
CCoopSpiritDef	2
CHairCardDef	2
CCombatAbilityStrafeDef	2
CCombatAbilityUseProjectileWeaponDef	2
CDragonActionSwoopDef	2
CDragonActionNapalmDef	2
CDragonActionHoverDef	2
CAugmentationDef	2
CAbilityDef	2
CJackDragonDef	2
CBriarRoseDef	2
CSnowTrollDef	2
CGuildMasterDef	2
CSummonerDef	2
CExplosiveTrailDef	2
CThingMultiArrowShotDef	2
CInventoryItemDef	2
CPhysicsDef	2
CCarrySlotDef	2
CHitLocationsDef	2
CDegradableDef	2
CThingBuildingDef	2
CThingMarkerDef	2
CThingVillageDef	2
CThingPhysicalSwitchDef	2
CTextureReplacementDef	2
CAppearanceModifierGraphics	2
CCameraManagerDef	2
CCameraManagerSetDef	2
CHeroPostcardGeneratorDef	2
CExpressionDef	2
CCombatDialogueDef	2
COpinionPersonalityTraits	2
CSpecialAbilitiesAssassinRushDef	2
CSpecialAbilitiesForcePushDef	2
CSpecialAbilitiesPhysicalShieldDef	2
CSpecialAbilitiesHealLifeDef	2
CSpecialAbilitiesGhostSwordDef	2
CSpecialAbilitiesFireballSpellDef	2
CSpecialAbilitiesSummonSpellDef	2
CCombatAbilityBlockLightWeaponAttackDef	2
CSpecialAbilitiesBurntEffectDef	2
CSpecialAbilitiesElectrocutedEffectDef	2
CSpecialAbilitiesThunderLightningStormDef	2
CSpecialAbilitiesCreatureTintDef	2
CAttackPatternDef	2
CHitLocationDef	2
CCombatSequenceDef	2
CLightningDef	2
CMeleeCombatKnockdownEffects	2
CThingShotDef	2
CPlayerDef	2
CPlayerMovementDef	2
CSimBuildingDef	2
CEngineThemeDef	2
CPlayerInventoryDef	2
CInventoryCategoryDef	2
CMessageEventDef	2
CEnvironmentDef	2
CBlendedParticleEffectSet	2
CEntitySoundDef	2
CRegionDef	2
CFactionDef	2
COpinionReactionMaskDef	2
COpinionDeedMaskDef	2
COpinionDeedEffectsDef	2
COpinionPersonalityDef	2
CSpecialAbilitiesMultiStrikeDef	2
CSpecialAbilitiesDrainLifeDef	2
CDialogueLayerDef	2
CThingGroupDef	2
CSkyDef	2
CEnvironmentThemeDaySetDef	2
CEngineLocalDetailGeneratorDef	2
CSimVoicesDef	2
CAppearanceDef	2
CGameNavigatorManagerExternalInterface	2
CTCDegradableBarrier	2
CTCShotDefinitionQueenHornetShot	2
CWifeDef	2
CDoorDef	2
CKickableDef	2
CLightDef	2
CHeroDef	2
CPerceivedThingDef	2
CStealthDef	2
CTrophyDef	2
CChestDef	2
CExplodingObjectDef	2
CLookDef	2
CEnemyDef	2
COpinionOfHeroDef	2
CShopItemDef	2
CStockItemDef	2
CTimeAppearanceFadeDef	2
CGiftDef	2
CHighlightItemDef	2
CBoastingPodiumDef	2
CShipDef	2
CSummonableCreatureDef	2
COccupiableDef	2
CInterestingToVillagersDef	2
CGuardDef	2
CActivateQuestDef	2
CCrateStackDef	2
CDrunkennessDef	2
CFireballSpellLevelDef	2
CThingDrainLifeShotDef	2
CGoldDef	2
CCoinGameObstacleDef	2
CTavernGameCoinBaseDef	2
CTavernGameCoinGolfDef	2
CDecapitationDef	2
CWallMountEffectsDef	2
CFishDef	2
CTeleporterDef	2
CResurrectionItemDef	2
CAICreatureWillPowerIndicatorDef	2
CCarriedReadableDef	2
CFishingRodDef	2
CNymphDef	2
CSummonDef	2
CCameraCollisionDef	2
CTCVolumeContainmentTrackerDef	2
CWillResponseDef	2
CBettingDef	2
COracleMinigameDef	2
CFireheartMinigameDef	2
CLightningOrbDef	2
CHasNameDef	2
CCarryableDef	2
CBedDef	2
CSmokeGeneratorDef	2
CCreatureNavigationDef	2
CReadableDef	2
CTCCarriedActionUseBase	2
CCarryingDef	2
CBuyableHouseDef	2
CCreatureGeneratorDef	2
CCreatureModeDef	2
CBossDef	2
CFishingDef	2
CTurncoatDef	2
CKrakenDef	2
CExplosionRing	2
CSkeletalMorphDef	2
CParticleAttacherDef	2
CTavernGameCardBaseDef	2
CExplosionDef	2
CMultiStaticMeshDef	2
CMazeBattleDef	2
CThunderBattleDef	2
CWhisperBattleDef	2
CWaspQueenBattleDef	2
CJackOfBladesBattleDef	2
CScorpionKingBattleDef	2
CTrollBattleDef	2
CBalverineBattleDef	2
CContainerRewardHeroDef	2
CAreaOfEffectAttackDef	2
CSoundAtmospheresDef	2
CHeroMorphDef	2
CQuestCardDef	2
CWeaponDef	2
CExperienceDef	2
CHeroSuitDef	2
CReplaceableMeshDef	2
CIdleSchedulerDef	2
CRumbleDef	2
CTrapDef	2
CAnimatingObjectDef	2
CHeroExperienceDef	2
CCreatureAction_YellOverHere	2
CCreatureAction_DowseFire	2
CCreatureAction_ShowFear	2
CCreatureAction_ShowLove	2
CCreatureAction_ActivateZTarget	2
CCreatureAction_LookThroughWindow	2
CCreatureAction_ShopkeeperGetOut	2
CCreatureAction_UseSwitch	2
CCreatureAction_MagicBlast	2
CCreatureAction_PlayAnimationWithLookTurning	2
CCreatureAction_PlayerInteractionInsult	2
CCreatureAction_PlayerInteractionThreaten	2
CCreatureAction_PlayerInteractionBribe	2
CCreatureAction_PlayerInteractionFlirt	2
CCreatureAction_KickCreature	2
CCreatureAction_Read	2
CCreatureAction_ShopkeeperPutAway	2
CCreatureAction_PickCrop	2
CCreatureAction_LearnExpression	2
CCreatureAction_AddRealObjectToInventory	2
CCreatureAction_GiveMoneyToThing	2
CCreatureAction_ShowItemToThing	2
CCreatureAction_PlayerInteractionGreet	2
CCreatureAction_PlayerInteractionViewQuests	2
CCreatureAction_TavernGameMasterInteraction	2
CCreatureAction_StopSneaking	2
CCreatureAction_StartSneaking	2
CCreatureAction_ThrowGameObject	2
CCreatureAction_Talk	2
CCreatureAction_UseWallMount	2
CCreatureAction_GetPlateFromCupboard	2
CCreatureAction_PutPlateInCupboard	2
CCreatureAction_PickUpGoods	2
CCreatureAction_PutGoodsDown	2
CCreatureAction_DropGenericBox	2
CCreatureAction_SitDown	2
CCreatureAction_CallSpouseHome	2
CCreatureAction_SendMessage	2
CCreatureAction_OrderSecuritySweep	2
CCreatureAction_DeclarePlayerACriminal	2
CCreatureAction_AlertToPlayer	2
CCreatureAction_GetItemOutOfPocket	2
CCreatureAction_PickUpThingAtTable	2
CCreatureAction_PutDownThingAtTable	2
CCreatureAction_PickUpJug	2
CCreatureAction_PutDownJug	2
CCreatureAction_StartFillingTankard	2
CCreatureAction_StopFillingTankard	2
CCreatureAction_PickUpJugToFill	2
CCreatureAction_PutDownJugFromFilling	2
CCreatureAction_PickupGameObject	2
CEventDied	2
CCombatAction_GenericResponseToDrain	2
CReactionMatch	2
CAnimInit	2
CAnimFromFileInfo	2
CQuestCardItem	2
CUIStateDef	2
CAction	2
CNavButton	2
CSliderAnimator	2
CHealthOverTimeHelper	2
CDrawCombatMultiplier	2
CDrawMoney	2
CDrawRenown	2
CDrawMorality	2
CDrawCrime	2
CDrawTargetInfo	2
CDrawHealth	2
CDrawStamina	2
CQuestInfoElementBar	2
CDrawHighlightingTargetingCursor	2
CDrawMouseCursor	2
CDrawQuickAccessIconsPC	2
CBlurredAttitudesDef	2
CInputProcessControlCreature	2
CInputProcessInventoryMagicScreen	2
CInputProcessBlock	2
CInputProcessMaintainBlock	2
CInputProcessWatchForRangedWeaponThirdPersonModeTermination	2
CInputProcessWatchForWillChargeUpThirdPersonModeTermination	2
CInputProcessUseRangedWeaponZLock	2
CInputProcessUseRangedWeapon	2
CInputProcessLightning	2
CInputProcessSpecialAbilities	2
CInputProcessTavernGame	2
CInputProcessCutScene	2
CInputProcessParalysed	2
CCombatAction_GenericBreakOffDrain	2
CInputProcessBoastUI	2
CInputProcessQuickAccessMenu	2
CInputProcessCreditsUI	2
CInputProcessBetting	2
CInputProcessCreatureMovementWatchForControlAngleChange	2
CInputProcessCreatureMovement	2
CInputProcessDebugControls	2
CAIGameCameraBase	2
CCreatureAction_UnsheatheItemFromInventoryWithHasteAction	2
CActionBase	2
CGameMapCell	2
CCreatureAction_UnsheatheToShowToSheatheTrophy	2
CCreatureAction_ShowToSheatheTrophy	2
CCreatureAction_StrafeForward	2
CCreatureAction_StrafeBackward	2
CCreatureAction_ScreamerDrainOutOf	2
CCreatureAction_ScreamerIdle	2
CCreatureAction_ScreamerAdvance	2
CCombatAction_StrikeResponseMazeDoForcePush	2
CCombatAction_StrikeResponseScorpionKing	2
CCreatureAction_InterruptableFarAttack	2
CCreatureAction_InterruptableNearAttack	2
CCreatureAction_MidAttackKnockdown	2
CCreatureAction_CombatIdle	2
CCreatureAction_CombatBoast	2
CCreatureAction_TurnStrikeLeft	2
CCreatureAction_TurnStrikeRight	2
CCreatureAction_GenericStrafeLeft	2
CCreatureAction_GenericStrafeRight	2
CCreatureAction_BreakIntoMelee	2
CCreatureAction_BanditKingGetHit	2
CCreatureAction_HobbeSpellcasterFire	2
CCreatureAction_SummonerStrike	2
CActionWait	2
CActionTalkedTo	2
CActionPerformExpression	2
CActionWaitForThingToFinishPerformingTasks	2
CActionTurnToFacePosition	2
CActionPickUpGenericBox	2
CActionDropGenericBox	2
CActionStopScripting	2
CCreatureAction_BlockBroken	2
CModeSad	2
CEventHeroHasBeenSpottedStealing	2
CModeHeroImitation	2
CModeCurious	2
CModeHandsBound	2
CModeJackOfBladesVulnerable	2
CModeUnderwater	2
CModeBattleCharge	2
CModeServeCustomer	2
CModeFillJug	2
CModeStandBored	2
CModeDrunk	2
CModeArmsOffTable	2
CModeRollAround	2
CModeGuildmasterConcentrate	2
CModeCarryingGenericBox	2
CModeCarryingPlateStand	2
CModeCaged	2
NCreatureHiding	2
CCreatureAction_OnGenerate	2
CCreatureAction_UndeadIdleUnderground	2
CSubdivisionTriangle	2
CBasicShape	2
NTargeting	2
CCombatAction_GenericStrikeResponseKnockdownRecoverFromDeath	2
CMockSpline	2
CEventHeroHasBeenSpottedPickpocketing	2
CModeCarryingStandBase	2
CCombatAction_RecoverFromDazed	2
CCombatAction_RecoverFromStunned	2
CCreatureAction_IceTrollIcicleAssaultLoop	2
CCreatureAction_IceTrollIcicleAssaultOutOf	2
CCreatureAction_ScorpionTailWithdraw	2
CCreatureAction_SnapDragonOutOf	2
CCreatureAction_DragonFireBeamOutOf	2
CCreatureAction_SummonerDead	2
CScriptModuleFullTransition	2
CScriptModuleConversationBase	2
CScriptModuleOpenGate	2
CScriptModuleOpenChest	2
CScriptModuleUseLamp	2
CCreatureAction_BriarRoseConcentrateInto	2
CCreatureAction_BriarRoseInvulnerableTeleport	2
CCreatureInteraction	2
CHeroAbilityStatPackage	2
CCombatAction_EpicSpellHitResponse	2
CCreatureAction_BeDazed	2
CCreatureAction_GeneralInterruptedAttack	2
CCreatureAction_SpiritHitResponse	2
CCombatAction_FallStunned	2
CCreatureAction_BlockBase	2
CCreatureAction_BlockCounter	2
CCreatureActionHeroRunningStop	2
COrbitGame	2
CEditInputProcessMain	2
CEditInputProcessView2D	2
CEditInputProcessPaintMap	2
CEditInputProcessEditThings	2
CEditInputProcessBone	2
CEditInputProcessAnimation	2
CEditInputProcessSetPolygonalArea	2
CEditInputProcessEditCameraPoint	2
CEditInputProcessAddTrackPoints	2
CEditInputProcessSurveyPassability	2
CEditInputProcessSurveyThemes	2
CEditInputProcessSurveyEngine	2
CEditInputProcessSurveySounds	2
CEditInputProcessSurveyReflections	2
CEditInputProcessSurveyMinimap	2
CEditInputProcessPreviewSpline	2
CDisplacementProcess	2
CRadialBlurProcess	2
CEnvironmentThemeSetDay	2
CEnvironmentThemePriorityStack	2
CCreatureAction_ForcePushInto	2
CCombatSequenceWhisperAttackCombo	2
CCreatureAction_MidAttack	2
CCreatureAction_MidAttackFacing	2
CCreatureAction_MidAttack360	2
CCreatureAction_ThrowShotObject	2
CCreatureAction_FodderUnblockablePrimaryAttack	2
CCreatureAction_FodderSecondaryAttack	2
CCreatureAction_FodderIdle	2
CCreatureAction_Charge	2
CCreatureAction_ChargeStrike	2
CCreatureAction_MidAttackSide	2
CCreatureAction_ProjectileCrouch	2
CCreatureAction_DuckAndCover	2
CCreatureAction_JumpOutFromCover	2
CCreatureAction_FodderPrimaryAttack	2
CCreatureAction_SummonCreatures	2
CCreatureAction_ReleasePhysicalShieldSpell	2
CCreatureAction_BuildUpWillLightningSpell	2
CCreatureAction_CastWillForceSpell	2
CCreatureAction_CastWillTurncoatSpell	2
CCreatureAction_FinishWillTurncoatSpell	2
CCreatureAction_FinishDrainLifeSpell	2
CCreatureAction_CastWillHealLifeSpell	2
CCreatureAction_FinishHealLifeSpell	2
CCreatureAction_CastWillGhostSwordSpell	2
CCreatureAction_CastWillSummonSpell	2
CCreatureAction_ReleaseWillSummonSpell	2
CCreatureAction_CastWillLightningSpell	2
CCreatureAction_TeleportIn	2
CCreatureAction_FinishWillForceSpell	2
CCreatureAction_ReleaseWillEnflameSpell	2
CCreatureAction_RemovePhysicalShieldSpell	2
CCreatureAction_CastWillHarvestSoulSpell	2
CCreatureAction_CastWillReclaimUndeadFollower	2
CCreatureAction_ReleaseWillLightningSpell	2
CCreatureAction_CastDivineWrathSpell	2
CCreatureAction_CastUnholyPowerSpell	2
CCreatureAction_CastWillRaiseDeadSpell	2
CCreatureAction_DiagonalStrafeBL	2
CCreatureAction_DiagonalStrafeBR	2
CCreatureAction_Ambush	2
CCreatureAction_BodgeSideStrike	2
CCreatureAction_UnblockableMidAttack	2
CCreatureAction_GenericLeaderCommand	2
CCreatureAction_JackOfBladesUnblockableMidAttackNoBlend	2
CCombatAction_WillHealRelease	2
CCreatureAction_BriarRoseShotFarOutof	2
CCreatureAction_ThunderLightningStorm	2
CCreatureAction_JackFlash	2
CCreatureAction_JackDeathInto	2
CCreatureAction_JackGetUp	2
CCombatAction_Guildmaster_HealFollowersInto	2
CCombatAction_Guildmaster_ShieldFollowersInto	2
CCombatAction_Guildmaster_SpeedUpFollowersInto	2
CCreatureAction_BriarRoseConcentrateOutof	2
CCreatureAction_BriarRoseIntoInvulnerable	2
CCreatureAction_BriarRoseShotFarInto	2
CCreatureAction_ScorpionPrepareTailPlunge	2
CCreatureAction_TrollSwipe	2
CCreatureAction_TrollPursue	2
CCreatureAction_TrollTunnel	2
CCreatureAction_IceTrollIcicleAssaultInto	2
CCreatureAction_BanditKingAttack	2
CCreatureAction_BanditKingChangeWeapons	2
CCreatureAction_BanditKingThrowWeapons	2
CCreatureAction_HobbeLungeAttack	2
CCreatureAction_NymphSummonInto	2
CCreatureAction_NymphSummonOutOf	2
CCreatureAction_NymphTeleportIntoLimbo	2
CCreatureAction_NymphTeleportOutOfLimbo	2
CCreatureAction_SummonerSummonOutOf	2
CCreatureAction_SummonerSheatheWeapon	2
CCreatureAction_SummonerSummonInto	2
CCreatureAction_BalverineBreakOffFromCombat	2
CCreatureAction_BalverineBreakOffFromCombatLong	2
CCreatureAction_CastAssassinRush	2
CCreatureAction_CastTimeSpell	2
CCreatureAction_CastBattleCharge	2
CCreatureAction_ReleaseTimeSpell	2
CCreatureAction_BattleChargeImpact	2
CCreatureAction_BattleChargeMiss	2
CCreatureAction_TentacleIdle	2
CCreatureAction_TentacleStrikeGetHit	2
CCreatureAction_TentacleStrikeOutOf	2
CCreatureAction_FireMissileTest	2
CCreatureAction_CastStrengthBerserk	2
CModeDragonBase	2
CCreatureAction_DragonRearUpOutOf	2
CCreatureAction_DragonFireBlastForward	2
CCreatureAction_DragonFireBlastLeft	2
CCreatureAction_DragonTakeOff	2
CCreatureAction_DragonLandFireball	2
CCreatureAction_DragonRearUpInto	2
CCreatureAction_DragonHoverInto	2
CCreatureAction_DragonFireBeamInto	2
CCreatureAction_DragonBurninateInto	2
CAIStateGroup_ShopkeeperWatchPlayer	2
CAIStateGroup_Guard	2
CAIStateGroup_Wander	2
CAIStateGroup_ChickenWander	2
CAIStateGroup_SmallBirdWander	2
CAIStateGroup_StandStill	2
CAIStateGroup_BalverineWander	2
CAIStateGroup_HoverAllAroundTest	2
CAIStateGroup_KrakenAttack	2
CAIStateGroup_KrakenTentacleIdle	2
CAIStateGroup_PerformAction	2
CAIStateGroup_MinionReactToCrimeFromSleep	2
CAIStateGroup_HoverWander	2
CAIStateGroup_HoverAttackUnlessTargetIsFleeing	2
CAIStateGroup_DeedReactionRootFromSleep	2
CPhysicsCollisionPointsObject	2
CEditInputProcessBase	2
CWorldMapPlacementDialog	2
NBalverineCombat	2
CCreatureAction_BanditKingBackOff	2
CCombatSequence_KingScorpionCharge	2
CCreatureAction_KrakenLowAttackOutOf	2
CCreatureAction_KrakenHighAttackOutOf	2
CCreatureAction_KrakenRoarInto	2
CCreatureAction_KrakenRoarLoop	2
CCreatureAction_ScreamerIntoAggressive	2
CCreatureAction_SummonerLightningIdle	2
CCreatureAction_SummonerCharge	2
CCreatureAction_SummonerChargeSuccess	2
CCreatureAction_VillagerAttack	2
CCreatureAction_VillagerAttackKnockdown	2
CCreatureAction_VillagerAdvance	2
CCreatureAction_VillagerBackOff	2
CCreatureAction_BeetleTakeOff	2
CCreatureAction_BeetleLand	2
CEngineInternalPrimitiveLight	2
CEngineInternalPrimitiveShadowedSpotLight	2
CLandscapeGPUUpdateQueue	2
CEngineComponent	2
CEngineLayerRenderer	2
CCompositeSurfaceCache	2
CEnginePrimitiveOcclusionInfo	2
CWaterStaticMapInfoBlock	2
CEngineSimulationBase	2
CEngineClothSimulation2DAnimatedMesh	2
CEngineBillboardGenerator	2
CEngineEnvironment	2
CEngineInternalPrimitiveOcclusionBase	2
CEngineInternalPrimitiveMorphedStaticMesh	2
CEngineInternalPrimitiveOcclusionGroup	2
CEngineInternalPrimitive2DSprite	2
CEngineInternalPrimitive2DClockSprite	2
CEngineInternalPrimitiveParticleDecal	2
CEngineInternalPrimitiveParticleDecalGroup	2
CEngineInternalPrimitiveParticleSpriteTrailGroup	2
CEngineInternalPrimitiveParticleSprite	2
CEngineInternalPrimitiveParticleSpriteGroup	2
CEngineInternalPrimitiveParticleMeshGroup	2
CEngineInternalPrimitiveParticleLine	2
CEngineInternalPrimitiveParticleLineGroup	2
CEngineInternalPrimitiveSpriteTrail	2
CEngineInternalPrimitiveMorphedAnimatedMesh	2
CEngineInternalPrimitive2DMorphedAnimatedMesh	2
CTreeElement	2
CLocalDetailLayer	2
CWaterSeaStaticMapInfoBlock	2
CLocalDetailPrimitiveBase	2
CDecal	2
COrbitState	2
CXMVPlayerBuffers	2
CConsoleCommandParameters	2
CGraphicHeader	2
CMeshBankFileEntryStats	2
CLODStateBlock	2
CAInputProcess	2
CClass	2
CManagedTexture	2
CASoundBank	2
CCachedVolumes	2
CNavigatorExternalInterface	2
CASuspendableProcess	2
CGuiControl	2
CSphere	2
CCylinder	2
CNavRegionConnection	2
CNoise	2
CGuiWindowToolbar	2
CBaseBlock	2
CStaticBlock	2
CDynamicObjectHeapBase	2
CVertexShaderInput	2
CPerformanceCounterRegister	2
CVertexCache	2
CCriticalSectionLock	2
CSystemFont	2
CSystemFontCharacter	2
CMemoryArea	2
CLipSyncFrameData	2
CSpeechFrame	2
CLipSyncPhonemeSample	2
CLipSyncPhonemeSampleSet	2
CWaveLoader	2
CFormattedFile	2
CGuiInputProcess	2
CSB	2
CSharerParserOutputToDebugContextMapper	2
CArcheryCompetitionSignpost	2
CClickableDoor	2
COF_MainGates	2
CKG_Gate	2
CDragonGate	2
CHERO_GUILD_TELEPORT_MARKER	2
CBowerstoneTeleportPointMarker	2
CTestGateSwitch	2
CBSGateGuard	2
CLadyGreysBed	2
CMK_HS2_SOUL	2
CMK_HS3_SOUL	2
CMK_HSE_SOUL	2
CEntranceGuard	2
CEntranceGuard2	2
COakvaleFan	2
CBowerstoneFan	2
CHookCoastFan	2
CFanMarker	2
CRoth	2
CFlick	2
CCellWhisper	2
CArenaSpawn	2
CWhisperAlly	2
CArenaCellExitGuard	2
CCagedBalverine	2
CArenaCreatureDef	2
CArenaWaveDef	2
CFinalTabletSarcophagus	2
CNecropolisGate	2
CLostBayCutsceneTrigger	2
CPretendGuard	2
CScytheBeforeGettingTablets	2
CATO_MagicBarrier	2
